ticket_id,created_at,category,priority,assigned_tech_id,resolved_at,resolution_hours,sla_target_hours,sla_breached,reopened
HD-00555,2025-06-19T14:54,Software Install,Medium,T05,2025-06-20T03:08,12.24,24,False,False
HD-00563,2025-06-19T14:56,Network & VPN,Low,T05,2025-06-19T21:29,6.55,48,False,False
HD-00548,2025-06-20T08:51,Hardware,Low,T05,2025-06-20T17:04,8.23,48,False,False
HD-00537,2025-06-20T10:47,Account Access,Low,T06,2025-06-20T15:32,4.75,48,False,False
HD-00565,2025-06-20T11:05,Network & VPN,Medium,T01,2025-06-21T02:40,15.58,24,False,True
HD-00534,2025-06-20T12:02,Account Access,Critical,T03,2025-06-20T13:27,1.43,4,False,False
HD-00528,2025-06-20T12:21,Account Access,Medium,T01,2025-06-20T13:49,1.47,24,False,False
HD-00564,2025-06-20T12:46,Network & VPN,Low,T01,2025-06-21T01:45,12.99,48,False,False
HD-00525,2025-06-20T13:39,Password Reset,High,T08,2025-06-20T14:05,0.44,8,False,False
HD-00560,2025-06-20T14:53,Software Install,Low,T08,2025-06-21T07:17,16.41,48,False,False
HD-00542,2025-06-20T15:09,Email & Calendar,Low,T02,2025-06-20T17:53,2.74,48,False,False
HD-00552,2025-06-20T15:17,Hardware,Low,T01,2025-06-21T01:41,10.41,48,False,True
HD-00571,2025-06-23T08:13,Password Reset,Medium,T03,2025-06-23T09:25,1.19,24,False,False
HD-00584,2025-06-23T11:28,Email & Calendar,Low,T07,2025-06-23T14:46,3.3,48,False,False
HD-00580,2025-06-23T11:31,Account Access,Low,T04,2025-06-23T13:01,1.51,48,False,False
HD-00599,2025-06-23T12:39,Software Install,Medium,T07,2025-06-24T01:07,12.47,24,False,False
HD-00596,2025-06-23T16:45,Software Install,High,T06,2025-06-23T19:59,3.23,8,False,False
HD-00590,2025-06-24T08:44,Email & Calendar,High,T03,2025-06-24T12:59,4.25,8,False,False
HD-00598,2025-06-24T10:36,Software Install,Medium,T01,2025-06-24T20:46,10.17,24,False,False
HD-00568,2025-06-24T10:42,Password Reset,Critical,T07,2025-06-24T11:18,0.6,4,False,False
HD-00582,2025-06-24T11:41,Account Access,High,T05,2025-06-24T14:06,2.42,8,False,False
HD-00593,2025-06-24T11:57,Hardware,Medium,T03,2025-06-24T17:36,5.65,24,False,False
HD-00577,2025-06-24T13:31,Password Reset,Critical,T01,2025-06-24T13:48,0.29,4,False,False
HD-00595,2025-06-24T14:23,Hardware,High,T04,2025-06-24T17:54,3.53,8,False,False
HD-00588,2025-06-24T16:39,Email & Calendar,Low,T07,2025-06-24T22:33,5.89,48,False,False
HD-00578,2025-06-24T16:47,Password Reset,Medium,T04,2025-06-24T17:32,0.75,24,False,False
HD-00581,2025-06-25T08:34,Account Access,Medium,T07,2025-06-25T10:33,1.99,24,False,False
HD-00589,2025-06-25T08:41,Email & Calendar,Medium,T07,2025-06-25T12:09,3.47,24,False,False
HD-00566,2025-06-25T09:14,Password Reset,Critical,T02,2025-06-25T09:49,0.59,4,False,False
HD-00576,2025-06-25T09:31,Password Reset,High,T03,2025-06-25T10:06,0.59,8,False,False
HD-00583,2025-06-25T09:38,Email & Calendar,Medium,T08,2025-06-25T11:56,2.3,24,False,False
HD-00592,2025-06-25T09:46,Hardware,Medium,T08,2025-06-25T16:57,7.17,24,False,False
HD-00570,2025-06-25T10:26,Password Reset,Low,T05,2025-06-25T11:48,1.36,48,False,False
HD-00594,2025-06-25T11:27,Hardware,Low,T04,2025-06-25T22:18,10.84,48,False,False
HD-00575,2025-06-25T15:28,Password Reset,Low,T04,2025-06-25T16:42,1.24,48,False,False
HD-00579,2025-06-25T16:57,Account Access,Medium,T08,2025-06-25T19:25,2.47,24,False,False
HD-00585,2025-06-26T09:14,Email & Calendar,High,T03,2025-06-26T10:48,1.57,8,False,False
HD-00574,2025-06-26T10:19,Password Reset,High,T04,2025-06-26T10:42,0.38,8,False,False
HD-00573,2025-06-26T10:27,Password Reset,High,T04,2025-06-26T11:05,0.63,8,False,False
HD-00602,2025-06-26T10:48,Network & VPN,Medium,T04,2025-06-27T08:59,22.19,24,False,False
HD-00591,2025-06-26T10:58,Email & Calendar,Low,T02,2025-06-26T12:51,1.88,48,False,False
HD-00600,2025-06-26T11:07,Software Install,Critical,T08,2025-06-26T23:12,12.08,4,True,False
HD-00587,2025-06-26T14:48,Email & Calendar,Medium,T08,2025-06-26T16:15,1.45,24,False,False
HD-00597,2025-06-27T08:44,Software Install,Medium,T07,2025-06-27T12:48,4.07,24,False,False
HD-00601,2025-06-27T09:08,Network & VPN,Low,T04,2025-06-27T21:53,12.75,48,False,False
HD-00569,2025-06-27T09:27,Password Reset,Medium,T05,2025-06-27T10:10,0.73,24,False,False
HD-00572,2025-06-27T10:14,Password Reset,High,T03,2025-06-27T11:07,0.87,8,False,False
HD-00567,2025-06-27T10:57,Password Reset,Low,T02,2025-06-27T11:22,0.41,48,False,True
HD-00586,2025-06-27T13:56,Email & Calendar,Critical,T04,2025-06-27T16:04,2.13,4,False,False
HD-00613,2025-06-30T08:32,Account Access,Low,T08,2025-06-30T10:52,2.33,48,False,False
HD-00605,2025-06-30T08:45,Password Reset,Critical,T07,2025-06-30T10:00,1.25,4,False,False
HD-00625,2025-06-30T09:28,Software Install,Low,T03,2025-06-30T21:06,11.63,48,False,False
HD-00622,2025-06-30T12:54,Hardware,Critical,T03,2025-06-30T15:24,2.51,4,False,False
HD-00608,2025-06-30T13:26,Account Access,Medium,T04,2025-06-30T17:21,3.92,24,False,False
HD-00611,2025-06-30T15:57,Account Access,Medium,T03,2025-06-30T18:21,2.4,24,False,False
HD-00607,2025-07-02T08:07,Account Access,Medium,T08,2025-07-02T11:06,2.98,24,False,False
HD-00604,2025-07-02T08:47,Password Reset,Medium,T06,2025-07-02T09:25,0.63,24,False,False
HD-00603,2025-07-02T08:53,Password Reset,High,T01,2025-07-02T09:19,0.43,8,False,False
HD-00616,2025-07-02T09:00,Email & Calendar,High,T04,2025-07-02T11:53,2.88,8,False,True
HD-00609,2025-07-02T10:08,Account Access,Medium,T02,2025-07-02T11:44,1.6,24,False,False
HD-00617,2025-07-02T10:17,Email & Calendar,Low,T03,2025-07-02T12:01,1.72,48,False,False
HD-00626,2025-07-02T12:28,Software Install,Medium,T07,2025-07-02T17:02,4.56,24,False,False
HD-00623,2025-07-02T16:29,Hardware,Low,T05,2025-07-03T00:52,8.39,48,False,True
HD-00628,2025-07-03T08:50,Network & VPN,Medium,T07,2025-07-04T11:07,26.27,24,True,False
HD-00606,2025-07-03T10:29,Password Reset,Medium,T06,2025-07-03T11:14,0.75,24,False,False
HD-00619,2025-07-03T11:05,Hardware,High,T02,2025-07-03T16:39,5.56,8,False,False
HD-00618,2025-07-03T14:19,Email & Calendar,Medium,T02,2025-07-03T15:40,1.36,24,False,False
HD-00614,2025-07-03T15:53,Email & Calendar,High,T04,2025-07-03T18:10,2.28,8,False,False
HD-00624,2025-07-04T09:04,Hardware,Medium,T05,2025-07-04T12:02,2.97,24,False,False
HD-00615,2025-07-04T10:37,Email & Calendar,Medium,T02,2025-07-04T13:16,2.64,24,False,False
HD-00621,2025-07-04T11:30,Hardware,Low,T06,2025-07-04T16:16,4.77,48,False,False
HD-00627,2025-07-04T13:26,Network & VPN,Low,T01,2025-07-05T02:38,13.19,48,False,False
HD-00620,2025-07-04T13:50,Hardware,High,T03,2025-07-04T15:01,1.18,8,False,False
HD-00612,2025-07-04T14:08,Account Access,Medium,T02,2025-07-04T15:33,1.42,24,False,False
HD-00610,2025-07-04T14:16,Account Access,High,T05,2025-07-04T16:59,2.72,8,False,False
HD-00650,2025-07-07T09:58,Hardware,High,T01,2025-07-07T18:13,8.24,8,True,False
HD-00644,2025-07-07T10:14,Email & Calendar,Low,T03,2025-07-07T13:20,3.11,48,False,False
HD-00647,2025-07-07T10:59,Hardware,Medium,T08,2025-07-07T17:59,7.01,24,False,False
HD-00651,2025-07-07T13:29,Hardware,High,T07,2025-07-08T05:52,16.38,8,True,False
HD-00640,2025-07-07T13:48,Email & Calendar,Low,T06,2025-07-07T19:05,5.28,48,False,True
HD-00658,2025-07-07T16:24,Network & VPN,Medium,T08,2025-07-09T10:28,42.06,24,True,False
HD-00636,2025-07-07T16:51,Account Access,Low,T06,2025-07-07T18:38,1.79,48,False,False
HD-00631,2025-07-07T16:53,Password Reset,Medium,T05,2025-07-07T17:31,0.64,24,False,False
HD-00655,2025-07-08T09:20,Software Install,Low,T02,2025-07-09T03:29,18.15,48,False,True
HD-00657,2025-07-08T10:53,Network & VPN,Medium,T06,2025-07-08T19:12,8.31,24,False,False
HD-00638,2025-07-08T11:09,Email & Calendar,Low,T04,2025-07-08T16:13,5.06,48,False,False
HD-00643,2025-07-08T13:11,Email & Calendar,High,T03,2025-07-08T17:35,4.41,8,False,False
HD-00641,2025-07-08T15:16,Email & Calendar,Low,T08,2025-07-08T16:48,1.52,48,False,False
HD-00633,2025-07-09T08:05,Password Reset,Medium,T01,2025-07-09T08:31,0.43,24,False,False
HD-00629,2025-07-09T08:46,Password Reset,High,T02,2025-07-09T09:24,0.62,8,False,False
HD-00648,2025-07-09T09:22,Hardware,Low,T06,2025-07-09T15:09,5.78,48,False,False
HD-00649,2025-07-09T10:06,Hardware,Low,T07,2025-07-09T14:58,4.87,48,False,False
HD-00654,2025-07-09T12:07,Software Install,Medium,T05,2025-07-09T20:03,7.93,24,False,False
HD-00642,2025-07-09T13:09,Email & Calendar,Critical,T07,2025-07-09T18:18,5.15,4,True,True
HD-00639,2025-07-09T14:32,Email & Calendar,High,T03,2025-07-09T17:30,2.96,8,False,False
HD-00630,2025-07-09T15:16,Password Reset,Medium,T05,2025-07-09T16:11,0.91,24,False,False
HD-00637,2025-07-10T08:07,Account Access,High,T01,2025-07-10T09:47,1.66,8,False,False
HD-00634,2025-07-10T08:08,Password Reset,High,T06,2025-07-10T08:51,0.72,8,False,False
HD-00659,2025-07-10T12:01,Network & VPN,Medium,T03,2025-07-11T00:10,12.14,24,False,False
HD-00645,2025-07-10T16:02,Email & Calendar,Critical,T05,2025-07-10T18:20,2.29,4,False,False
HD-00632,2025-07-11T08:34,Password Reset,High,T01,2025-07-11T08:56,0.37,8,False,False
HD-00646,2025-07-11T09:22,Email & Calendar,Medium,T06,2025-07-11T12:25,3.05,24,False,False
HD-00656,2025-07-11T09:26,Network & VPN,Medium,T01,2025-07-11T21:40,12.23,24,False,False
HD-00635,2025-07-11T10:23,Account Access,Medium,T04,2025-07-11T12:30,2.12,24,False,False
HD-00653,2025-07-11T11:59,Software Install,Low,T05,2025-07-11T17:00,5.02,48,False,False
HD-00652,2025-07-11T14:56,Software Install,Medium,T02,2025-07-12T04:09,13.21,24,False,False
HD-00678,2025-07-14T08:37,Hardware,Low,T04,2025-07-14T16:14,7.61,48,False,False
HD-00681,2025-07-14T11:29,Software Install,Medium,T03,2025-07-15T12:43,25.23,24,True,True
HD-00677,2025-07-14T12:20,Hardware,High,T02,2025-07-14T17:24,5.07,8,False,False
HD-00687,2025-07-14T12:24,Network & VPN,Low,T08,2025-07-14T22:06,9.7,48,False,False
HD-00676,2025-07-15T09:48,Hardware,Medium,T04,2025-07-15T18:39,8.85,24,False,False
HD-00675,2025-07-15T09:48,Email & Calendar,Low,T03,2025-07-15T15:24,5.59,48,False,False
HD-00679,2025-07-15T11:15,Software Install,Medium,T01,2025-07-15T20:07,8.86,24,False,False
HD-00668,2025-07-15T12:50,Account Access,Medium,T04,2025-07-15T19:05,6.25,24,False,False
HD-00667,2025-07-15T15:06,Account Access,Low,T05,2025-07-15T17:25,2.31,48,False,False
HD-00669,2025-07-15T16:59,Account Access,Medium,T06,2025-07-15T19:34,2.59,24,False,False
HD-00670,2025-07-16T10:24,Account Access,Low,T01,2025-07-16T12:12,1.8,48,False,False
HD-00662,2025-07-16T10:34,Password Reset,High,T03,2025-07-16T11:23,0.81,8,False,False
HD-00688,2025-07-16T11:23,Network & VPN,High,T04,2025-07-17T00:46,13.39,8,True,False
HD-00663,2025-07-16T11:45,Password Reset,Medium,T06,2025-07-16T12:16,0.52,24,False,False
HD-00666,2025-07-16T12:50,Account Access,Medium,T05,2025-07-16T15:29,2.65,24,False,True
HD-00673,2025-07-16T13:12,Email & Calendar,Medium,T01,2025-07-16T18:38,5.42,24,False,False
HD-00683,2025-07-16T15:34,Software Install,Critical,T07,2025-07-16T19:06,3.54,4,False,True
HD-00674,2025-07-16T16:00,Email & Calendar,High,T06,2025-07-16T18:01,2.01,8,False,False
HD-00684,2025-07-16T16:05,Software Install,Low,T06,2025-07-16T18:57,2.87,48,False,True
HD-00682,2025-07-17T08:17,Software Install,Low,T08,2025-07-18T06:44,22.44,48,False,False
HD-00672,2025-07-17T08:33,Email & Calendar,Low,T03,2025-07-17T11:26,2.88,48,False,False
HD-00685,2025-07-17T10:10,Network & VPN,Medium,T04,2025-07-18T06:32,20.37,24,False,False
HD-00671,2025-07-17T13:09,Email & Calendar,Low,T03,2025-07-17T15:03,1.91,48,False,False
HD-00660,2025-07-17T13:24,Password Reset,Low,T03,2025-07-17T14:31,1.12,48,False,False
HD-00664,2025-07-17T16:09,Password Reset,Low,T01,2025-07-17T16:34,0.43,48,False,False
HD-00686,2025-07-18T08:02,Network & VPN,Medium,T04,2025-07-19T01:58,17.94,24,False,True
HD-00661,2025-07-18T08:58,Password Reset,Medium,T06,2025-07-18T09:34,0.6,24,False,True
HD-00665,2025-07-18T12:36,Password Reset,Low,T04,2025-07-18T13:35,0.98,48,False,False
HD-00680,2025-07-18T14:14,Software Install,High,T05,2025-07-19T04:07,13.89,8,True,False
HD-00704,2025-07-21T08:01,Account Access,Critical,T07,2025-07-21T10:30,2.48,4,False,False
HD-00692,2025-07-21T09:09,Password Reset,High,T04,2025-07-21T10:35,1.43,8,False,False
HD-00695,2025-07-21T09:17,Password Reset,Medium,T02,2025-07-21T10:41,1.4,24,False,False
HD-00689,2025-07-21T11:13,Password Reset,High,T02,2025-07-21T12:08,0.92,8,False,False
HD-00694,2025-07-21T12:44,Password Reset,High,T02,2025-07-21T13:32,0.79,8,False,False
HD-00713,2025-07-21T12:55,Network & VPN,Low,T03,2025-07-22T02:20,13.41,48,False,False
HD-00697,2025-07-21T14:08,Password Reset,Medium,T07,2025-07-21T15:11,1.04,24,False,False
HD-00691,2025-07-21T16:03,Password Reset,Low,T06,2025-07-21T16:45,0.69,48,False,False
HD-00706,2025-07-22T10:16,Email & Calendar,High,T07,2025-07-22T14:42,4.43,8,False,False
HD-00707,2025-07-22T11:52,Hardware,Medium,T01,2025-07-22T19:28,7.6,24,False,False
HD-00712,2025-07-22T12:47,Network & VPN,Medium,T05,2025-07-22T20:01,7.24,24,False,False
HD-00696,2025-07-22T14:21,Password Reset,Medium,T07,2025-07-22T14:46,0.41,24,False,False
HD-00701,2025-07-23T10:52,Account Access,High,T01,2025-07-23T11:35,0.72,8,False,False
HD-00703,2025-07-23T11:47,Account Access,Medium,T03,2025-07-23T13:58,2.18,24,False,True
HD-00700,2025-07-23T13:54,Account Access,Low,T04,2025-07-23T17:40,3.77,48,False,False
HD-00693,2025-07-23T14:16,Password Reset,Low,T01,2025-07-23T14:36,0.34,48,False,False
HD-00699,2025-07-24T09:00,Account Access,Low,T07,2025-07-24T10:24,1.4,48,False,False
HD-00709,2025-07-24T10:38,Hardware,Low,T07,2025-07-24T15:48,5.17,48,False,False
HD-00708,2025-07-24T10:54,Hardware,Medium,T06,2025-07-24T16:20,5.44,24,False,False
HD-00698,2025-07-24T11:38,Password Reset,High,T03,2025-07-24T11:59,0.34,8,False,False
HD-00710,2025-07-24T15:06,Software Install,High,T02,2025-07-25T04:23,13.28,8,True,False
HD-00711,2025-07-24T15:16,Software Install,Low,T01,2025-07-25T01:47,10.51,48,False,True
HD-00705,2025-07-25T09:37,Email & Calendar,Low,T03,2025-07-25T14:03,4.43,48,False,False
HD-00690,2025-07-25T10:27,Password Reset,Low,T02,2025-07-25T11:26,0.99,48,False,False
HD-00702,2025-07-25T13:04,Account Access,Low,T02,2025-07-25T13:56,0.87,48,False,False
HD-00729,2025-07-28T08:35,Hardware,Medium,T05,2025-07-28T17:54,9.31,24,False,True
HD-00730,2025-07-28T09:28,Hardware,Low,T08,2025-07-28T14:25,4.95,48,False,False
HD-00732,2025-07-28T10:35,Hardware,Medium,T08,2025-07-28T20:40,10.09,24,False,False
HD-00718,2025-07-28T10:50,Password Reset,Critical,T03,2025-07-28T11:16,0.43,4,False,False
HD-00727,2025-07-28T13:40,Email & Calendar,Medium,T08,2025-07-28T15:44,2.06,24,False,False
HD-00728,2025-07-28T14:24,Email & Calendar,Medium,T08,2025-07-28T16:50,2.43,24,False,False
HD-00733,2025-07-28T16:22,Software Install,Medium,T03,2025-07-29T18:21,25.99,24,True,False
HD-00722,2025-07-28T16:34,Account Access,Low,T02,2025-07-28T17:37,1.05,48,False,False
HD-00737,2025-07-28T16:43,Network & VPN,High,T04,2025-07-30T04:27,35.74,8,True,False
HD-00725,2025-07-29T08:18,Account Access,High,T05,2025-07-29T11:28,3.17,8,False,False
HD-00721,2025-07-29T09:13,Password Reset,Medium,T03,2025-07-29T09:47,0.57,24,False,False
HD-00724,2025-07-29T12:05,Account Access,High,T05,2025-07-29T13:58,1.88,8,False,False
HD-00716,2025-07-29T13:02,Password Reset,Medium,T01,2025-07-29T13:20,0.3,24,False,False
HD-00719,2025-07-29T13:46,Password Reset,Medium,T02,2025-07-29T14:27,0.68,24,False,False
HD-00738,2025-07-29T14:25,Network & VPN,High,T05,2025-07-29T18:33,4.13,8,False,False
HD-00714,2025-07-30T08:18,Password Reset,Low,T01,2025-07-30T08:43,0.42,48,False,False
HD-00717,2025-07-30T13:49,Password Reset,Low,T01,2025-07-30T14:07,0.3,48,False,False
HD-00740,2025-07-30T14:40,Network & VPN,High,T05,2025-07-30T20:18,5.63,8,False,False
HD-00715,2025-07-30T15:13,Password Reset,Low,T08,2025-07-30T15:52,0.65,48,False,False
HD-00720,2025-07-30T15:53,Password Reset,Medium,T01,2025-07-30T16:29,0.59,24,False,False
HD-00723,2025-07-31T09:44,Account Access,Medium,T03,2025-07-31T13:53,4.15,24,False,False
HD-00731,2025-07-31T10:08,Hardware,Medium,T08,2025-07-31T20:10,10.03,24,False,False
HD-00726,2025-07-31T10:14,Account Access,Critical,T07,2025-07-31T11:30,1.27,4,False,True
HD-00735,2025-07-31T11:25,Software Install,High,T06,2025-07-31T15:35,4.16,8,False,False
HD-00739,2025-08-01T11:24,Network & VPN,Medium,T04,2025-08-02T00:17,12.88,24,False,False
HD-00736,2025-08-01T13:17,Software Install,Medium,T03,2025-08-02T01:02,11.76,24,False,False
HD-00734,2025-08-01T16:30,Software Install,Low,T04,2025-08-01T22:32,6.03,48,False,False
HD-00752,2025-08-04T09:51,Account Access,Medium,T01,2025-08-04T10:42,0.85,24,False,False
HD-00754,2025-08-04T10:17,Email & Calendar,Low,T05,2025-08-04T12:33,2.28,48,False,False
HD-00757,2025-08-04T10:34,Email & Calendar,Critical,T04,2025-08-04T13:43,3.15,4,False,False
HD-00741,2025-08-04T11:31,Password Reset,High,T07,2025-08-04T12:03,0.53,8,False,False
HD-00762,2025-08-04T12:41,Hardware,Medium,T05,2025-08-04T20:01,7.33,24,False,True
HD-00770,2025-08-04T16:15,Network & VPN,High,T05,2025-08-05T04:38,12.39,8,True,False
HD-00748,2025-08-05T10:29,Account Access,Medium,T08,2025-08-05T13:19,2.84,24,False,False
HD-00758,2025-08-05T13:06,Email & Calendar,Low,T04,2025-08-05T16:30,3.4,48,False,False
HD-00761,2025-08-05T15:22,Hardware,Low,T02,2025-08-05T22:33,7.17,48,False,False
HD-00759,2025-08-06T08:51,Email & Calendar,Critical,T07,2025-08-06T10:15,1.4,4,False,False
HD-00768,2025-08-06T09:34,Software Install,High,T08,2025-08-06T18:32,8.97,8,True,False
HD-00743,2025-08-06T12:21,Password Reset,Critical,T03,2025-08-06T12:57,0.61,4,False,False
HD-00767,2025-08-06T13:05,Software Install,Medium,T03,2025-08-06T20:49,7.74,24,False,False
HD-00764,2025-08-06T16:51,Software Install,Low,T03,2025-08-07T02:40,9.82,48,False,False
HD-00769,2025-08-07T08:02,Network & VPN,Medium,T02,2025-08-08T07:02,23.01,24,False,False
HD-00745,2025-08-07T08:45,Password Reset,Critical,T08,2025-08-07T09:14,0.48,4,False,False
HD-00772,2025-08-07T09:28,Network & VPN,High,T08,2025-08-08T00:44,15.26,8,True,False
HD-00749,2025-08-07T15:16,Account Access,Medium,T07,2025-08-07T16:24,1.13,24,False,False
HD-00765,2025-08-07T15:31,Software Install,Low,T01,2025-08-08T03:04,11.54,48,False,False
HD-00747,2025-08-07T15:32,Account Access,Medium,T04,2025-08-07T19:24,3.87,24,False,False
HD-00746,2025-08-08T08:13,Account Access,Low,T07,2025-08-08T12:51,4.63,48,False,False
HD-00753,2025-08-08T08:46,Email & Calendar,Low,T07,2025-08-08T13:36,4.83,48,False,False
HD-00766,2025-08-08T09:47,Software Install,Critical,T02,2025-08-08T17:15,7.47,4,True,False
HD-00751,2025-08-08T09:51,Account Access,Low,T03,2025-08-08T11:57,2.09,48,False,False
HD-00750,2025-08-08T10:29,Account Access,Low,T06,2025-08-08T13:35,3.1,48,False,False
HD-00763,2025-08-08T11:08,Software Install,Low,T03,2025-08-08T18:47,7.65,48,False,True
HD-00755,2025-08-08T11:25,Email & Calendar,Critical,T02,2025-08-08T12:22,0.95,4,False,False
HD-00760,2025-08-08T11:30,Hardware,Medium,T05,2025-08-08T22:58,11.46,24,False,False
HD-00756,2025-08-08T11:38,Email & Calendar,Low,T03,2025-08-08T14:05,2.45,48,False,False
HD-00773,2025-08-08T13:47,Network & VPN,Medium,T07,2025-08-09T05:42,15.91,24,False,False
HD-00771,2025-08-08T14:44,Network & VPN,Medium,T02,2025-08-09T03:47,13.06,24,False,False
HD-00742,2025-08-08T15:45,Password Reset,Medium,T08,2025-08-08T15:55,0.17,24,False,False
HD-00744,2025-08-08T16:32,Password Reset,Medium,T06,2025-08-08T17:11,0.65,24,False,False
HD-00788,2025-08-11T11:20,Email & Calendar,Low,T03,2025-08-11T16:26,5.11,48,False,False
HD-00795,2025-08-11T12:04,Software Install,High,T01,2025-08-12T02:45,14.68,8,True,False
HD-00784,2025-08-11T12:59,Password Reset,Medium,T06,2025-08-11T13:47,0.8,24,False,False
HD-00805,2025-08-11T13:42,Network & VPN,Low,T07,2025-08-12T16:40,26.97,48,False,False
HD-00799,2025-08-11T14:49,Software Install,Medium,T08,2025-08-12T07:58,17.16,24,False,False
HD-00775,2025-08-12T11:19,Password Reset,Medium,T06,2025-08-12T11:51,0.53,24,False,False
HD-00779,2025-08-12T11:57,Password Reset,Medium,T07,2025-08-12T12:36,0.65,24,False,True
HD-00802,2025-08-12T12:23,Network & VPN,Low,T07,2025-08-13T04:34,16.18,48,False,False
HD-00806,2025-08-12T12:53,Network & VPN,High,T05,2025-08-12T18:55,6.03,8,False,True
HD-00790,2025-08-12T14:20,Hardware,Medium,T08,2025-08-13T00:08,9.81,24,False,False
HD-00778,2025-08-12T16:21,Password Reset,Medium,T05,2025-08-12T17:32,1.19,24,False,False
HD-00785,2025-08-12T16:21,Account Access,Low,T04,2025-08-12T18:58,2.62,48,False,False
HD-00782,2025-08-12T16:45,Password Reset,Low,T02,2025-08-12T17:55,1.16,48,False,False
HD-00774,2025-08-13T08:08,Password Reset,High,T08,2025-08-13T08:26,0.3,8,False,False
HD-00794,2025-08-13T09:31,Hardware,Critical,T03,2025-08-13T12:08,2.62,4,False,False
HD-00804,2025-08-13T09:39,Network & VPN,High,T08,2025-08-14T08:32,22.88,8,True,False
HD-00798,2025-08-13T10:35,Software Install,Medium,T08,2025-08-13T19:37,9.03,24,False,False
HD-00787,2025-08-13T11:52,Account Access,Medium,T01,2025-08-13T13:01,1.14,24,False,False
HD-00800,2025-08-13T14:54,Software Install,Low,T08,2025-08-14T03:18,12.39,48,False,False
HD-00776,2025-08-13T15:18,Password Reset,Medium,T04,2025-08-13T15:54,0.6,24,False,False
HD-00791,2025-08-14T08:38,Hardware,Medium,T06,2025-08-14T13:34,4.93,24,False,False
HD-00793,2025-08-14T09:07,Hardware,Medium,T02,2025-08-14T17:52,8.75,24,False,True
HD-00801,2025-08-14T10:11,Software Install,Medium,T08,2025-08-15T04:05,17.9,24,False,True
HD-00783,2025-08-14T10:39,Password Reset,Critical,T08,2025-08-14T10:53,0.23,4,False,False
HD-00792,2025-08-14T11:10,Hardware,Medium,T02,2025-08-14T23:48,12.62,24,False,False
HD-00780,2025-08-14T14:37,Password Reset,Medium,T01,2025-08-14T15:04,0.46,24,False,False
HD-00781,2025-08-14T15:31,Password Reset,Medium,T02,2025-08-14T16:05,0.56,24,False,False
HD-00789,2025-08-14T16:06,Hardware,Medium,T02,2025-08-15T01:26,9.32,24,False,False
HD-00777,2025-08-14T16:10,Password Reset,Critical,T02,2025-08-14T16:57,0.79,4,False,False
HD-00797,2025-08-15T09:30,Software Install,Medium,T02,2025-08-15T19:30,10.0,24,False,False
HD-00786,2025-08-15T16:28,Account Access,Low,T06,2025-08-15T19:00,2.54,48,False,False
HD-00796,2025-08-15T16:48,Software Install,High,T08,2025-08-16T00:11,7.39,8,False,False
HD-00803,2025-08-15T16:58,Network & VPN,Low,T01,2025-08-16T06:53,13.92,48,False,False
HD-00829,2025-08-18T08:11,Software Install,Low,T02,2025-08-19T01:28,17.29,48,False,False
HD-00832,2025-08-18T08:22,Network & VPN,Medium,T03,2025-08-19T04:20,19.97,24,False,True
HD-00808,2025-08-18T08:53,Password Reset,Medium,T05,2025-08-18T09:38,0.75,24,False,False
HD-00814,2025-08-18T08:55,Password Reset,Medium,T07,2025-08-18T09:49,0.91,24,False,False
HD-00817,2025-08-18T10:06,Email & Calendar,Medium,T08,2025-08-18T13:45,3.64,24,False,False
HD-00828,2025-08-18T10:58,Software Install,Low,T01,2025-08-18T21:17,10.32,48,False,False
HD-00831,2025-08-18T13:19,Network & VPN,High,T04,2025-08-19T07:38,18.33,8,True,False
HD-00807,2025-08-18T13:23,Password Reset,Medium,T08,2025-08-18T13:56,0.54,24,False,False
HD-00816,2025-08-18T15:44,Account Access,Low,T08,2025-08-18T18:47,3.05,48,False,False
HD-00823,2025-08-18T16:25,Hardware,Medium,T07,2025-08-19T02:43,10.3,24,False,False
HD-00834,2025-08-18T16:41,Network & VPN,High,T08,2025-08-19T18:59,26.3,8,True,False
HD-00822,2025-08-19T10:33,Hardware,High,T03,2025-08-19T14:45,4.19,8,False,False
HD-00812,2025-08-19T16:06,Password Reset,High,T05,2025-08-19T16:57,0.85,8,False,False
HD-00826,2025-08-20T08:46,Hardware,Medium,T03,2025-08-20T13:15,4.48,24,False,False
HD-00837,2025-08-20T09:32,Network & VPN,Low,T04,2025-08-21T03:16,17.73,48,False,False
HD-00835,2025-08-20T10:35,Network & VPN,Medium,T03,2025-08-21T00:04,13.48,24,False,True
HD-00836,2025-08-20T11:11,Network & VPN,High,T08,2025-08-21T02:44,15.56,8,True,True
HD-00827,2025-08-20T11:41,Hardware,Low,T07,2025-08-20T19:37,7.94,48,False,False
HD-00820,2025-08-20T12:22,Email & Calendar,Low,T05,2025-08-20T15:46,3.4,48,False,False
HD-00818,2025-08-20T13:31,Email & Calendar,High,T08,2025-08-20T15:00,1.48,8,False,False
HD-00810,2025-08-20T14:11,Password Reset,Medium,T05,2025-08-20T15:41,1.49,24,False,False
HD-00830,2025-08-20T14:39,Network & VPN,Low,T06,2025-08-21T04:16,13.63,48,False,True
HD-00811,2025-08-20T16:47,Password Reset,Medium,T07,2025-08-20T17:36,0.83,24,False,False
HD-00815,2025-08-20T16:56,Account Access,Low,T05,2025-08-20T19:08,2.19,48,False,False
