order_id,warehouse,category,order_date,promised_ship_date,actual_ship_date,status,units
WO0003921,West-3,Apparel,2026-07-19,07/20/2026,2026-07-20,shipped,8
WO0003922,Midwest-2,Electronics,07/19/2026,07/20/2026,07/20/2026,shipped,8
WO0003923,Midwest-2,Apparel,2026-07-19,07/21/2026,,cancelled,9
WO0003924,Midwest-2,Electronics,07/19/2026,07/22/2026,07/21/2026, Shipped,5
WO0003925,West-3,Outdoor,07/19/2026,07/20/2026,2026-07-20,shipped,10
WO0003926,West-3,Office Supplies,2026-07-19,2026-07-22,07/22/2026,Shipped,7
WO0003927,West-3,Electronics,2026-07-19,2026-07-22,2026-07-22, Shipped,3
WO0003928,West-3,Outdoor,2026-07-19,2026-07-21,07/20/2026,Shipped,4
WO0003929,Northeast-1,Home Goods,2026-07-19,07/20/2026,07/19/2026,Shipped,6
WO0003930,West-3,Outdoor,2026-07-19,2026-07-22,2026-07-21,SHIPPED,10
WO0003931,Midwest-2,Apparel,2026-07-19,07/21/2026,07/20/2026, Shipped,10
WO0003932,West-3,Outdoor,07/19/2026,2026-07-21,2026-07-20,shipped,4
WO0003933,Midwest-2,Apparel,2026-07-19,07/21/2026,07/20/2026,shipped,7
WO0003934,Midwest-2,Apparel,2026-07-19,07/22/2026,07/22/2026,SHIPPED,1
WO0003935,Northeast-1,Office Supplies,2026-07-20,2026-07-23,07/22/2026, Shipped,9
WO0003936,South-4,Office Supplies,2026-07-20,07/23/2026,,Delayed,2
WO0003937,Midwest-2,Electronics,2026-07-20,2026-07-22,,Delayed,5
WO0003938,South-4,Home Goods,07/20/2026,07/21/2026,07/20/2026,shipped,6
WO0003939,Midwest-2,Apparel,07/20/2026,07/23/2026,2026-07-23, Shipped,3
WO0003940,West-3,Office Supplies,2026-07-20,2026-07-23,07/23/2026,SHIPPED,9
WO0003941,West-3,Outdoor,07/20/2026,2026-07-23,2026-07-22,shipped,7
WO0003942,Northeast-1,Electronics,07/20/2026,07/21/2026,2026-07-21,Shipped,6
WO0003943,South-4,Office Supplies,2026-07-20,2026-07-23,07/23/2026,SHIPPED,3
WO0003944,West-3,Apparel,07/20/2026,07/23/2026,07/22/2026,SHIPPED,8
WO0003945,Midwest-2,Apparel,07/20/2026,07/23/2026,07/23/2026,shipped,3
WO0003946,Midwest-2,Apparel,07/20/2026,2026-07-21,07/21/2026,shipped,9
WO0003947,Midwest-2,Outdoor,07/20/2026,07/23/2026,2026-07-22,Shipped,2
WO0003948,Northeast-1,Home Goods,07/20/2026,07/23/2026,07/23/2026, Shipped,11
WO0003949,Midwest-2,Outdoor,07/20/2026,07/23/2026,2026-07-22,SHIPPED,2
WO0003950,Northeast-1,Office Supplies,07/20/2026,07/23/2026,07/22/2026, Shipped,2
WO0003951,West-3,Apparel,07/20/2026,2026-07-23,2026-07-22,shipped,4
WO0003952,Northeast-1,Office Supplies,07/20/2026,2026-07-23,07/27/2026,delayed,8
WO0003953,West-3,Outdoor,2026-07-20,07/22/2026,2026-07-22,SHIPPED,4
WO0003954,Midwest-2,Apparel,2026-07-20,2026-07-21,07/21/2026, Shipped,1
WO0003955,Northeast-1,Electronics,2026-07-20,07/22/2026,07/21/2026,SHIPPED,3
WO0003956,West-3,Electronics,07/20/2026,2026-07-23,07/23/2026,Shipped,4
WO0003957,South-4,Outdoor,07/20/2026,07/23/2026,2026-07-23, Shipped,7
WO0003958,West-3,Electronics,07/20/2026,2026-07-23,07/23/2026,shipped,3
WO0003959,Midwest-2,Outdoor,07/20/2026,2026-07-23,07/28/2026,delayed,8
WO0003960,Northeast-1,Home Goods,07/20/2026,2026-07-21,2026-07-21,Shipped,10
WO0003961,Northeast-1,Outdoor,07/20/2026,07/21/2026,2026-07-21,Shipped,5
WO0003962,Northeast-1,Electronics,07/20/2026,2026-07-22,07/23/2026,Delayed,11
WO0003963,South-4,Apparel,2026-07-20,07/21/2026,2026-07-20,Shipped,2
WO0003964,South-4,Home Goods,07/20/2026,07/23/2026,07/23/2026,Shipped,5
WO0003965,,Home Goods,07/20/2026,07/23/2026,07/23/2026,Shipped,5
WO0003966,South-4,Electronics,07/20/2026,2026-07-23,07/23/2026,shipped,4
WO0003967,West-3,Electronics,2026-07-20,2026-07-23,2026-07-22, Shipped,6
WO0003968,South-4,Office Supplies,2026-07-20,07/22/2026,2026-07-27,DELAYED,3
WO0003969,Midwest-2,Office Supplies,07/20/2026,2026-07-22,2026-07-21,Shipped,5
WO0003970,West-3,Outdoor,2026-07-20,2026-07-21,07/20/2026,SHIPPED,5
WO0003971,Midwest-2,Apparel,2026-07-20,07/21/2026,07/20/2026, Shipped,7
WO0003972,Northeast-1,Office Supplies,2026-07-20,07/21/2026,07/21/2026,SHIPPED,3
WO0003973,South-4,Home Goods,07/20/2026,07/23/2026,07/22/2026,Shipped,11
WO0003974,Northeast-1,Outdoor,07/20/2026,07/22/2026,07/21/2026,SHIPPED,9
WO0003975,South-4,Home Goods,2026-07-20,07/21/2026,2026-07-20, Shipped,3
WO0003976,Midwest-2,Home Goods,07/20/2026,07/23/2026,2026-07-23,SHIPPED,8
WO0003977,South-4,Office Supplies,07/20/2026,07/23/2026,2026-07-27,DELAYED,5
WO0003978,Northeast-1,Electronics,07/20/2026,07/23/2026,,Delayed,3
WO0003979,Midwest-2,Electronics,07/20/2026,07/21/2026,2026-07-20,SHIPPED,9
WO0003980,West-3,Home Goods,2026-07-20,07/23/2026,2026-07-22, Shipped,3
WO0003981,South-4,Outdoor,07/20/2026,07/22/2026,07/21/2026,shipped,6
WO0003982,Midwest-2,Electronics,2026-07-20,2026-07-22,2026-07-23,Delayed,10
WO0003983,Midwest-2,Outdoor,07/20/2026,2026-07-22,2026-07-21,SHIPPED,10
WO0003984,Midwest-2,Apparel,07/20/2026,2026-07-23,2026-07-22,SHIPPED,7
WO0003985,South-4,Apparel,2026-07-20,2026-07-23,2026-07-22, Shipped,7
WO0003986,Northeast-1,Home Goods,2026-07-20,07/21/2026,2026-07-21,shipped,10
WO0003987,Midwest-2,Home Goods,07/20/2026,07/21/2026,2026-07-20,SHIPPED,8
WO0003988,Northeast-1,Apparel,2026-07-20,2026-07-22,2026-07-22, Shipped,3
WO0003989,West-3,Home Goods,07/20/2026,07/23/2026,07/23/2026, Shipped,9
WO0003990,Midwest-2,Office Supplies,2026-07-20,07/23/2026,07/22/2026,shipped,9
WO0003991,Midwest-2,Home Goods,07/20/2026,07/23/2026,07/23/2026,Shipped,1
WO0003992,Midwest-2,Electronics,2026-07-20,07/23/2026,07/23/2026, Shipped,7
WO0003993,Northeast-1,Office Supplies,2026-07-20,07/23/2026,2026-07-23,shipped,5
WO0003994,Northeast-1,Electronics,2026-07-20,2026-07-21,2026-07-21,shipped,8
WO0003995,Northeast-1,Home Goods,07/20/2026,07/21/2026,07/20/2026,shipped,6
WO0003996,West-3,Apparel,07/20/2026,2026-07-23,07/23/2026,SHIPPED,2
WO0003997,South-4,Apparel,07/20/2026,07/21/2026,2026-07-20,SHIPPED,9
WO0003998,Midwest-2,Electronics,2026-07-20,07/23/2026,2026-07-22,Shipped,4
WO0003999,South-4,Electronics,07/20/2026,07/22/2026,2026-07-22, Shipped,7
WO0004000,West-3,Home Goods,07/20/2026,07/21/2026,07/20/2026,Shipped,6
WO0004001,Northeast-1,Electronics,07/20/2026,2026-07-21,2026-07-20, Shipped,11
WO0004002,Midwest-2,Office Supplies,2026-07-20,07/23/2026,07/22/2026,Shipped,3
WO0004003,Northeast-1,Office Supplies,07/20/2026,2026-07-23,2026-07-22, Shipped,10
WO0004004,Northeast-1,Home Goods,07/20/2026,2026-07-22,2026-07-22,shipped,3
WO0004005,Northeast-1,Apparel,2026-07-20,07/23/2026,2026-07-23,SHIPPED,11
WO0004006,West-3,Apparel,2026-07-20,07/21/2026,07/20/2026, Shipped,9
WO0004007,West-3,Home Goods,2026-07-20,07/21/2026,2026-07-21,SHIPPED,9
WO0004008,Midwest-2,Office Supplies,07/20/2026,07/23/2026,2026-07-23,Shipped,3
WO0004009,Northeast-1,Home Goods,07/20/2026,07/22/2026,07/21/2026,Shipped,7
WO0004010,Midwest-2,Apparel,2026-07-20,2026-07-23,07/23/2026,SHIPPED,2
WO0004011,Northeast-1,Outdoor,2026-07-20,2026-07-23,07/23/2026,SHIPPED,1
WO0004012,South-4,Home Goods,2026-07-20,07/23/2026,07/22/2026, Shipped,11
WO0004013,West-3,Outdoor,2026-07-20,07/21/2026,07/21/2026,shipped,4
WO0004014,Midwest-2,Electronics,2026-07-20,2026-07-21,2026-07-20,Shipped,9
WO0004015,Northeast-1,Home Goods,2026-07-20,07/21/2026,2026-07-21,shipped,2
WO0004016,South-4,Apparel,2026-07-20,07/22/2026,07/22/2026,SHIPPED,8
WO0004017,Northeast-1,Home Goods,07/20/2026,07/21/2026,2026-07-20,SHIPPED,11
WO0004018,Midwest-2,Electronics,07/20/2026,07/23/2026,07/22/2026,Shipped,11
WO0004019,Northeast-1,Outdoor,2026-07-20,2026-07-22,2026-07-22,Shipped,9
WO0004020,South-4,Office Supplies,07/20/2026,07/22/2026,2026-07-21,SHIPPED,11
WO0004020,South-4,Office Supplies,07/20/2026,07/22/2026,2026-07-21,SHIPPED,11
WO0004021,South-4,Office Supplies,07/20/2026,07/23/2026,07/23/2026, Shipped,10
WO0004022,Northeast-1,Electronics,07/20/2026,07/21/2026,07/21/2026,shipped,1
WO0004023,Midwest-2,Home Goods,2026-07-20,07/23/2026,2026-07-23,SHIPPED,4
WO0004024,Northeast-1,Electronics,2026-07-20,2026-07-21,07/21/2026,Shipped,7
WO0004025,South-4,Office Supplies,07/20/2026,2026-07-21,2026-07-20,SHIPPED,9
WO0004026,West-3,Apparel,07/20/2026,07/21/2026,2026-07-21,shipped,3
WO0004027,Midwest-2,Office Supplies,07/20/2026,2026-07-22,2026-07-21,shipped,3
WO0004028,South-4,Office Supplies,2026-07-20,2026-07-23,07/23/2026, Shipped,9
WO0004029,Northeast-1,Home Goods,2026-07-20,2026-07-22,2026-07-22,SHIPPED,3
WO0004030,South-4,Outdoor,07/20/2026,2026-07-22,07/22/2026, Shipped,7
WO0004031,West-3,Office Supplies,07/20/2026,2026-07-23,2026-07-23,shipped,6
WO0004032,Midwest-2,Office Supplies,2026-07-20,2026-07-23,2026-07-22,Shipped,9
WO0004033,Northeast-1,Office Supplies,07/20/2026,2026-07-22,07/22/2026, Shipped,10
WO0004034,Midwest-2,Office Supplies,2026-07-20,2026-07-21,2026-07-21,shipped,2
WO0004035,Northeast-1,Home Goods,2026-07-20,07/23/2026,2026-07-22,SHIPPED,2
WO0004036,Northeast-1,Electronics,2026-07-20,07/21/2026,07/21/2026,SHIPPED,11
WO0004037,West-3,Electronics,2026-07-20,07/21/2026,07/20/2026,shipped,9
WO0004038,South-4,Apparel,2026-07-20,2026-07-22,07/21/2026, Shipped,8
WO0004039,West-3,Apparel,07/20/2026,2026-07-21,2026-07-21,shipped,10
WO0004040,Northeast-1,Office Supplies,07/20/2026,07/21/2026,07/20/2026,Shipped,9
WO0004041,Northeast-1,Office Supplies,07/20/2026,07/22/2026,07/22/2026,Shipped,2
WO0004042,Midwest-2,Apparel,07/20/2026,2026-07-22,2026-07-22,Shipped,6
WO0004043,Midwest-2,Electronics,2026-07-20,2026-07-21,2026-07-20, Shipped,4
WO0004044,Midwest-2,Home Goods,07/20/2026,07/21/2026,2026-07-20,Shipped,7
WO0004045,South-4,Outdoor,07/20/2026,07/23/2026,2026-07-22, Shipped,3
WO0004046,Midwest-2,Apparel,07/20/2026,07/22/2026,2026-07-22, Shipped,4
WO0004047,Midwest-2,Outdoor,07/20/2026,07/23/2026,07/23/2026, Shipped,5
WO0004048,Northeast-1,Electronics,2026-07-20,07/21/2026,07/20/2026,shipped,2
WO0004049,Midwest-2,Office Supplies,07/20/2026,2026-07-22,07/23/2026,delayed,6
WO0004050,West-3,Outdoor,07/20/2026,07/23/2026,07/23/2026, Shipped,3
WO0004051,Northeast-1,Electronics,2026-07-20,07/22/2026,2026-07-21,SHIPPED,9
WO0004052,West-3,Office Supplies,2026-07-20,2026-07-22,07/21/2026, Shipped,1
WO0004053,Northeast-1,Outdoor,2026-07-20,07/23/2026,07/23/2026,Shipped,7
WO0004054,West-3,Apparel,07/20/2026,2026-07-23,2026-07-22,shipped,4
WO0004055,West-3,Outdoor,2026-07-20,2026-07-21,2026-07-20,SHIPPED,3
WO0004056,Midwest-2,Home Goods,07/20/2026,2026-07-22,2026-07-21,SHIPPED,10
WO0004057,West-3,Electronics,07/20/2026,2026-07-23,2026-07-22, Shipped,4
WO0004058,Northeast-1,Outdoor,2026-07-21,2026-07-23,2026-07-23, Shipped,8
WO0004059,South-4,Apparel,2026-07-21,07/24/2026,07/23/2026,Shipped,7
WO0004060,South-4,Home Goods,07/21/2026,07/24/2026,07/24/2026,shipped,4
WO0004061,Midwest-2,Outdoor,2026-07-21,2026-07-23,07/23/2026,shipped,3
WO0004062,Northeast-1,Home Goods,2026-07-21,07/24/2026,07/24/2026,SHIPPED,2
WO0004063,Midwest-2,Apparel,2026-07-21,07/24/2026,2026-07-23, Shipped,1
WO0004064,Midwest-2,Apparel,2026-07-21,07/24/2026,2026-07-23, Shipped,-1
WO0004065,Northeast-1,Outdoor,07/21/2026,07/23/2026,07/23/2026,SHIPPED,4
WO0004066,West-3,Electronics,07/21/2026,07/22/2026,07/21/2026, Shipped,9
WO0004067,West-3,Apparel,07/21/2026,07/24/2026,2026-07-24,shipped,2
WO0004068,Northeast-1,Office Supplies,07/21/2026,07/24/2026,07/23/2026,SHIPPED,11
WO0004069,South-4,Electronics,2026-07-21,2026-07-23,07/23/2026,SHIPPED,8
WO0004070,South-4,Outdoor,2026-07-21,2026-07-22,2026-07-22,Shipped,7
WO0004071,Midwest-2,Office Supplies,07/21/2026,2026-07-23,2026-07-23,SHIPPED,11
WO0004072,Midwest-2,Outdoor,07/21/2026,07/22/2026,2026-07-22,Shipped,8
WO0004073,South-4,Office Supplies,07/21/2026,2026-07-23,2026-07-22,SHIPPED,1
WO0004074,Northeast-1,Electronics,07/21/2026,07/22/2026,2026-07-21,shipped,1
WO0004075,South-4,Office Supplies,2026-07-21,2026-07-23,2026-07-23,shipped,10
WO0004076,West-3,Outdoor,07/21/2026,07/23/2026,2026-07-22, Shipped,2
WO0004077,Northeast-1,Office Supplies,07/21/2026,2026-07-23,2026-07-22,shipped,9
WO0004078,South-4,Outdoor,2026-07-21,07/23/2026,2026-07-22,SHIPPED,5
WO0004079,Midwest-2,Electronics,2026-07-21,2026-07-24,2026-07-27,Delayed,9
WO0004080,West-3,Office Supplies,2026-07-21,07/23/2026,07/22/2026,Shipped,5
WO0004081,Northeast-1,Outdoor,07/21/2026,07/23/2026,2026-07-23,Shipped,10
WO0004082,Midwest-2,Home Goods,07/21/2026,2026-07-22,2026-07-21,Shipped,3
WO0004083,South-4,Home Goods,07/21/2026,07/23/2026,2026-07-22,SHIPPED,1
WO0004084,South-4,Outdoor,07/21/2026,07/22/2026,2026-07-22,Shipped,10
WO0004085,Midwest-2,Apparel,2026-07-21,07/23/2026,2026-07-23,Shipped,4
WO0004086,Midwest-2,Apparel,07/21/2026,2026-07-24,07/23/2026,shipped,8
WO0004087,South-4,Office Supplies,07/21/2026,2026-07-24,07/24/2026,SHIPPED,8
WO0004088,Northeast-1,Home Goods,07/21/2026,07/22/2026,07/21/2026,SHIPPED,5
WO0004089,South-4,Apparel,2026-07-21,2026-07-24,07/24/2026,SHIPPED,7
WO0004090,Northeast-1,Electronics,2026-07-21,2026-07-22,07/22/2026,Shipped,4
WO0004091,Midwest-2,Home Goods,2026-07-21,07/22/2026,07/22/2026,shipped,8
WO0004092,South-4,Electronics,07/21/2026,07/24/2026,07/24/2026,shipped,4
WO0004093,Midwest-2,Home Goods,07/21/2026,07/24/2026,07/23/2026,SHIPPED,6
WO0004094,West-3,Office Supplies,07/21/2026,2026-07-24,2026-07-23,Shipped,1
WO0004095,Midwest-2,Apparel,07/21/2026,2026-07-23,2026-07-22,Shipped,6
WO0004096,West-3,Electronics,2026-07-21,2026-07-24,07/24/2026,Shipped,6
WO0004096,West-3,Electronics,2026-07-21,2026-07-24,07/24/2026,Shipped,6
WO0004097,Northeast-1,Home Goods,2026-07-21,2026-07-24,2026-07-24, Shipped,1
WO0004098,Northeast-1,Office Supplies,07/21/2026,2026-07-23,,delayed,8
WO0004099,Northeast-1,Office Supplies,07/21/2026,07/24/2026,07/24/2026,Shipped,4
WO0004100,West-3,Home Goods,07/21/2026,2026-07-24,07/23/2026,SHIPPED,6
WO0004101,Midwest-2,Electronics,07/21/2026,2026-07-22,07/22/2026,SHIPPED,11
WO0004102,Midwest-2,Home Goods,07/21/2026,2026-07-22,2026-07-22, Shipped,6
WO0004103,Midwest-2,Outdoor,2026-07-21,07/22/2026,2026-07-22,Shipped,6
WO0004104,West-3,Outdoor,2026-07-21,07/24/2026,07/23/2026,SHIPPED,2
WO0004105,Midwest-2,Office Supplies,2026-07-21,07/22/2026,2026-07-21,Shipped,11
WO0004106,West-3,Home Goods,07/21/2026,2026-07-23,2026-07-23,shipped,10
WO0004107,West-3,Apparel,07/21/2026,2026-07-24,2026-07-23, Shipped,3
WO0004108,West-3,Office Supplies,2026-07-21,2026-07-24,2026-07-23,SHIPPED,1
WO0004109,South-4,Outdoor,2026-07-21,2026-07-23,2026-07-25,Delayed,9
WO0004110,South-4,Office Supplies,2026-07-21,07/22/2026,2026-07-21,shipped,7
WO0004111,South-4,Outdoor,2026-07-21,2026-07-23,2026-07-23,Shipped,6
WO0004112,Midwest-2,Outdoor,07/21/2026,2026-07-23,07/22/2026,Shipped,8
WO0004113,West-3,Home Goods,07/21/2026,2026-07-24,07/23/2026,Shipped,1
WO0004114,West-3,Outdoor,2026-07-21,2026-07-22,07/21/2026, Shipped,4
WO0004115,Midwest-2,Apparel,2026-07-21,07/22/2026,2026-07-21,SHIPPED,5
WO0004116,,Apparel,2026-07-21,07/22/2026,2026-07-21,SHIPPED,5
WO0004117,Northeast-1,Office Supplies,07/21/2026,07/24/2026,2026-07-23, Shipped,1
WO0004118,West-3,Office Supplies,07/21/2026,07/23/2026,2026-07-22,SHIPPED,11
WO0004119,Northeast-1,Electronics,07/21/2026,07/24/2026,2026-07-23,SHIPPED,6
WO0004120,South-4,Home Goods,07/21/2026,07/22/2026,2026-07-22,SHIPPED,2
WO0004121,South-4,Electronics,07/21/2026,07/24/2026,07/23/2026,SHIPPED,3
WO0004122,West-3,Outdoor,2026-07-21,2026-07-22,2026-07-21,shipped,10
WO0004123,West-3,Home Goods,07/21/2026,2026-07-24,2026-07-23,shipped,9
WO0004124,Midwest-2,Home Goods,2026-07-21,07/23/2026,07/22/2026,SHIPPED,11
WO0004125,Midwest-2,Electronics,07/21/2026,2026-07-23,2026-07-22, Shipped,9
WO0004126,West-3,Electronics,07/21/2026,07/23/2026,2026-07-22, Shipped,1
WO0004127,West-3,Home Goods,2026-07-21,07/24/2026,07/23/2026,SHIPPED,1
WO0004128,Northeast-1,Office Supplies,07/21/2026,2026-07-22,07/21/2026,shipped,1
WO0004129,West-3,Home Goods,07/21/2026,07/23/2026,2026-07-23,SHIPPED,5
WO0004130,Northeast-1,Electronics,2026-07-21,2026-07-23,2026-07-22,SHIPPED,7
WO0004131,South-4,Electronics,2026-07-21,07/23/2026,07/22/2026, Shipped,2
WO0004132,Midwest-2,Home Goods,07/21/2026,07/23/2026,07/23/2026,SHIPPED,1
WO0004133,South-4,Electronics,07/21/2026,2026-07-24,07/24/2026,SHIPPED,8
WO0004134,South-4,Home Goods,2026-07-21,07/23/2026,07/22/2026,SHIPPED,8
WO0004135,Northeast-1,Outdoor,2026-07-21,07/24/2026,07/23/2026, Shipped,11
WO0004136,West-3,Office Supplies,2026-07-21,2026-07-23,07/22/2026,Shipped,3
WO0004137,West-3,Home Goods,07/21/2026,07/24/2026,2026-07-24, Shipped,5
WO0004138,South-4,Apparel,2026-07-21,2026-07-23,07/23/2026,Shipped,6
WO0004139,South-4,Apparel,07/21/2026,2026-07-24,07/24/2026,SHIPPED,10
WO0004140,West-3,Office Supplies,07/21/2026,2026-07-23,2026-07-23,SHIPPED,4
WO0004141,South-4,Apparel,2026-07-21,07/24/2026,2026-07-24,Shipped,5
WO0004142,West-3,Apparel,07/21/2026,2026-07-24,07/24/2026, Shipped,10
WO0004143,South-4,Home Goods,07/21/2026,07/23/2026,2026-07-23,shipped,2
WO0004144,Northeast-1,Outdoor,2026-07-21,07/23/2026,07/22/2026, Shipped,9
WO0004145,Northeast-1,Office Supplies,2026-07-21,07/24/2026,07/24/2026, Shipped,10
WO0004146,West-3,Apparel,07/21/2026,2026-07-22,07/22/2026,Shipped,3
WO0004147,Midwest-2,Outdoor,2026-07-21,2026-07-23,2026-07-23,Shipped,10
WO0004148,West-3,Office Supplies,2026-07-21,2026-07-23,2026-07-23,shipped,5
WO0004149,Midwest-2,Home Goods,2026-07-21,2026-07-24,2026-07-23,shipped,7
WO0004150,West-3,Electronics,2026-07-21,2026-07-23,2026-07-22,SHIPPED,9
WO0004151,South-4,Office Supplies,2026-07-21,2026-07-23,2026-07-22,Shipped,4
WO0004152,South-4,Electronics,07/21/2026,2026-07-24,2026-07-23, Shipped,5
WO0004153,Northeast-1,Outdoor,2026-07-21,07/24/2026,2026-07-23, Shipped,11
WO0004154,,Outdoor,2026-07-21,07/24/2026,2026-07-23, Shipped,11
WO0004155,South-4,Electronics,07/21/2026,2026-07-22,2026-07-21,Shipped,4
WO0004156,Northeast-1,Office Supplies,07/21/2026,07/23/2026,07/23/2026, Shipped,10
WO0004157,Northeast-1,Outdoor,2026-07-21,07/24/2026,07/23/2026, Shipped,3
WO0004158,Midwest-2,Electronics,2026-07-21,2026-07-24,07/23/2026,Shipped,11
WO0004159,South-4,Apparel,07/21/2026,07/24/2026,07/24/2026,shipped,10
WO0004160,South-4,Apparel,07/21/2026,07/24/2026,07/24/2026,shipped,-1
WO0004161,South-4,Home Goods,07/21/2026,07/24/2026,2026-07-24,SHIPPED,3
WO0004162,Northeast-1,Office Supplies,07/21/2026,2026-07-22,07/21/2026,Shipped,3
WO0004163,Northeast-1,Home Goods,2026-07-21,2026-07-24,07/23/2026,shipped,8
WO0004164,Midwest-2,Outdoor,2026-07-21,07/24/2026,2026-07-24,shipped,2
WO0004165,Northeast-1,Outdoor,2026-07-21,2026-07-23,2026-07-23, Shipped,6
WO0004166,South-4,Home Goods,07/21/2026,2026-07-22,07/21/2026,Shipped,5
WO0004167,South-4,Office Supplies,2026-07-21,07/23/2026,2026-07-23,Shipped,9
WO0004168,Northeast-1,Apparel,07/21/2026,2026-07-24,07/24/2026, Shipped,6
WO0004169,Midwest-2,Office Supplies,07/21/2026,2026-07-23,07/23/2026,shipped,2
WO0004170,West-3,Apparel,2026-07-21,07/24/2026,07/24/2026,shipped,6
WO0004171,South-4,Apparel,2026-07-21,2026-07-23,07/22/2026,shipped,3
WO0004172,South-4,Electronics,2026-07-21,2026-07-22,,Canceled,7
WO0004173,South-4,Apparel,2026-07-21,2026-07-23,2026-07-23,Shipped,1
WO0004174,South-4,Outdoor,2026-07-21,07/22/2026,07/22/2026,shipped,2
WO0004175,West-3,Home Goods,2026-07-21,07/23/2026,2026-07-26,delayed,6
WO0004176,Midwest-2,Electronics,2026-07-21,07/24/2026,07/23/2026, Shipped,1
WO0004177,West-3,Outdoor,07/21/2026,07/22/2026,07/21/2026,Shipped,9
WO0004178,Northeast-1,Home Goods,07/21/2026,07/24/2026,2026-07-23,SHIPPED,2
WO0004179,South-4,Office Supplies,07/21/2026,07/23/2026,07/23/2026,SHIPPED,9
WO0004180,South-4,Office Supplies,2026-07-21,2026-07-24,07/23/2026,shipped,4
WO0004181,South-4,Office Supplies,07/21/2026,2026-07-22,2026-07-21, Shipped,4
WO0004182,Midwest-2,Electronics,07/21/2026,07/23/2026,07/23/2026, Shipped,9
WO0004183,Midwest-2,Office Supplies,07/21/2026,2026-07-23,2026-07-23,shipped,8
WO0004184,Midwest-2,Office Supplies,07/21/2026,07/24/2026,07/23/2026, Shipped,11
WO0004185,South-4,Apparel,07/21/2026,07/23/2026,07/23/2026,SHIPPED,7
WO0004186,Midwest-2,Apparel,2026-07-21,2026-07-24,07/24/2026, Shipped,6
WO0004187,South-4,Outdoor,07/21/2026,07/23/2026,07/22/2026, Shipped,4
WO0004188,Northeast-1,Home Goods,07/22/2026,07/25/2026,07/24/2026,shipped,10
WO0004189,South-4,Home Goods,07/22/2026,07/23/2026,2026-07-22, Shipped,2
WO0004190,South-4,Outdoor,2026-07-22,2026-07-24,2026-07-23,shipped,2
WO0004191,Midwest-2,Office Supplies,07/22/2026,07/24/2026,2026-07-23,shipped,6
WO0004192,Northeast-1,Office Supplies,2026-07-22,2026-07-23,2026-07-23,shipped,6
WO0004193,South-4,Home Goods,2026-07-22,2026-07-24,2026-07-24,Shipped,1
WO0004194,Midwest-2,Outdoor,07/22/2026,07/23/2026,2026-07-22,SHIPPED,2
WO0004195,,Outdoor,07/22/2026,07/23/2026,2026-07-22,SHIPPED,2
WO0004196,South-4,Apparel,2026-07-22,2026-07-24,2026-07-24,shipped,4
WO0004197,Midwest-2,Outdoor,07/22/2026,2026-07-24,2026-07-24,SHIPPED,5
WO0004198,South-4,Electronics,07/22/2026,2026-07-24,2026-07-24,SHIPPED,11
WO0004199,Midwest-2,Outdoor,2026-07-22,2026-07-25,2026-07-25,SHIPPED,3
WO0004200,Northeast-1,Electronics,07/22/2026,2026-07-24,2026-07-24,shipped,3
WO0004201,West-3,Outdoor,07/22/2026,2026-07-24,2026-07-24,shipped,1
WO0004202,South-4,Electronics,07/22/2026,2026-07-24,2026-07-24, Shipped,11
WO0004203,South-4,Outdoor,2026-07-22,07/24/2026,07/23/2026,SHIPPED,6
WO0004204,Midwest-2,Electronics,07/22/2026,07/24/2026,07/24/2026,shipped,4
WO0004205,Northeast-1,Home Goods,2026-07-22,07/23/2026,2026-07-23,Shipped,6
WO0004206,Northeast-1,Outdoor,2026-07-22,2026-07-23,2026-07-22,shipped,8
WO0004207,Midwest-2,Apparel,2026-07-22,07/24/2026,07/23/2026,shipped,1
WO0004208,South-4,Outdoor,2026-07-22,07/24/2026,2026-07-24,SHIPPED,7
WO0004209,West-3,Electronics,07/22/2026,07/24/2026,07/25/2026,DELAYED,1
WO0004210,Northeast-1,Office Supplies,2026-07-22,2026-07-23,07/23/2026,shipped,10
WO0004211,Midwest-2,Electronics,07/22/2026,07/23/2026,07/22/2026,shipped,10
WO0004212,West-3,Outdoor,07/22/2026,2026-07-23,2026-07-22, Shipped,7
WO0004213,Northeast-1,Electronics,2026-07-22,2026-07-25,07/25/2026,shipped,11
WO0004214,Midwest-2,Office Supplies,2026-07-22,2026-07-25,07/25/2026, Shipped,11
WO0004215,Midwest-2,Outdoor,07/22/2026,07/24/2026,,Canceled,3
WO0004216,Midwest-2,Apparel,2026-07-22,07/25/2026,07/25/2026,SHIPPED,5
WO0004217,Midwest-2,Apparel,07/22/2026,2026-07-24,07/24/2026,Shipped,8
WO0004218,Northeast-1,Outdoor,2026-07-22,2026-07-24,07/24/2026,shipped,3
WO0004218,Northeast-1,Outdoor,2026-07-22,2026-07-24,07/24/2026,shipped,3
WO0004219,Northeast-1,Office Supplies,07/22/2026,07/23/2026,07/23/2026,SHIPPED,9
WO0004220,Northeast-1,Outdoor,2026-07-22,2026-07-25,07/24/2026,Shipped,11
WO0004221,West-3,Office Supplies,2026-07-22,07/23/2026,07/23/2026, Shipped,5
WO0004222,Midwest-2,Electronics,07/22/2026,07/25/2026,07/24/2026,shipped,11
WO0004223,West-3,Electronics,2026-07-22,07/23/2026,2026-07-23,Shipped,11
WO0004224,West-3,Home Goods,2026-07-22,07/23/2026,,Delayed,3
