customer_id,signup_month,contract_type,plan_tier,addon_count,monthly_charge,autopay,signup_channel,region,tenure_months,months_observable,avg_engagement_score,support_tickets_90d,churned
CUST-03518,2024-10,Month-to-month,Basic,0,16.33,Yes,Referral,West,4,14,93.4,0,Yes
CUST-03519,2024-10,Month-to-month,Standard,0,34.54,No,Paid Search,South,14,14,88.1,0,No
CUST-03520,2024-10,One year,Standard,0,32.99,Yes,Referral,Northeast,2,14,70.6,0,Yes
CUST-03521,2024-12,Two year,Basic,0,17.67,Yes,Organic,South,12,12,87.9,1,No
CUST-03522,2025-06,Month-to-month,Standard,3,57.61,Yes,Organic,South,6,6,61.9,0,No
CUST-03523,2024-02,Two year,Basic,1,22.41,Yes,Referral,West,22,22,65.9,1,No
CUST-03524,2025-09,One year,Premium,0,64.71,No,Paid Search,Midwest,3,3,81.9,0,No
CUST-03525,2024-04,Month-to-month,Basic,2,30.73,Yes,Paid Search,West,14,20,92.1,0,Yes
CUST-03526,2024-03,One year,Basic,1,21.73,No,Organic,Northeast,21,21,62.0,1,No
CUST-03527,2025-02,Month-to-month,Basic,2,33.31,Yes,Paid Search,Midwest,10,10,60.8,0,No
CUST-03528,2025-02,Month-to-month,Standard,2,52.17,No,Organic,South,10,10,43.7,1,No
CUST-03529,2025-01,Month-to-month,Premium,1,69.46,No,Paid Search,South,3,11,49.6,0,Yes
CUST-03530,2025-10,One year,Basic,0,15.88,Yes,Paid Search,Northeast,2,2,72.4,0,No
CUST-03531,2024-09,One year,Premium,1,75.62,Yes,Paid Search,Midwest,15,15,81.0,0,No
CUST-03532,2025-01,One year,Basic,1,24.86,Yes,Paid Search,South,11,11,75.4,0,No
CUST-03533,2024-03,Month-to-month,Premium,4,96.97,Yes,Referral,South,4,21,51.1,1,Yes
CUST-03534,2025-06,One year,Basic,1,21.13,Yes,Referral,Midwest,6,6,73.4,0,No
CUST-03535,2024-11,One year,Basic,2,31.35,Yes,Organic,Midwest,3,13,88.7,0,Yes
CUST-03536,2025-04,One year,Basic,0,13.76,No,Paid Search,South,8,8,68.9,0,No
CUST-03537,2023-08,Two year,Standard,0,36.42,Yes,Organic,Midwest,28,28,96.9,0,No
CUST-03538,2025-06,Month-to-month,Premium,0,68.4,No,Sales-Assisted,Midwest,6,6,82.2,0,No
CUST-03539,2024-05,Two year,Standard,1,37.54,No,Referral,South,19,19,91.7,0,No
CUST-03540,2024-05,One year,Premium,0,66.23,Yes,Paid Search,Northeast,19,19,74.8,0,No
CUST-03541,2024-08,One year,Basic,3,40.71,No,Organic,Midwest,16,16,56.5,0,No
CUST-03542,2025-02,Month-to-month,Standard,1,43.22,No,Paid Search,Northeast,3,10,54.6,0,Yes
CUST-03543,2025-07,One year,Standard,1,41.89,No,Paid Search,West,4,5,52.4,1,Yes
CUST-03544,2025-02,Month-to-month,Basic,4,47.62,Yes,Organic,Northeast,10,10,76.8,0,No
CUST-03545,2024-04,One year,Basic,0,13.32,Yes,Sales-Assisted,West,20,20,67.5,0,No
CUST-03546,2024-02,One year,Standard,1,47.47,Yes,Paid Search,Midwest,22,22,52.0,1,No
CUST-03547,2024-10,Two year,Basic,1,25.99,Yes,Organic,West,14,14,88.2,0,No
CUST-03548,2024-11,Month-to-month,Standard,0,30.65,Yes,Paid Search,West,8,13,61.7,0,Yes
CUST-03549,2023-08,One year,Premium,1,71.77,Yes,Organic,Midwest,11,28,66.2,0,Yes
CUST-03550,2024-05,Two year,Basic,1,26.17,No,Organic,Midwest,19,19,88.0,0,No
CUST-03551,2024-06,Month-to-month,Basic,3,41.98,No,Organic,Midwest,18,18,45.2,1,No
CUST-03552,2024-02,Two year,Standard,1,40.85,Yes,Organic,Midwest,11,22,65.5,0,Yes
CUST-03553,2025-07,One year,Basic,0,17.72,No,Sales-Assisted,Northeast,5,5,53.1,1,No
CUST-03554,2025-10,Two year,Standard,3,60.24,Yes,Organic,Northeast,2,2,76.1,0,No
CUST-03555,2025-11,One year,Premium,4,97.0,No,Referral,West,1,1,76.5,0,No
CUST-03556,2023-12,Two year,Basic,0,18.78,Yes,Referral,Northeast,24,24,60.1,0,No
CUST-03557,2024-10,One year,Basic,1,23.88,Yes,Paid Search,West,14,14,69.7,0,No
CUST-03558,2024-02,Month-to-month,Premium,2,80.36,Yes,Referral,South,3,22,64.3,0,Yes
CUST-03559,2023-07,Month-to-month,Standard,0,32.55,No,Paid Search,Midwest,8,29,63.2,1,Yes
CUST-03560,2023-10,Month-to-month,Basic,0,13.12,No,Referral,Midwest,26,26,75.6,0,No
CUST-03561,2024-12,Month-to-month,Standard,1,44.05,No,Sales-Assisted,Northeast,5,12,67.6,0,Yes
CUST-03562,2024-09,Two year,Basic,2,30.76,Yes,Paid Search,Midwest,15,15,78.3,0,No
CUST-03563,2024-04,Month-to-month,Standard,3,60.11,Yes,Paid Search,Midwest,1,20,67.5,0,Yes
CUST-03564,2024-05,Two year,Premium,3,90.76,No,Organic,South,19,19,45.0,1,No
CUST-03565,2025-11,One year,Basic,1,20.64,Yes,Paid Search,Midwest,1,1,27.8,0,No
CUST-03566,2025-05,Month-to-month,Basic,0,15.84,No,Organic,Midwest,7,7,55.2,1,No
CUST-03567,2023-07,Month-to-month,Basic,0,15.64,No,Organic,South,6,29,77.2,0,Yes
CUST-03568,2025-03,One year,Basic,1,25.35,Yes,Organic,West,9,9,81.6,0,No
CUST-03569,2024-09,Two year,Premium,1,73.44,No,Referral,South,15,15,94.0,0,No
CUST-03570,2025-09,One year,Basic,1,24.75,Yes,Paid Search,Midwest,3,3,52.3,0,No
CUST-03571,2024-08,Month-to-month,Premium,1,73.37,Yes,Referral,Northeast,12,16,71.7,0,Yes
CUST-03572,2025-11,Two year,Standard,1,38.8,Yes,Sales-Assisted,West,1,1,65.0,0,No
CUST-03573,2025-04,One year,Premium,1,74.09,No,Sales-Assisted,South,8,8,58.3,0,No
CUST-03574,2025-05,Month-to-month,Premium,4,100.34,Yes,Organic,South,7,7,66.7,0,No
CUST-03575,2024-11,Month-to-month,Standard,4,67.99,Yes,Referral,Northeast,13,13,83.8,0,No
CUST-03576,2025-04,Month-to-month,Basic,0,13.68,Yes,Sales-Assisted,Northeast,8,8,81.1,0,No
CUST-03577,2025-07,Month-to-month,Standard,2,52.52,No,Organic,South,5,5,66.2,0,No
CUST-03578,2025-05,Month-to-month,Basic,3,36.22,Yes,Organic,Midwest,3,7,79.3,0,Yes
CUST-03579,2025-07,Month-to-month,Standard,2,48.15,Yes,Referral,Northeast,5,5,69.1,0,No
CUST-03580,2025-11,Month-to-month,Standard,0,36.18,No,Paid Search,West,1,1,100.0,0,No
CUST-03581,2024-03,Two year,Standard,0,34.93,Yes,Paid Search,Northeast,21,21,44.9,3,No
CUST-03582,2025-11,Month-to-month,Standard,2,50.82,Yes,Organic,Northeast,1,1,75.5,0,No
CUST-03583,2024-06,Month-to-month,Basic,0,16.51,No,Paid Search,Northeast,18,18,52.8,1,No
CUST-03584,2023-07,Month-to-month,Standard,1,41.37,Yes,Organic,West,7,29,33.7,1,Yes
CUST-03585,2025-02,Two year,Standard,0,38.55,Yes,Organic,South,10,10,44.2,1,No
CUST-03586,2024-02,Month-to-month,Basic,3,43.06,Yes,Organic,West,9,22,62.6,0,Yes
CUST-03587,2024-11,Month-to-month,Basic,4,46.82,Yes,Sales-Assisted,Midwest,13,13,71.6,0,No
CUST-03588,2025-03,Two year,Basic,1,22.48,No,Organic,Midwest,9,9,33.0,2,No
CUST-03589,2023-11,Month-to-month,Premium,1,71.53,No,Organic,South,25,25,52.8,0,No
CUST-03590,2025-07,Month-to-month,Standard,2,52.01,Yes,Referral,West,5,5,90.2,0,No
CUST-03591,2024-11,Two year,Standard,2,53.1,Yes,Organic,South,13,13,78.8,0,No
CUST-03592,2025-05,Month-to-month,Premium,0,64.27,No,Paid Search,West,7,7,57.8,0,No
CUST-03593,2025-08,One year,Standard,3,58.97,Yes,Paid Search,Midwest,4,4,63.9,0,No
CUST-03594,2025-03,One year,Standard,1,39.26,Yes,Referral,Midwest,9,9,56.5,1,No
CUST-03595,2024-03,Two year,Standard,1,43.92,Yes,Referral,South,17,21,89.5,1,Yes
CUST-03596,2025-11,Month-to-month,Basic,0,15.79,No,Paid Search,South,1,1,80.2,0,No
CUST-03597,2024-10,Month-to-month,Basic,2,31.02,No,Referral,South,12,14,45.5,1,Yes
CUST-03598,2024-06,Month-to-month,Premium,4,96.59,No,Organic,South,18,18,61.1,0,No
CUST-03599,2024-11,One year,Basic,1,28.41,Yes,Paid Search,South,13,13,69.8,1,No
CUST-03600,2025-02,Month-to-month,Standard,0,32.36,No,Referral,South,4,10,98.5,0,Yes
CUST-03601,2025-01,Month-to-month,Premium,0,66.2,No,Paid Search,Northeast,6,11,60.2,0,Yes
CUST-03602,2025-08,Month-to-month,Premium,0,66.09,No,Sales-Assisted,South,4,4,92.2,0,No
CUST-03603,2024-08,One year,Basic,0,13.99,No,Paid Search,Midwest,16,16,58.3,0,No
CUST-03604,2023-10,Month-to-month,Basic,2,29.74,Yes,Referral,Northeast,26,26,60.0,0,No
CUST-03605,2025-07,Month-to-month,Basic,1,25.56,No,Paid Search,Northeast,5,5,36.0,0,No
CUST-03606,2023-12,Month-to-month,Basic,3,36.43,Yes,Paid Search,West,24,24,70.3,0,No
CUST-03607,2024-10,Two year,Standard,1,43.72,Yes,Paid Search,Midwest,14,14,66.4,0,No
CUST-03608,2024-07,Month-to-month,Basic,2,28.93,No,Organic,South,8,17,59.4,0,Yes
CUST-03609,2025-09,Month-to-month,Basic,0,14.24,No,Organic,Midwest,3,3,64.5,1,Yes
CUST-03610,2024-01,One year,Standard,1,41.28,Yes,Organic,Midwest,4,23,96.8,0,Yes
CUST-03611,2024-07,One year,Standard,0,38.09,Yes,Sales-Assisted,Midwest,12,17,66.6,0,Yes
CUST-03612,2024-08,One year,Basic,1,17.77,No,Paid Search,Midwest,16,16,95.0,0,No
CUST-03613,2025-03,Month-to-month,Basic,1,21.72,No,Sales-Assisted,South,9,9,54.2,1,No
CUST-03614,2025-05,One year,Basic,4,49.67,Yes,Sales-Assisted,West,5,7,39.5,2,Yes
CUST-03615,2024-06,One year,Standard,1,40.68,Yes,Organic,Northeast,18,18,66.2,0,No
CUST-03616,2023-07,Month-to-month,Standard,1,43.0,Yes,Referral,Midwest,23,29,78.3,0,Yes
CUST-03617,2023-11,Two year,Premium,1,75.18,No,Referral,Northeast,25,25,90.1,0,No
CUST-03618,2024-08,Month-to-month,Basic,2,35.38,No,Referral,West,8,16,80.2,0,Yes
CUST-03619,2025-06,Month-to-month,Basic,4,48.07,Yes,Paid Search,Midwest,5,6,75.5,0,Yes
CUST-03620,2025-10,Month-to-month,Standard,1,41.5,No,Organic,Northeast,2,2,70.2,0,No
CUST-03621,2023-09,Two year,Basic,0,14.29,Yes,Organic,West,27,27,93.1,0,No
CUST-03622,2025-08,One year,Basic,0,11.38,Yes,Sales-Assisted,South,4,4,73.1,0,No
CUST-03623,2024-03,Month-to-month,Standard,0,34.17,Yes,Paid Search,South,8,21,57.4,0,Yes
CUST-03624,2025-01,Month-to-month,Premium,1,71.8,Yes,Organic,South,3,11,97.1,0,Yes
CUST-03625,2025-04,Month-to-month,Basic,0,16.15,Yes,Paid Search,South,1,8,92.5,0,Yes
CUST-03626,2024-01,Month-to-month,Basic,1,23.07,Yes,Organic,Midwest,1,23,51.8,0,Yes
CUST-03627,2025-11,Two year,Standard,3,55.38,Yes,Sales-Assisted,West,1,1,54.5,0,No
CUST-03628,2023-10,Two year,Basic,1,22.29,Yes,Referral,South,26,26,46.2,1,No
CUST-03629,2025-03,Month-to-month,Premium,0,67.19,Yes,Referral,West,9,9,65.1,0,Yes
CUST-03630,2023-07,Month-to-month,Standard,0,34.3,No,Organic,Midwest,29,29,53.7,2,No
CUST-03631,2025-02,One year,Standard,2,52.89,Yes,Referral,West,1,10,39.8,0,Yes
CUST-03632,2024-04,Month-to-month,Premium,2,80.76,Yes,Organic,Northeast,2,20,80.7,0,Yes
CUST-03633,2025-06,Two year,Basic,0,15.55,Yes,Organic,West,6,6,75.1,0,No
CUST-03634,2023-10,One year,Premium,2,81.61,Yes,Sales-Assisted,West,26,26,64.2,1,No
CUST-03635,2025-04,Month-to-month,Basic,1,22.79,No,Referral,South,8,8,93.6,0,No
CUST-03636,2024-04,One year,Basic,0,11.68,No,Referral,Midwest,20,20,62.5,0,No
CUST-03637,2024-07,One year,Standard,2,53.46,No,Sales-Assisted,West,17,17,54.6,0,No
CUST-03638,2023-09,Two year,Basic,2,30.26,Yes,Organic,Northeast,27,27,57.7,0,No
CUST-03639,2023-11,One year,Premium,2,80.31,Yes,Organic,Midwest,25,25,79.7,1,No
CUST-03640,2023-07,Two year,Standard,3,58.3,Yes,Referral,Midwest,29,29,87.6,0,No
CUST-03641,2023-09,Month-to-month,Basic,1,23.51,Yes,Organic,South,11,27,76.7,0,Yes
CUST-03642,2024-10,Month-to-month,Basic,3,40.15,Yes,Organic,West,14,14,43.0,1,No
CUST-03643,2024-01,One year,Standard,1,41.05,Yes,Referral,Midwest,23,23,97.1,0,No
CUST-03644,2025-03,Month-to-month,Basic,1,21.68,Yes,Referral,South,1,9,48.7,0,Yes
CUST-03645,2024-01,One year,Standard,0,37.84,Yes,Sales-Assisted,Midwest,14,23,59.8,0,Yes
CUST-03646,2024-10,Two year,Premium,1,69.68,No,Paid Search,South,14,14,87.5,0,No
CUST-03647,2023-12,Month-to-month,Basic,0,16.52,Yes,Organic,West,11,24,35.6,0,Yes
CUST-03648,2024-10,Two year,Standard,0,34.12,No,Organic,Northeast,14,14,77.7,0,No
CUST-03649,2024-09,Two year,Standard,1,42.1,Yes,Paid Search,Northeast,15,15,68.3,0,No
CUST-03650,2025-05,One year,Premium,1,75.38,No,Referral,West,7,7,78.5,0,No
CUST-03651,2025-08,One year,Basic,1,20.26,Yes,Organic,Northeast,4,4,70.4,0,No
CUST-03652,2023-10,One year,Standard,0,34.69,Yes,Paid Search,Northeast,26,26,36.1,1,No
CUST-03653,2023-07,Month-to-month,Basic,2,34.94,No,Organic,South,29,29,83.1,0,No
CUST-03654,2023-10,One year,Premium,2,79.64,Yes,Organic,Northeast,26,26,96.5,0,No
CUST-03655,2025-02,One year,Standard,0,33.43,Yes,Organic,Midwest,10,10,76.9,0,No
CUST-03656,2025-06,One year,Standard,2,49.8,Yes,Paid Search,Northeast,6,6,52.7,0,No
CUST-03657,2023-09,One year,Basic,1,27.15,No,Organic,West,27,27,65.6,0,No
CUST-03658,2025-01,Month-to-month,Standard,1,45.28,No,Paid Search,Midwest,11,11,55.8,1,No
CUST-03659,2024-02,Month-to-month,Premium,2,83.54,Yes,Sales-Assisted,West,2,22,48.8,0,Yes
CUST-03660,2024-09,One year,Standard,3,57.92,Yes,Sales-Assisted,South,7,15,62.9,0,Yes
CUST-03661,2024-02,Two year,Premium,2,81.69,Yes,Paid Search,Midwest,22,22,48.9,0,No
CUST-03662,2025-10,Month-to-month,Premium,0,65.42,Yes,Organic,Northeast,2,2,95.0,0,No
CUST-03663,2025-06,Month-to-month,Basic,0,15.17,Yes,Referral,South,6,6,77.8,0,No
CUST-03664,2025-11,One year,Basic,2,29.69,No,Organic,West,1,1,63.4,0,No
CUST-03665,2025-11,Month-to-month,Basic,1,21.0,No,Paid Search,Northeast,1,1,57.7,0,No
CUST-03666,2024-07,One year,Standard,1,43.87,Yes,Referral,Northeast,17,17,60.1,0,No
CUST-03667,2024-01,One year,Basic,0,15.8,Yes,Paid Search,West,23,23,66.3,0,No
CUST-03668,2025-03,Month-to-month,Standard,2,49.36,Yes,Organic,Northeast,9,9,89.6,0,No
CUST-03669,2025-04,Month-to-month,Standard,1,42.14,Yes,Referral,West,8,8,73.2,0,No
CUST-03670,2024-01,One year,Premium,0,66.3,No,Organic,Midwest,23,23,63.5,0,No
CUST-03671,2024-04,One year,Basic,0,17.23,Yes,Paid Search,South,20,20,50.8,1,No
CUST-03672,2024-02,One year,Standard,3,56.0,Yes,Paid Search,South,18,22,37.6,0,Yes
CUST-03673,2023-10,One year,Premium,2,78.4,Yes,Organic,West,26,26,50.7,0,No
CUST-03674,2025-02,Month-to-month,Premium,1,73.26,Yes,Organic,Midwest,2,10,77.8,0,Yes
CUST-03675,2023-10,One year,Standard,0,32.55,Yes,Paid Search,Midwest,26,26,42.6,0,No
CUST-03676,2024-08,Month-to-month,Standard,0,33.77,Yes,Sales-Assisted,Midwest,3,16,63.1,0,Yes
CUST-03677,2024-06,One year,Standard,1,42.35,Yes,Paid Search,Northeast,18,18,46.4,0,No
CUST-03678,2024-10,One year,Basic,3,39.46,Yes,Referral,Northeast,14,14,52.2,0,No
CUST-03679,2023-08,Month-to-month,Standard,2,46.29,Yes,Organic,West,28,28,40.0,0,No
CUST-03680,2024-01,One year,Standard,0,32.54,Yes,Referral,Northeast,23,23,60.7,0,No
CUST-03681,2023-11,Month-to-month,Premium,1,75.65,No,Referral,South,8,25,89.7,1,Yes
CUST-03682,2025-02,Month-to-month,Premium,0,66.33,No,Organic,West,4,10,57.5,0,Yes
CUST-03683,2024-09,Month-to-month,Basic,0,15.62,Yes,Organic,West,1,15,79.3,0,Yes
CUST-03684,2023-11,Two year,Basic,0,14.57,Yes,Referral,South,25,25,49.1,0,No
CUST-03685,2025-11,Month-to-month,Premium,2,81.35,Yes,Organic,West,1,1,83.0,0,No
CUST-03686,2024-04,One year,Basic,1,24.28,Yes,Organic,South,20,20,91.8,0,No
CUST-03687,2025-03,One year,Premium,2,78.86,No,Paid Search,South,9,9,79.7,0,No
CUST-03688,2024-10,One year,Standard,0,36.47,Yes,Referral,West,14,14,44.0,0,No
CUST-03689,2025-07,Month-to-month,Basic,1,22.77,Yes,Referral,West,5,5,33.1,2,No
CUST-03690,2025-02,Month-to-month,Standard,3,58.97,No,Sales-Assisted,Midwest,1,10,79.6,0,Yes
CUST-03691,2023-11,Month-to-month,Basic,2,33.75,Yes,Organic,Northeast,18,25,64.7,0,Yes
CUST-03692,2024-07,Month-to-month,Standard,0,34.75,Yes,Organic,Midwest,17,17,95.0,0,No
CUST-03693,2023-08,Two year,Basic,2,31.78,Yes,Organic,West,28,28,66.9,0,No
CUST-03694,2023-11,Two year,Premium,1,71.28,Yes,Organic,West,25,25,57.8,0,No
CUST-03695,2025-02,One year,Premium,1,69.4,No,Organic,West,10,10,76.9,0,No
CUST-03696,2025-08,One year,Basic,1,23.71,No,Paid Search,South,4,4,85.7,0,No
CUST-03697,2023-11,Month-to-month,Premium,0,64.84,No,Sales-Assisted,West,2,25,26.4,0,Yes
CUST-03698,2023-09,Month-to-month,Standard,0,38.09,Yes,Referral,West,27,27,54.6,1,No
CUST-03699,2024-10,One year,Standard,0,34.96,No,Organic,Midwest,14,14,69.6,0,No
CUST-03700,2024-01,One year,Standard,1,42.84,Yes,Sales-Assisted,West,16,23,50.7,1,Yes
CUST-03701,2024-06,Two year,Premium,1,74.29,No,Paid Search,South,18,18,57.5,0,No
CUST-03702,2025-05,Two year,Standard,2,53.2,Yes,Organic,West,7,7,96.8,0,No
CUST-03703,2024-07,Two year,Standard,0,37.8,Yes,Paid Search,Northeast,17,17,89.7,0,No
CUST-03704,2025-11,Month-to-month,Standard,3,58.59,Yes,Organic,Midwest,1,1,82.5,1,No
CUST-03705,2023-11,One year,Standard,2,49.53,Yes,Referral,Midwest,3,25,43.6,0,Yes
CUST-03706,2024-08,One year,Standard,1,41.97,Yes,Referral,South,4,16,55.1,0,Yes
CUST-03707,2024-08,Month-to-month,Standard,2,53.33,No,Organic,Midwest,6,16,61.8,0,Yes
CUST-03708,2025-10,Two year,Premium,3,86.79,No,Referral,Midwest,2,2,39.8,1,No
CUST-03709,2025-08,Month-to-month,Basic,1,21.2,Yes,Paid Search,Midwest,4,4,69.6,0,No
CUST-03710,2023-08,One year,Standard,0,35.15,Yes,Sales-Assisted,Northeast,28,28,45.3,0,No
CUST-03711,2024-07,Two year,Standard,3,57.32,Yes,Organic,Midwest,17,17,48.6,0,No
CUST-03712,2024-10,Two year,Basic,3,39.31,Yes,Paid Search,Midwest,14,14,91.4,0,No
CUST-03713,2025-01,Month-to-month,Standard,0,34.89,Yes,Organic,Northeast,2,11,72.3,0,Yes
CUST-03714,2024-12,One year,Standard,0,39.81,Yes,Organic,Midwest,12,12,40.0,0,No
CUST-03715,2024-05,One year,Premium,2,77.87,Yes,Referral,Midwest,19,19,92.2,0,No
CUST-03716,2025-11,Month-to-month,Standard,1,42.12,Yes,Paid Search,Midwest,1,1,41.2,1,No
CUST-03717,2024-08,Month-to-month,Premium,2,82.87,Yes,Organic,Northeast,2,16,53.0,0,Yes
CUST-03718,2024-09,Month-to-month,Premium,3,86.9,No,Referral,South,9,15,51.9,0,Yes
CUST-03719,2025-05,Month-to-month,Basic,0,17.96,No,Referral,South,7,7,93.0,0,No
CUST-03720,2024-03,Month-to-month,Basic,0,13.6,Yes,Referral,Northeast,6,21,74.3,0,Yes
CUST-03721,2025-04,One year,Basic,1,20.74,Yes,Paid Search,Midwest,8,8,57.5,0,No
CUST-03722,2024-07,Month-to-month,Basic,2,31.95,Yes,Sales-Assisted,West,10,17,76.3,0,Yes
CUST-03723,2025-10,Month-to-month,Basic,2,31.61,No,Sales-Assisted,Midwest,2,2,41.9,0,No
CUST-03724,2023-08,One year,Premium,0,65.77,Yes,Paid Search,South,28,28,68.1,0,No
CUST-03725,2025-01,Month-to-month,Basic,2,28.2,No,Referral,South,1,11,53.2,0,Yes
CUST-03726,2024-02,One year,Standard,0,35.92,No,Referral,Midwest,8,22,31.6,2,Yes
CUST-03727,2024-05,Month-to-month,Premium,0,63.63,Yes,Referral,Midwest,5,19,56.1,0,Yes
CUST-03728,2024-03,One year,Basic,2,27.91,Yes,Organic,Northeast,21,21,24.0,3,No
CUST-03729,2023-10,Month-to-month,Premium,0,65.28,Yes,Organic,South,3,26,63.7,0,Yes
CUST-03730,2024-11,One year,Basic,3,41.2,No,Sales-Assisted,Northeast,13,13,57.7,0,No
CUST-03731,2025-03,Month-to-month,Basic,0,16.25,Yes,Paid Search,Northeast,9,9,59.2,2,No
CUST-03732,2024-09,Month-to-month,Basic,2,26.94,Yes,Paid Search,West,15,15,56.8,0,No
CUST-03733,2025-04,Two year,Premium,2,83.07,Yes,Paid Search,South,8,8,67.0,0,No
CUST-03734,2024-07,Month-to-month,Standard,1,41.71,Yes,Paid Search,South,17,17,76.3,0,No
CUST-03735,2025-01,Month-to-month,Standard,2,51.16,No,Referral,Northeast,11,11,55.2,0,No
CUST-03736,2023-07,Month-to-month,Standard,4,65.85,No,Organic,Midwest,29,29,45.7,1,No
CUST-03737,2024-08,Month-to-month,Standard,0,33.11,Yes,Sales-Assisted,Northeast,8,16,50.1,0,Yes
CUST-03738,2023-11,Two year,Basic,1,23.44,Yes,Organic,West,25,25,56.6,1,No
CUST-03739,2023-08,Month-to-month,Standard,0,34.62,No,Organic,Midwest,5,28,48.1,0,Yes
CUST-03740,2025-08,Two year,Premium,0,62.16,No,Organic,Midwest,4,4,42.3,0,No
CUST-03741,2023-07,Month-to-month,Basic,3,41.13,Yes,Organic,Northeast,2,29,71.9,0,Yes
CUST-03742,2025-08,Two year,Basic,0,19.36,Yes,Organic,West,4,4,71.4,0,No
CUST-03743,2023-11,Month-to-month,Basic,1,22.35,No,Paid Search,West,2,25,86.7,0,Yes
CUST-03744,2024-02,Two year,Premium,1,72.9,Yes,Paid Search,Northeast,10,22,42.0,1,Yes
CUST-03745,2025-03,One year,Standard,0,37.26,Yes,Paid Search,Northeast,9,9,50.9,0,No
CUST-03746,2025-03,Month-to-month,Premium,1,73.37,Yes,Organic,South,1,9,73.5,0,Yes
CUST-03747,2024-06,One year,Basic,0,15.75,Yes,Paid Search,Northeast,18,18,67.9,1,No
CUST-03748,2025-01,One year,Basic,0,11.6,Yes,Sales-Assisted,Midwest,11,11,46.4,0,No
CUST-03749,2023-10,Month-to-month,Standard,1,39.64,No,Paid Search,South,5,26,40.8,1,Yes
CUST-03750,2025-06,Month-to-month,Premium,2,78.33,No,Organic,South,1,6,71.1,0,Yes
CUST-03751,2024-06,One year,Basic,0,15.21,Yes,Paid Search,Northeast,18,18,88.2,0,No
CUST-03752,2025-10,Two year,Standard,2,53.46,Yes,Paid Search,Midwest,2,2,28.7,0,No
CUST-03753,2024-05,One year,Standard,1,42.45,Yes,Referral,West,6,19,90.8,0,Yes
CUST-03754,2025-05,Month-to-month,Basic,1,23.27,Yes,Organic,West,6,7,83.7,0,Yes
CUST-03755,2025-02,One year,Standard,2,53.36,Yes,Organic,South,10,10,77.7,0,No
CUST-03756,2024-02,Month-to-month,Standard,3,59.86,No,Sales-Assisted,Northeast,14,22,92.9,0,Yes
CUST-03757,2025-05,Month-to-month,Basic,1,23.09,Yes,Paid Search,West,7,7,69.2,0,No
CUST-03758,2024-06,Month-to-month,Premium,0,64.85,Yes,Paid Search,Northeast,3,18,65.3,0,Yes
CUST-03759,2025-04,One year,Basic,4,48.98,Yes,Referral,Northeast,4,8,96.7,0,Yes
CUST-03760,2024-10,Month-to-month,Basic,1,23.4,Yes,Organic,Northeast,2,14,76.4,0,Yes
CUST-03761,2024-09,Month-to-month,Premium,1,75.22,No,Referral,Northeast,15,15,56.3,0,No
CUST-03762,2024-03,One year,Standard,3,57.72,Yes,Referral,Midwest,2,21,41.0,0,Yes
CUST-03763,2025-01,Month-to-month,Basic,0,13.53,Yes,Referral,Midwest,11,11,72.7,0,No
CUST-03764,2024-04,Month-to-month,Premium,0,66.49,Yes,Paid Search,South,8,20,79.2,0,Yes
CUST-03765,2025-05,One year,Standard,1,44.1,Yes,Referral,Midwest,1,7,69.7,0,Yes
CUST-03766,2025-06,Month-to-month,Premium,3,88.94,Yes,Organic,South,6,6,65.9,0,No
CUST-03767,2023-08,Month-to-month,Basic,1,22.68,No,Sales-Assisted,Northeast,19,28,74.3,0,Yes
CUST-03768,2025-10,One year,Standard,4,67.45,No,Organic,South,2,2,60.1,0,No
CUST-03769,2023-09,One year,Standard,0,34.72,Yes,Referral,South,2,27,37.6,1,Yes
CUST-03770,2025-11,Two year,Standard,1,40.3,Yes,Paid Search,West,1,1,60.8,0,No
CUST-03771,2025-08,Month-to-month,Standard,3,61.55,Yes,Referral,Northeast,3,4,49.9,1,Yes
CUST-03772,2025-11,One year,Premium,0,68.04,Yes,Organic,South,1,1,32.6,0,No
CUST-03773,2023-07,Month-to-month,Premium,1,74.71,Yes,Paid Search,West,1,29,64.3,0,Yes
CUST-03774,2024-07,Month-to-month,Standard,0,34.96,Yes,Referral,West,6,17,78.8,0,Yes
CUST-03775,2025-11,Month-to-month,Standard,0,34.94,Yes,Organic,West,1,1,80.0,0,No
CUST-03776,2025-06,One year,Basic,2,32.71,Yes,Paid Search,West,6,6,52.6,1,Yes
CUST-03777,2024-03,Month-to-month,Basic,0,14.99,Yes,Paid Search,West,2,21,41.2,1,Yes
CUST-03778,2024-04,One year,Premium,0,68.16,No,Paid Search,South,20,20,50.8,2,No
CUST-03779,2024-08,Month-to-month,Standard,1,43.37,No,Organic,West,16,16,86.8,0,No
CUST-03780,2025-10,Month-to-month,Basic,0,15.59,No,Organic,South,2,2,59.7,0,No
CUST-03781,2023-11,Month-to-month,Basic,1,22.04,No,Sales-Assisted,West,4,25,39.1,0,Yes
CUST-03782,2024-06,Month-to-month,Standard,2,47.47,Yes,Paid Search,Midwest,18,18,95.8,0,No
CUST-03783,2023-09,Two year,Premium,0,67.37,Yes,Paid Search,West,27,27,73.3,0,No
CUST-03784,2025-01,Month-to-month,Premium,0,62.69,Yes,Sales-Assisted,Northeast,11,11,65.2,0,No
CUST-03785,2024-09,Month-to-month,Basic,4,48.03,Yes,Organic,West,15,15,95.3,1,Yes
