ticket_id,month,category,issue,self_service_eligible,resolution_minutes
KB-00945,2,Hardware,Printer won't print / shows offline,Y,12.7
KB-00946,2,Hardware,Printer won't print / shows offline,Y,13.1
KB-00947,2,Hardware,Printer won't print / shows offline,Y,9.5
KB-00948,2,Hardware,Printer won't print / shows offline,Y,10.3
KB-00949,2,Hardware,Printer won't print / shows offline,Y,8.9
KB-00950,2,Hardware,Printer won't print / shows offline,Y,10.7
KB-00951,3,Hardware,Printer won't print / shows offline,Y,10.0
KB-00952,3,Hardware,Printer won't print / shows offline,Y,10.5
KB-00953,3,Hardware,Printer won't print / shows offline,Y,10.4
KB-00954,3,Hardware,Printer won't print / shows offline,Y,10.3
KB-00955,3,Hardware,Printer won't print / shows offline,Y,9.6
KB-00956,3,Hardware,Printer won't print / shows offline,Y,14.6
KB-00957,3,Hardware,Printer won't print / shows offline,Y,10.1
KB-00958,3,Hardware,Printer won't print / shows offline,Y,8.2
KB-00959,3,Hardware,Printer won't print / shows offline,Y,11.5
KB-00960,3,Hardware,Printer won't print / shows offline,Y,8.0
KB-00961,3,Hardware,Printer won't print / shows offline,Y,8.0
KB-00962,3,Hardware,Printer won't print / shows offline,Y,11.2
KB-00963,3,Hardware,Printer won't print / shows offline,Y,6.4
KB-00964,3,Hardware,Printer won't print / shows offline,Y,2.1
KB-00965,3,Hardware,Printer won't print / shows offline,Y,11.8
KB-00966,3,Hardware,Printer won't print / shows offline,Y,13.8
KB-00967,3,Hardware,Printer won't print / shows offline,Y,6.4
KB-00968,3,Hardware,Printer won't print / shows offline,Y,8.5
KB-00969,3,Hardware,Printer won't print / shows offline,Y,12.6
KB-00970,3,Hardware,Printer won't print / shows offline,Y,5.5
KB-00971,3,Hardware,Printer won't print / shows offline,Y,8.6
KB-00972,3,Hardware,Printer won't print / shows offline,Y,7.7
KB-00973,3,Hardware,Printer won't print / shows offline,Y,10.5
KB-00974,3,Hardware,Printer won't print / shows offline,Y,5.6
KB-00975,3,Hardware,Printer won't print / shows offline,Y,13.5
KB-00976,3,Hardware,Printer won't print / shows offline,Y,10.6
KB-00977,3,Hardware,Printer won't print / shows offline,Y,11.8
KB-00978,3,Hardware,Printer won't print / shows offline,Y,10.1
KB-00979,3,Hardware,Printer won't print / shows offline,Y,5.2
KB-00980,3,Hardware,Printer won't print / shows offline,Y,10.6
KB-00981,3,Hardware,Printer won't print / shows offline,Y,7.3
KB-00982,3,Hardware,Printer won't print / shows offline,Y,11.0
KB-00983,4,Hardware,Printer won't print / shows offline,Y,10.1
KB-00984,4,Hardware,Printer won't print / shows offline,Y,10.4
KB-00985,4,Hardware,Printer won't print / shows offline,Y,13.1
KB-00986,4,Hardware,Printer won't print / shows offline,Y,13.1
KB-00987,4,Hardware,Printer won't print / shows offline,Y,8.2
KB-00988,4,Hardware,Printer won't print / shows offline,Y,11.0
KB-00989,4,Hardware,Printer won't print / shows offline,Y,15.0
KB-00990,4,Hardware,Printer won't print / shows offline,Y,12.4
KB-00991,4,Hardware,Printer won't print / shows offline,Y,9.0
KB-00992,4,Hardware,Printer won't print / shows offline,Y,10.7
KB-00993,4,Hardware,Printer won't print / shows offline,Y,10.0
KB-00994,4,Hardware,Printer won't print / shows offline,Y,13.6
KB-00995,4,Hardware,Printer won't print / shows offline,Y,11.1
KB-00996,4,Hardware,Printer won't print / shows offline,Y,12.0
KB-00997,4,Hardware,Printer won't print / shows offline,Y,17.1
KB-00998,4,Hardware,Printer won't print / shows offline,Y,7.2
KB-00999,4,Hardware,Printer won't print / shows offline,Y,8.2
KB-01000,4,Hardware,Printer won't print / shows offline,Y,6.2
KB-01001,4,Hardware,Printer won't print / shows offline,Y,6.6
KB-01002,4,Hardware,Printer won't print / shows offline,Y,13.4
KB-01003,4,Hardware,Printer won't print / shows offline,Y,11.8
KB-01004,4,Hardware,Printer won't print / shows offline,Y,15.5
KB-01005,4,Hardware,Printer won't print / shows offline,Y,5.6
KB-01006,4,Hardware,Printer won't print / shows offline,Y,8.6
KB-01007,4,Hardware,Printer won't print / shows offline,Y,15.0
KB-01008,4,Hardware,Printer won't print / shows offline,Y,13.8
KB-01009,4,Hardware,Printer won't print / shows offline,Y,13.4
KB-01010,4,Hardware,Printer won't print / shows offline,Y,13.4
KB-01011,4,Hardware,Printer won't print / shows offline,Y,11.1
KB-01012,4,Hardware,Printer won't print / shows offline,Y,11.0
KB-01013,4,Hardware,Printer won't print / shows offline,Y,11.1
KB-01014,4,Hardware,Printer won't print / shows offline,Y,13.3
KB-01015,5,Hardware,Printer won't print / shows offline,Y,11.9
KB-01016,5,Hardware,Printer won't print / shows offline,Y,15.0
KB-01017,5,Hardware,Printer won't print / shows offline,Y,7.9
KB-01018,5,Hardware,Printer won't print / shows offline,Y,8.9
KB-01019,5,Hardware,Printer won't print / shows offline,Y,12.6
KB-01020,5,Hardware,Printer won't print / shows offline,Y,10.3
KB-01021,5,Hardware,Printer won't print / shows offline,Y,10.6
KB-01022,5,Hardware,Printer won't print / shows offline,Y,16.8
KB-01023,5,Hardware,Printer won't print / shows offline,Y,12.1
KB-01024,5,Hardware,Printer won't print / shows offline,Y,9.9
KB-01025,5,Hardware,Printer won't print / shows offline,Y,14.0
KB-01026,5,Hardware,Printer won't print / shows offline,Y,17.9
KB-01027,5,Hardware,Printer won't print / shows offline,Y,7.9
KB-01028,5,Hardware,Printer won't print / shows offline,Y,9.2
KB-01029,5,Hardware,Printer won't print / shows offline,Y,11.3
KB-01030,5,Hardware,Printer won't print / shows offline,Y,9.3
KB-01031,5,Hardware,Printer won't print / shows offline,Y,17.0
KB-01032,5,Hardware,Printer won't print / shows offline,Y,12.4
KB-01033,5,Hardware,Printer won't print / shows offline,Y,9.9
KB-01034,5,Hardware,Printer won't print / shows offline,Y,12.3
KB-01035,5,Hardware,Printer won't print / shows offline,Y,8.8
KB-01036,5,Hardware,Printer won't print / shows offline,Y,9.3
KB-01037,5,Hardware,Printer won't print / shows offline,Y,11.3
KB-01038,5,Hardware,Printer won't print / shows offline,Y,17.6
KB-01039,5,Hardware,Printer won't print / shows offline,Y,4.8
KB-01040,5,Hardware,Printer won't print / shows offline,Y,12.2
KB-01041,5,Hardware,Printer won't print / shows offline,Y,14.7
KB-01042,5,Hardware,Printer won't print / shows offline,Y,13.0
KB-01043,5,Hardware,Printer won't print / shows offline,Y,16.3
KB-01044,5,Hardware,Printer won't print / shows offline,Y,12.2
KB-01045,5,Hardware,Printer won't print / shows offline,Y,11.4
KB-01046,5,Hardware,Printer won't print / shows offline,Y,10.6
KB-01047,5,Hardware,Printer won't print / shows offline,Y,8.6
KB-01048,5,Hardware,Printer won't print / shows offline,Y,15.5
KB-01049,5,Hardware,Printer won't print / shows offline,Y,7.7
KB-01050,5,Hardware,Printer won't print / shows offline,Y,10.7
KB-01051,5,Hardware,Printer won't print / shows offline,Y,9.6
KB-01052,6,Hardware,Printer won't print / shows offline,Y,4.9
KB-01053,6,Hardware,Printer won't print / shows offline,Y,9.9
KB-01054,6,Hardware,Printer won't print / shows offline,Y,11.4
KB-01055,6,Hardware,Printer won't print / shows offline,Y,11.4
KB-01056,6,Hardware,Printer won't print / shows offline,Y,13.3
KB-01057,6,Hardware,Printer won't print / shows offline,Y,10.6
KB-01058,6,Hardware,Printer won't print / shows offline,Y,9.2
KB-01059,6,Hardware,Printer won't print / shows offline,Y,11.8
KB-01060,6,Hardware,Printer won't print / shows offline,Y,12.8
KB-01061,6,Hardware,Printer won't print / shows offline,Y,8.5
KB-01062,6,Hardware,Printer won't print / shows offline,Y,6.8
KB-01063,6,Hardware,Printer won't print / shows offline,Y,8.2
KB-01064,6,Hardware,Printer won't print / shows offline,Y,13.9
KB-01065,6,Hardware,Printer won't print / shows offline,Y,13.7
KB-01066,6,Hardware,Printer won't print / shows offline,Y,8.6
KB-01067,6,Hardware,Printer won't print / shows offline,Y,11.3
KB-01068,6,Hardware,Printer won't print / shows offline,Y,13.3
KB-01069,6,Hardware,Printer won't print / shows offline,Y,14.7
KB-01070,6,Hardware,Printer won't print / shows offline,Y,9.2
KB-01071,6,Hardware,Printer won't print / shows offline,Y,10.3
KB-01072,6,Hardware,Printer won't print / shows offline,Y,14.9
KB-01073,6,Hardware,Printer won't print / shows offline,Y,17.6
KB-01074,6,Hardware,Printer won't print / shows offline,Y,15.2
KB-01075,6,Hardware,Printer won't print / shows offline,Y,7.9
KB-01076,6,Hardware,Printer won't print / shows offline,Y,12.2
KB-01077,6,Hardware,Printer won't print / shows offline,Y,10.2
KB-01078,6,Hardware,Printer won't print / shows offline,Y,10.8
KB-01079,6,Hardware,Printer won't print / shows offline,Y,9.2
KB-01080,6,Hardware,Printer won't print / shows offline,Y,9.7
KB-01081,6,Hardware,Printer won't print / shows offline,Y,11.0
KB-01082,6,Hardware,Printer won't print / shows offline,Y,16.0
KB-01083,6,Hardware,Printer won't print / shows offline,Y,12.9
KB-01084,6,Hardware,Printer won't print / shows offline,Y,12.2
KB-01085,1,Hardware,Monitor / dock not detected,N,13.0
KB-01086,1,Hardware,Monitor / dock not detected,N,15.1
KB-01087,1,Hardware,Monitor / dock not detected,N,21.0
KB-01088,1,Hardware,Monitor / dock not detected,N,19.3
KB-01089,1,Hardware,Monitor / dock not detected,N,23.9
KB-01090,1,Hardware,Monitor / dock not detected,N,17.0
KB-01091,1,Hardware,Monitor / dock not detected,N,15.9
KB-01092,1,Hardware,Monitor / dock not detected,N,9.5
KB-01093,1,Hardware,Monitor / dock not detected,N,17.6
KB-01094,1,Hardware,Monitor / dock not detected,N,9.1
KB-01095,1,Hardware,Monitor / dock not detected,N,22.1
KB-01096,1,Hardware,Monitor / dock not detected,N,13.5
KB-01097,2,Hardware,Monitor / dock not detected,N,10.6
KB-01098,2,Hardware,Monitor / dock not detected,N,14.0
KB-01099,2,Hardware,Monitor / dock not detected,N,12.3
KB-01100,2,Hardware,Monitor / dock not detected,N,20.5
KB-01101,2,Hardware,Monitor / dock not detected,N,17.0
KB-01102,2,Hardware,Monitor / dock not detected,N,11.3
KB-01103,2,Hardware,Monitor / dock not detected,N,8.3
KB-01104,2,Hardware,Monitor / dock not detected,N,15.7
KB-01105,2,Hardware,Monitor / dock not detected,N,14.1
KB-01106,2,Hardware,Monitor / dock not detected,N,11.6
KB-01107,2,Hardware,Monitor / dock not detected,N,18.4
KB-01108,2,Hardware,Monitor / dock not detected,N,15.3
KB-01109,3,Hardware,Monitor / dock not detected,N,13.6
KB-01110,3,Hardware,Monitor / dock not detected,N,13.7
KB-01111,3,Hardware,Monitor / dock not detected,N,14.2
KB-01112,3,Hardware,Monitor / dock not detected,N,9.6
KB-01113,3,Hardware,Monitor / dock not detected,N,18.5
KB-01114,3,Hardware,Monitor / dock not detected,N,17.6
KB-01115,3,Hardware,Monitor / dock not detected,N,9.1
KB-01116,3,Hardware,Monitor / dock not detected,N,16.4
KB-01117,3,Hardware,Monitor / dock not detected,N,20.6
KB-01118,3,Hardware,Monitor / dock not detected,N,16.9
KB-01119,3,Hardware,Monitor / dock not detected,N,21.2
KB-01120,3,Hardware,Monitor / dock not detected,N,14.9
KB-01121,4,Hardware,Monitor / dock not detected,N,10.8
KB-01122,4,Hardware,Monitor / dock not detected,N,12.4
KB-01123,4,Hardware,Monitor / dock not detected,N,8.7
KB-01124,4,Hardware,Monitor / dock not detected,N,12.4
KB-01125,4,Hardware,Monitor / dock not detected,N,17.0
KB-01126,4,Hardware,Monitor / dock not detected,N,18.1
KB-01127,4,Hardware,Monitor / dock not detected,N,20.7
KB-01128,4,Hardware,Monitor / dock not detected,N,16.5
KB-01129,4,Hardware,Monitor / dock not detected,N,12.0
KB-01130,4,Hardware,Monitor / dock not detected,N,17.7
KB-01131,4,Hardware,Monitor / dock not detected,N,15.4
KB-01132,4,Hardware,Monitor / dock not detected,N,23.1
KB-01133,5,Hardware,Monitor / dock not detected,N,19.8
KB-01134,5,Hardware,Monitor / dock not detected,N,11.5
KB-01135,5,Hardware,Monitor / dock not detected,N,13.9
KB-01136,5,Hardware,Monitor / dock not detected,N,16.8
KB-01137,5,Hardware,Monitor / dock not detected,N,13.2
KB-01138,5,Hardware,Monitor / dock not detected,N,18.1
KB-01139,5,Hardware,Monitor / dock not detected,N,18.7
KB-01140,5,Hardware,Monitor / dock not detected,N,19.4
KB-01141,5,Hardware,Monitor / dock not detected,N,16.9
KB-01142,5,Hardware,Monitor / dock not detected,N,12.5
KB-01143,5,Hardware,Monitor / dock not detected,N,12.6
KB-01144,5,Hardware,Monitor / dock not detected,N,15.5
KB-01145,5,Hardware,Monitor / dock not detected,N,21.3
KB-01146,5,Hardware,Monitor / dock not detected,N,22.3
KB-01147,5,Hardware,Monitor / dock not detected,N,19.9
KB-01148,5,Hardware,Monitor / dock not detected,N,17.5
KB-01149,6,Hardware,Monitor / dock not detected,N,19.3
KB-01150,6,Hardware,Monitor / dock not detected,N,21.2
KB-01151,6,Hardware,Monitor / dock not detected,N,19.4
KB-01152,6,Hardware,Monitor / dock not detected,N,9.9
KB-01153,6,Hardware,Monitor / dock not detected,N,19.8
KB-01154,6,Hardware,Monitor / dock not detected,N,17.5
KB-01155,6,Hardware,Monitor / dock not detected,N,14.2
KB-01156,6,Hardware,Monitor / dock not detected,N,18.1
KB-01157,6,Hardware,Monitor / dock not detected,N,17.2
KB-01158,6,Hardware,Monitor / dock not detected,N,15.8
KB-01159,6,Hardware,Monitor / dock not detected,N,9.2
KB-01160,6,Hardware,Monitor / dock not detected,N,16.4
KB-01161,6,Hardware,Monitor / dock not detected,N,18.2
KB-01162,1,Software Install,Standard software request (pre-approved list),Y,4.2
KB-01163,1,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01164,1,Software Install,Standard software request (pre-approved list),Y,8.3
KB-01165,1,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01166,1,Software Install,Standard software request (pre-approved list),Y,7.7
KB-01167,1,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01168,1,Software Install,Standard software request (pre-approved list),Y,5.8
KB-01169,1,Software Install,Standard software request (pre-approved list),Y,7.9
KB-01170,1,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01171,1,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01172,1,Software Install,Standard software request (pre-approved list),Y,12.7
KB-01173,1,Software Install,Standard software request (pre-approved list),Y,8.2
KB-01174,1,Software Install,Standard software request (pre-approved list),Y,7.2
KB-01175,1,Software Install,Standard software request (pre-approved list),Y,4.2
KB-01176,1,Software Install,Standard software request (pre-approved list),Y,7.2
KB-01177,1,Software Install,Standard software request (pre-approved list),Y,8.3
KB-01178,1,Software Install,Standard software request (pre-approved list),Y,5.8
KB-01179,1,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01180,1,Software Install,Standard software request (pre-approved list),Y,3.1
KB-01181,1,Software Install,Standard software request (pre-approved list),Y,8.0
KB-01182,1,Software Install,Standard software request (pre-approved list),Y,6.0
KB-01183,1,Software Install,Standard software request (pre-approved list),Y,8.2
KB-01184,1,Software Install,Standard software request (pre-approved list),Y,9.4
KB-01185,1,Software Install,Standard software request (pre-approved list),Y,6.7
KB-01186,1,Software Install,Standard software request (pre-approved list),Y,8.7
KB-01187,1,Software Install,Standard software request (pre-approved list),Y,7.4
KB-01188,1,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01189,2,Software Install,Standard software request (pre-approved list),Y,5.5
KB-01190,2,Software Install,Standard software request (pre-approved list),Y,9.2
KB-01191,2,Software Install,Standard software request (pre-approved list),Y,8.5
KB-01192,2,Software Install,Standard software request (pre-approved list),Y,5.2
KB-01193,2,Software Install,Standard software request (pre-approved list),Y,8.5
KB-01194,2,Software Install,Standard software request (pre-approved list),Y,5.7
KB-01195,2,Software Install,Standard software request (pre-approved list),Y,4.4
KB-01196,2,Software Install,Standard software request (pre-approved list),Y,9.1
KB-01197,2,Software Install,Standard software request (pre-approved list),Y,4.8
KB-01198,2,Software Install,Standard software request (pre-approved list),Y,9.1
KB-01199,2,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01200,2,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01201,2,Software Install,Standard software request (pre-approved list),Y,7.9
KB-01202,2,Software Install,Standard software request (pre-approved list),Y,9.0
KB-01203,2,Software Install,Standard software request (pre-approved list),Y,7.6
KB-01204,2,Software Install,Standard software request (pre-approved list),Y,8.0
KB-01205,2,Software Install,Standard software request (pre-approved list),Y,7.4
KB-01206,2,Software Install,Standard software request (pre-approved list),Y,8.9
KB-01207,2,Software Install,Standard software request (pre-approved list),Y,6.3
KB-01208,2,Software Install,Standard software request (pre-approved list),Y,8.8
KB-01209,2,Software Install,Standard software request (pre-approved list),Y,9.6
KB-01210,2,Software Install,Standard software request (pre-approved list),Y,6.9
KB-01211,2,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01212,2,Software Install,Standard software request (pre-approved list),Y,6.1
KB-01213,2,Software Install,Standard software request (pre-approved list),Y,6.5
KB-01214,2,Software Install,Standard software request (pre-approved list),Y,7.5
KB-01215,3,Software Install,Standard software request (pre-approved list),Y,5.5
KB-01216,3,Software Install,Standard software request (pre-approved list),Y,6.9
KB-01217,3,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01218,3,Software Install,Standard software request (pre-approved list),Y,7.6
KB-01219,3,Software Install,Standard software request (pre-approved list),Y,8.2
KB-01220,3,Software Install,Standard software request (pre-approved list),Y,3.9
KB-01221,3,Software Install,Standard software request (pre-approved list),Y,9.5
KB-01222,3,Software Install,Standard software request (pre-approved list),Y,6.7
KB-01223,3,Software Install,Standard software request (pre-approved list),Y,5.6
KB-01224,3,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01225,3,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01226,3,Software Install,Standard software request (pre-approved list),Y,8.5
KB-01227,3,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01228,3,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01229,3,Software Install,Standard software request (pre-approved list),Y,4.2
KB-01230,3,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01231,3,Software Install,Standard software request (pre-approved list),Y,6.8
KB-01232,3,Software Install,Standard software request (pre-approved list),Y,6.2
KB-01233,3,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01234,3,Software Install,Standard software request (pre-approved list),Y,10.1
KB-01235,3,Software Install,Standard software request (pre-approved list),Y,8.8
KB-01236,3,Software Install,Standard software request (pre-approved list),Y,5.6
KB-01237,3,Software Install,Standard software request (pre-approved list),Y,9.7
KB-01238,3,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01239,3,Software Install,Standard software request (pre-approved list),Y,6.9
KB-01240,4,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01241,4,Software Install,Standard software request (pre-approved list),Y,8.0
KB-01242,4,Software Install,Standard software request (pre-approved list),Y,7.3
KB-01243,4,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01244,4,Software Install,Standard software request (pre-approved list),Y,6.7
KB-01245,4,Software Install,Standard software request (pre-approved list),Y,6.3
KB-01246,4,Software Install,Standard software request (pre-approved list),Y,8.7
KB-01247,4,Software Install,Standard software request (pre-approved list),Y,6.1
KB-01248,4,Software Install,Standard software request (pre-approved list),Y,6.7
KB-01249,4,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01250,4,Software Install,Standard software request (pre-approved list),Y,5.7
KB-01251,4,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01252,4,Software Install,Standard software request (pre-approved list),Y,4.4
KB-01253,4,Software Install,Standard software request (pre-approved list),Y,7.7
KB-01254,4,Software Install,Standard software request (pre-approved list),Y,7.9
KB-01255,4,Software Install,Standard software request (pre-approved list),Y,6.5
KB-01256,4,Software Install,Standard software request (pre-approved list),Y,9.7
KB-01257,4,Software Install,Standard software request (pre-approved list),Y,5.6
KB-01258,4,Software Install,Standard software request (pre-approved list),Y,8.0
KB-01259,4,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01260,4,Software Install,Standard software request (pre-approved list),Y,6.1
KB-01261,4,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01262,4,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01263,4,Software Install,Standard software request (pre-approved list),Y,7.1
KB-01264,5,Software Install,Standard software request (pre-approved list),Y,9.4
KB-01265,5,Software Install,Standard software request (pre-approved list),Y,7.4
KB-01266,5,Software Install,Standard software request (pre-approved list),Y,4.1
KB-01267,5,Software Install,Standard software request (pre-approved list),Y,5.7
KB-01268,5,Software Install,Standard software request (pre-approved list),Y,8.5
KB-01269,5,Software Install,Standard software request (pre-approved list),Y,6.8
KB-01270,5,Software Install,Standard software request (pre-approved list),Y,5.1
KB-01271,5,Software Install,Standard software request (pre-approved list),Y,3.6
KB-01272,5,Software Install,Standard software request (pre-approved list),Y,7.6
KB-01273,5,Software Install,Standard software request (pre-approved list),Y,9.6
KB-01274,5,Software Install,Standard software request (pre-approved list),Y,4.8
KB-01275,5,Software Install,Standard software request (pre-approved list),Y,3.2
KB-01276,5,Software Install,Standard software request (pre-approved list),Y,7.9
KB-01277,5,Software Install,Standard software request (pre-approved list),Y,6.1
KB-01278,5,Software Install,Standard software request (pre-approved list),Y,6.5
KB-01279,5,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01280,5,Software Install,Standard software request (pre-approved list),Y,5.4
KB-01281,5,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01282,5,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01283,5,Software Install,Standard software request (pre-approved list),Y,7.6
KB-01284,5,Software Install,Standard software request (pre-approved list),Y,6.0
KB-01285,5,Software Install,Standard software request (pre-approved list),Y,8.8
KB-01286,5,Software Install,Standard software request (pre-approved list),Y,6.8
KB-01287,5,Software Install,Standard software request (pre-approved list),Y,8.0
KB-01288,5,Software Install,Standard software request (pre-approved list),Y,5.4
KB-01289,5,Software Install,Standard software request (pre-approved list),Y,8.1
KB-01290,5,Software Install,Standard software request (pre-approved list),Y,8.3
KB-01291,5,Software Install,Standard software request (pre-approved list),Y,9.2
KB-01292,6,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01293,6,Software Install,Standard software request (pre-approved list),Y,6.0
KB-01294,6,Software Install,Standard software request (pre-approved list),Y,8.5
KB-01295,6,Software Install,Standard software request (pre-approved list),Y,8.4
KB-01296,6,Software Install,Standard software request (pre-approved list),Y,8.9
KB-01297,6,Software Install,Standard software request (pre-approved list),Y,6.3
KB-01298,6,Software Install,Standard software request (pre-approved list),Y,4.9
KB-01299,6,Software Install,Standard software request (pre-approved list),Y,6.9
KB-01300,6,Software Install,Standard software request (pre-approved list),Y,6.6
KB-01301,6,Software Install,Standard software request (pre-approved list),Y,5.7
KB-01302,6,Software Install,Standard software request (pre-approved list),Y,8.1
KB-01303,6,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01304,6,Software Install,Standard software request (pre-approved list),Y,7.7
KB-01305,6,Software Install,Standard software request (pre-approved list),Y,8.9
KB-01306,6,Software Install,Standard software request (pre-approved list),Y,7.7
KB-01307,6,Software Install,Standard software request (pre-approved list),Y,5.3
KB-01308,6,Software Install,Standard software request (pre-approved list),Y,6.0
KB-01309,6,Software Install,Standard software request (pre-approved list),Y,6.4
KB-01310,6,Software Install,Standard software request (pre-approved list),Y,8.2
KB-01311,6,Software Install,Standard software request (pre-approved list),Y,8.6
KB-01312,6,Software Install,Standard software request (pre-approved list),Y,7.2
KB-01313,6,Software Install,Standard software request (pre-approved list),Y,8.8
KB-01314,6,Software Install,Standard software request (pre-approved list),Y,5.6
KB-01315,6,Software Install,Standard software request (pre-approved list),Y,6.8
KB-01316,6,Software Install,Standard software request (pre-approved list),Y,9.6
KB-01317,6,Software Install,Standard software request (pre-approved list),Y,7.8
KB-01318,6,Software Install,Standard software request (pre-approved list),Y,8.8
KB-01319,1,Software Install,Non-standard software request (needs approval),N,12.9
KB-01320,1,Software Install,Non-standard software request (needs approval),N,17.3
KB-01321,1,Software Install,Non-standard software request (needs approval),N,27.5
KB-01322,1,Software Install,Non-standard software request (needs approval),N,30.8
KB-01323,1,Software Install,Non-standard software request (needs approval),N,18.7
KB-01324,2,Software Install,Non-standard software request (needs approval),N,16.5
KB-01325,2,Software Install,Non-standard software request (needs approval),N,17.2
KB-01326,2,Software Install,Non-standard software request (needs approval),N,25.0
KB-01327,2,Software Install,Non-standard software request (needs approval),N,20.3
KB-01328,2,Software Install,Non-standard software request (needs approval),N,32.2
KB-01329,2,Software Install,Non-standard software request (needs approval),N,25.9
KB-01330,2,Software Install,Non-standard software request (needs approval),N,18.3
KB-01331,3,Software Install,Non-standard software request (needs approval),N,21.2
KB-01332,3,Software Install,Non-standard software request (needs approval),N,26.3
KB-01333,3,Software Install,Non-standard software request (needs approval),N,26.9
KB-01334,3,Software Install,Non-standard software request (needs approval),N,20.1
KB-01335,3,Software Install,Non-standard software request (needs approval),N,26.9
KB-01336,3,Software Install,Non-standard software request (needs approval),N,25.1
KB-01337,3,Software Install,Non-standard software request (needs approval),N,21.5
KB-01338,3,Software Install,Non-standard software request (needs approval),N,23.4
KB-01339,4,Software Install,Non-standard software request (needs approval),N,20.3
KB-01340,4,Software Install,Non-standard software request (needs approval),N,18.4
KB-01341,4,Software Install,Non-standard software request (needs approval),N,28.9
KB-01342,4,Software Install,Non-standard software request (needs approval),N,22.0
KB-01343,4,Software Install,Non-standard software request (needs approval),N,18.8
KB-01344,4,Software Install,Non-standard software request (needs approval),N,24.5
KB-01345,4,Software Install,Non-standard software request (needs approval),N,14.0
KB-01346,4,Software Install,Non-standard software request (needs approval),N,22.3
KB-01347,4,Software Install,Non-standard software request (needs approval),N,14.7
KB-01348,5,Software Install,Non-standard software request (needs approval),N,12.4
KB-01349,5,Software Install,Non-standard software request (needs approval),N,18.1
KB-01350,5,Software Install,Non-standard software request (needs approval),N,26.9
KB-01351,5,Software Install,Non-standard software request (needs approval),N,21.0
KB-01352,5,Software Install,Non-standard software request (needs approval),N,15.5
KB-01353,5,Software Install,Non-standard software request (needs approval),N,31.4
KB-01354,5,Software Install,Non-standard software request (needs approval),N,18.6
KB-01355,6,Software Install,Non-standard software request (needs approval),N,19.2
KB-01356,6,Software Install,Non-standard software request (needs approval),N,14.1
KB-01357,6,Software Install,Non-standard software request (needs approval),N,32.0
KB-01358,6,Software Install,Non-standard software request (needs approval),N,19.7
KB-01359,6,Software Install,Non-standard software request (needs approval),N,26.1
KB-01360,6,Software Install,Non-standard software request (needs approval),N,28.5
KB-01361,6,Software Install,Non-standard software request (needs approval),N,14.9
KB-01362,6,Software Install,Non-standard software request (needs approval),N,22.4
KB-01363,6,Software Install,Non-standard software request (needs approval),N,18.9
KB-01364,6,Software Install,Non-standard software request (needs approval),N,25.3
KB-01365,1,Network & VPN,Can't connect to office VPN,Y,9.3
KB-01366,1,Network & VPN,Can't connect to office VPN,Y,13.7
KB-01367,1,Network & VPN,Can't connect to office VPN,Y,16.0
KB-01368,1,Network & VPN,Can't connect to office VPN,Y,12.5
KB-01369,1,Network & VPN,Can't connect to office VPN,Y,15.4
KB-01370,1,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01371,1,Network & VPN,Can't connect to office VPN,Y,13.3
KB-01372,1,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01373,1,Network & VPN,Can't connect to office VPN,Y,14.0
KB-01374,1,Network & VPN,Can't connect to office VPN,Y,17.7
KB-01375,1,Network & VPN,Can't connect to office VPN,Y,16.7
KB-01376,1,Network & VPN,Can't connect to office VPN,Y,16.3
KB-01377,1,Network & VPN,Can't connect to office VPN,Y,15.9
KB-01378,1,Network & VPN,Can't connect to office VPN,Y,14.0
KB-01379,1,Network & VPN,Can't connect to office VPN,Y,9.7
KB-01380,1,Network & VPN,Can't connect to office VPN,Y,17.0
