payment_id,invoice_id,payment_date,payment_amount
P001334,INV001266,2025-01-01,923.06
P001335,INV001266,2025-01-04,604.1
P001336,INV001267,2025-01-07,1921.76
P001337,INV001268,2025-01-24,1265.18
P001338,INV001269,2025-01-31,939.22
P001339,INV001270,2025-02-03,2490.04
P001340,INV001271,2025-02-25,2984.29
P001341,INV001272,2025-11-23,2998.04
P001342,INV001273,2025-12-15,1662.39
P001343,INV001274,2024-01-22,1561.59
P001344,INV001275,2024-05-06,2838.14
P001345,INV001276,2024-05-10,2999.31
P001346,INV001277,2024-09-09,2242.31
P001347,INV001278,2024-10-21,3057.69
P001348,INV001279,2025-02-11,1757.17
P001349,INV001280,2025-04-27,2222.87
P001350,INV001281,2025-05-03,4932.64
P001351,INV001282,2025-09-19,484.8
P001352,INV001282,2025-09-22,641.25
P001353,INV001283,2025-10-01,4792.61
P001354,INV001284,2024-03-19,3251.06
P001355,INV001284,2024-03-22,2056.29
P001356,INV001285,2024-09-08,4082.17
P001357,INV001286,2025-03-13,1588.95
P001358,INV001287,2025-08-12,2808.57
P001359,INV001289,2024-02-20,1929.95
P001360,INV001290,2024-02-19,1868.83
P001361,INV001291,2024-03-24,3141.27
P001362,INV001292,2024-04-08,3185.62
P001363,INV001293,2024-08-30,1374.46
P001364,INV001294,2024-09-19,7083.92
P001365,INV001295,2024-11-30,5727.22
P001366,INV001296,2025-02-11,3390.1
P001367,INV001297,2025-06-25,1778.68
P001368,INV001298,2025-08-12,2013.04
P001369,INV001299,2025-10-07,2211.3
P001370,INV001301,2024-08-03,2045.02
P001371,INV001302,2025-01-28,2240.37
P001372,INV001303,2025-03-03,4627.1
P001373,INV001304,2025-05-26,2095.17
P001374,INV001305,2025-07-02,2033.32
P001375,INV001306,2025-07-28,1639.53
P001376,INV001307,2025-11-24,1492.63
P001377,INV001309,2024-03-02,8074.08
P001378,INV001310,2024-03-18,7843.15
P001379,INV001310,2024-03-21,3848.6
P001380,INV001311,2024-10-06,8922.05
P001381,INV001312,2024-10-20,10660.53
P001382,INV001313,2024-10-23,8860.41
P001383,INV001314,2025-03-05,11517.89
P001384,INV001315,2025-06-15,9938.47
P001385,INV001316,2025-07-18,10713.25
P001386,INV001317,2025-07-19,6690.91
P001387,INV001318,2025-08-05,6689.24
P001388,INV001319,2025-11-27,9507.48
P001389,INV001320,2025-12-26,19132.47
P001390,INV001321,2024-02-10,5959.58
P001391,INV001322,2024-03-08,1858.01
P001392,INV001323,2024-07-15,3892.62
P001393,INV001324,2024-10-01,631.23
P001394,INV001325,2024-12-01,1872.96
P001395,INV001326,2025-01-21,2479.39
P001396,INV001327,2025-04-19,2809.57
P001397,INV001328,2025-06-28,1046.44
P001398,INV001328,2025-07-07,473.73
P001399,INV001329,2025-07-14,1376.26
P001400,INV001330,2025-08-08,1690.03
P001401,INV001331,2025-10-15,4583.52
P001402,INV001332,2025-10-01,5560.81
P001403,INV001333,2024-07-06,2898.17
P001404,INV001334,2024-08-25,6348.05
P001405,INV001335,2025-05-11,3448.1
P001406,INV001336,2025-07-07,5239.13
P001407,INV001337,2024-04-01,1136.01
P001408,INV001338,2024-05-11,1034.22
P001409,INV001339,2024-06-28,1043.63
P001410,INV001340,2024-08-25,1594.89
P001411,INV001340,2024-08-28,1331.44
P001412,INV001341,2024-09-15,3335.23
P001413,INV001342,2024-12-30,3069.66
P001414,INV001343,2025-04-07,1244.54
P001415,INV001344,2024-07-29,1866.57
P001416,INV001344,2024-08-23,1076.18
P001417,INV001345,2024-11-09,844.84
P001418,INV001346,2024-12-25,3543.1
P001419,INV001347,2025-02-11,2446.61
P001420,INV001348,2025-05-05,2194.77
P001421,INV001349,2025-07-23,2013.48
P001422,INV001351,2025-10-26,3675.51
P001423,INV001352,2025-12-10,3793.13
P001424,INV001352,2025-12-13,1549.98
P001425,INV001353,2024-02-24,10024.28
P001426,INV001354,2024-04-01,17798.49
P001427,INV001355,2024-06-09,7887.95
P001428,INV001356,2024-07-18,19870.87
P001429,INV001356,2024-07-31,13813.05
P001430,INV001357,2024-08-31,5921.83
P001431,INV001357,2024-09-12,3123.94
P001432,INV001358,2024-10-23,14306.25
P001433,INV001359,2024-12-29,17542.73
P001434,INV001359,2025-01-01,12229.38
P001435,INV001360,2025-01-13,8734.77
P001436,INV001361,2025-01-27,6212.34
P001437,INV001361,2025-01-30,6364.63
P001438,INV001362,2025-02-13,13191.42
P001439,INV001363,2025-06-02,6744.91
P001440,INV001363,2025-06-11,5288.07
P001441,INV001364,2025-07-16,4695.46
P001442,INV001364,2025-07-19,4034.28
P001443,INV001365,2025-07-17,3810.09
P001444,INV001365,2025-07-20,2082.93
P001445,INV001366,2025-08-31,4170.24
P001446,INV001367,2025-09-11,11462.0
P001447,INV001368,2025-11-04,14039.57
P001448,INV001368,2025-11-07,6015.75
P001449,INV001369,2025-11-26,6361.32
P001450,INV001371,2024-06-20,1307.2
P001451,INV001371,2024-06-23,1012.91
P001452,INV001372,2025-01-12,661.03
P001453,INV001373,2025-02-27,1159.01
P001454,INV001374,2025-06-22,4376.22
P001455,INV001375,2025-07-15,3099.53
P001456,INV001376,2025-10-14,4533.24
P001457,INV001377,2024-05-12,1450.94
P001458,INV001378,2024-06-21,2782.38
P001459,INV001379,2024-09-06,2191.32
P001460,INV001380,2024-10-14,1347.57
P001461,INV001381,2025-04-17,921.97
P001462,INV001381,2025-04-20,347.63
P001463,INV001382,2025-06-03,473.52
P001464,INV001382,2025-06-06,495.01
P001465,INV001383,2025-06-29,2940.57
P001466,INV001384,2025-09-11,3136.81
P001467,INV001385,2024-03-01,147473.66
P001468,INV001386,2024-03-11,52075.31
P001469,INV001387,2024-03-20,71913.42
P001470,INV001388,2024-04-05,37323.4
P001471,INV001389,2024-04-16,13444.07
P001472,INV001389,2024-04-19,15512.04
P001473,INV001390,2024-04-29,38504.86
P001474,INV001390,2024-05-02,54769.93
P001475,INV001391,2024-05-03,41996.18
P001476,INV001393,2024-07-16,44269.79
P001477,INV001394,2024-07-17,40094.31
P001478,INV001395,2024-08-06,26113.4
P001479,INV001395,2024-08-09,24201.34
P001480,INV001396,2024-08-22,34232.97
P001481,INV001397,2024-09-06,18183.79
P001482,INV001397,2024-09-13,11052.79
P001483,INV001398,2024-11-23,108263.07
P001484,INV001399,2024-12-01,35816.74
P001485,INV001400,2025-01-22,33839.45
P001486,INV001401,2025-02-06,64610.04
P001487,INV001402,2025-02-11,53446.87
P001488,INV001403,2025-03-22,76394.49
P001489,INV001404,2025-04-29,48235.22
P001490,INV001405,2025-06-13,80322.65
P001491,INV001406,2025-06-05,69137.85
P001492,INV001407,2025-07-07,44166.85
P001493,INV001408,2025-07-11,35981.33
P001494,INV001409,2025-07-20,89816.06
P001495,INV001410,2025-08-12,29302.97
P001496,INV001410,2025-08-15,25687.2
P001497,INV001411,2025-08-12,186470.86
P001498,INV001412,2025-08-15,44190.38
P001499,INV001413,2025-09-24,50400.77
P001500,INV001413,2025-09-27,26615.06
P001501,INV001414,2025-10-20,105301.34
P001502,INV001415,2025-10-18,78604.94
P001503,INV001416,2025-10-28,31321.8
P001504,INV001417,2025-11-15,44148.21
P001505,INV001418,2025-12-17,85942.62
P001506,INV001426,2024-02-20,1152.57
P001507,INV001426,2024-02-23,1207.57
P001508,INV001427,2024-06-13,2851.45
P001509,INV001428,2025-04-12,1744.21
P001510,INV001429,2025-07-24,788.05
P001511,INV001430,2025-12-19,3057.67
P001512,INV001432,2024-04-20,12545.17
P001513,INV001433,2024-04-12,19405.96
P001514,INV001434,2024-05-25,10504.51
P001515,INV001435,2024-06-08,7426.08
P001516,INV001436,2024-11-15,11481.44
P001517,INV001436,2024-11-18,8365.9
P001518,INV001437,2024-11-21,7373.46
P001519,INV001438,2025-04-24,6548.13
P001520,INV001439,2025-05-09,17094.74
P001521,INV001440,2025-09-14,52198.73
P001522,INV001441,2025-09-20,13169.83
P001523,INV001442,2024-08-09,2825.57
P001524,INV001443,2024-08-22,2227.72
P001525,INV001444,2024-09-15,972.44
P001526,INV001446,2024-10-04,4699.55
P001527,INV001447,2024-10-17,1158.65
P001528,INV001447,2024-10-20,725.65
P001529,INV001448,2024-12-04,3054.72
P001530,INV001449,2025-04-28,2298.2
P001531,INV001450,2025-10-27,4449.05
P001532,INV001451,2024-02-29,77990.11
P001533,INV001452,2024-04-09,21637.47
P001534,INV001452,2024-04-15,18171.92
P001535,INV001453,2024-07-16,111100.67
P001536,INV001454,2024-09-25,45741.71
P001537,INV001455,2024-11-12,69087.42
P001538,INV001456,2024-12-07,25305.33
P001539,INV001457,2025-02-01,66407.95
P001540,INV001458,2025-04-20,48136.87
P001541,INV001459,2025-05-15,42777.31
P001542,INV001460,2025-06-05,29008.06
P001543,INV001461,2025-06-19,78476.32
P001544,INV001462,2025-07-08,108302.36
P001545,INV001463,2025-07-30,34259.01
P001546,INV001464,2025-08-20,33769.89
P001547,INV001464,2025-08-23,25418.66
P001548,INV001465,2025-10-03,39648.2
P001549,INV001466,2025-10-18,52543.22
P001550,INV001470,2024-04-07,2269.73
P001551,INV001471,2024-09-16,3404.83
P001552,INV001472,2024-09-19,2750.83
P001553,INV001473,2024-11-17,1859.57
P001554,INV001473,2024-11-20,834.9
P001555,INV001474,2024-12-17,2458.86
P001556,INV001475,2024-12-22,1080.59
P001557,INV001476,2025-04-03,3696.84
P001558,INV001477,2025-05-01,1327.49
P001559,INV001478,2025-09-02,1850.71
P001560,INV001479,2025-11-09,5504.34
P001561,INV001480,2025-12-09,820.9
P001562,INV001481,2024-01-18,1654.08
P001563,INV001482,2024-05-21,2285.2
P001564,INV001483,2024-06-23,2898.8
P001565,INV001483,2024-06-26,3823.27
P001566,INV001484,2024-06-17,2625.12
P001567,INV001485,2024-07-15,3418.29
P001568,INV001486,2024-12-23,1499.22
P001569,INV001486,2024-12-28,2168.58
P001570,INV001487,2025-05-29,3373.88
P001571,INV001488,2025-08-06,3113.45
P001572,INV001489,2025-08-23,2292.84
P001573,INV001490,2025-11-15,1355.63
P001574,INV001491,2024-03-07,11397.96
P001575,INV001492,2024-03-06,9518.69
P001576,INV001492,2024-03-09,7021.09
P001577,INV001493,2024-06-29,21471.13
P001578,INV001494,2024-08-24,7497.83
P001579,INV001494,2024-08-27,7766.36
P001580,INV001495,2024-08-25,10873.95
P001581,INV001495,2024-08-28,4263.29
P001582,INV001496,2024-09-07,16868.34
P001583,INV001497,2024-10-08,6395.65
P001584,INV001497,2024-10-11,4520.15
P001585,INV001498,2024-11-05,22090.24
P001586,INV001499,2024-12-27,9480.96
P001587,INV001500,2025-01-09,14176.31
P001588,INV001501,2025-03-09,4305.14
P001589,INV001501,2025-03-12,5894.17
P001590,INV001502,2025-05-21,4042.61
P001591,INV001502,2025-05-24,1809.4
P001592,INV001503,2025-07-13,4552.06
P001593,INV001503,2025-07-16,2122.18
P001594,INV001504,2025-10-06,8472.36
P001595,INV001505,2025-12-20,3544.37
P001596,INV001507,2024-02-08,3697.12
P001597,INV001508,2024-02-09,2744.73
P001598,INV001509,2024-02-20,2939.72
P001599,INV001510,2024-03-09,2263.25
P001600,INV001511,2024-11-22,2156.78
P001601,INV001512,2025-01-20,2940.23
P001602,INV001513,2025-08-09,1735.75
P001603,INV001514,2024-06-19,28293.01
P001604,INV001515,2024-06-19,41705.46
P001605,INV001516,2024-06-30,84088.07
P001606,INV001517,2024-06-27,79875.11
P001607,INV001518,2024-07-03,56518.33
P001608,INV001519,2024-08-12,41086.61
P001609,INV001520,2024-08-20,19822.77
P001610,INV001521,2024-12-08,79107.91
P001611,INV001522,2024-12-21,54316.61
P001612,INV001523,2025-01-15,102920.55
P001613,INV001524,2025-01-07,29794.03
P001614,INV001525,2025-01-21,39821.86
P001615,INV001526,2025-02-27,38238.72
P001616,INV001527,2025-03-09,68137.61
P001617,INV001528,2025-03-10,55655.2
P001618,INV001529,2025-04-03,44120.07
P001619,INV001530,2025-04-08,17692.45
P001620,INV001530,2025-04-11,13594.25
P001621,INV001531,2025-06-09,88411.71
P001622,INV001532,2025-07-04,49968.68
P001623,INV001533,2025-07-22,43892.16
P001624,INV001535,2025-08-03,47513.15
P001625,INV001536,2025-09-01,23490.51
P001626,INV001536,2025-09-04,20179.0
P001627,INV001537,2025-09-08,31540.15
P001628,INV001538,2025-10-27,41841.78
P001629,INV001539,2025-10-27,45981.91
P001630,INV001540,2025-11-09,64948.66
P001631,INV001541,2025-12-09,63363.05
P001632,INV001542,2025-12-16,24734.57
P001633,INV001544,2024-07-03,6661.9
P001634,INV001545,2024-07-07,11970.9
P001635,INV001546,2024-09-29,11004.23
P001636,INV001547,2025-02-07,16101.45
P001637,INV001548,2025-02-04,26198.09
P001638,INV001549,2025-03-15,7785.23
P001639,INV001550,2025-03-29,7354.27
P001640,INV001551,2025-06-08,5690.92
P001641,INV001552,2025-07-10,11616.53
P001642,INV001553,2025-07-19,6080.95
P001643,INV001554,2025-09-27,10346.07
P001644,INV001555,2025-11-19,14352.72
P001645,INV001557,2024-03-28,21158.21
P001646,INV001559,2024-06-22,6126.71
P001647,INV001560,2024-07-26,5686.42
P001648,INV001561,2024-08-17,20533.0
P001649,INV001563,2024-11-17,8243.26
P001650,INV001564,2024-12-28,5567.29
P001651,INV001565,2025-01-14,16357.14
P001652,INV001566,2025-01-24,12332.23
P001653,INV001567,2025-02-03,13916.8
P001654,INV001568,2025-06-10,11210.67
P001655,INV001569,2025-08-07,14308.83
P001656,INV001570,2025-10-29,7660.8
P001657,INV001572,2024-03-05,1556.52
P001658,INV001573,2024-04-27,1525.96
P001659,INV001574,2024-07-12,2361.97
P001660,INV001575,2025-01-27,965.2
P001661,INV001576,2025-02-11,3072.85
P001662,INV001577,2025-08-08,1667.85
P001663,INV001578,2025-09-09,5154.12
P001664,INV001579,2025-09-19,3891.5
P001665,INV001580,2025-12-01,2303.0
P001666,INV001581,2024-05-26,1337.76
P001667,INV001583,2024-08-11,1566.19
P001668,INV001584,2024-09-22,2375.87
P001669,INV001585,2024-11-13,5284.03
P001670,INV001586,2025-03-31,2215.13
P001671,INV001587,2024-07-21,991.19
P001672,INV001588,2024-08-07,5362.42
P001673,INV001589,2024-10-07,3279.43
P001674,INV001590,2024-12-23,3118.43
P001675,INV001591,2025-01-24,4115.37
P001676,INV001592,2025-02-24,847.59
P001677,INV001592,2025-02-28,902.81
P001678,INV001593,2025-11-12,1901.83
P001679,INV001594,2025-11-23,1394.83
P001680,INV001594,2025-11-26,1260.45
P001681,INV001595,2025-12-26,3197.96
P001682,INV001597,2024-05-12,3102.42
P001683,INV001598,2024-07-22,18914.52
P001684,INV001599,2024-09-25,7347.21
P001685,INV001600,2024-10-16,17605.28
P001686,INV001601,2024-10-26,13813.41
P001687,INV001602,2024-11-13,8167.78
P001688,INV001603,2024-11-14,8914.32
P001689,INV001603,2024-11-17,7850.32
P001690,INV001604,2024-11-29,5312.4
P001691,INV001605,2024-11-26,5372.04
P001692,INV001605,2024-11-29,3938.94
P001693,INV001606,2025-03-03,8214.62
P001694,INV001607,2025-03-08,8903.32
P001695,INV001608,2025-07-04,9237.72
P001696,INV001609,2025-10-02,8644.05
P001697,INV001610,2025-10-28,3317.74
P001698,INV001610,2025-10-31,4847.49
P001699,INV001611,2025-12-01,15278.97
P001700,INV001612,2025-12-24,17236.65
P001701,INV001613,2024-02-01,5039.07
P001702,INV001614,2024-04-16,4954.42
P001703,INV001615,2024-04-30,6203.45
P001704,INV001616,2024-07-13,2008.24
P001705,INV001617,2025-01-01,4206.52
P001706,INV001618,2025-03-07,3011.14
P001707,INV001618,2025-03-10,1998.26
P001708,INV001619,2025-03-11,1980.54
P001709,INV001620,2025-05-12,981.54
P001710,INV001621,2025-08-08,3336.73
P001711,INV001622,2025-12-30,2572.58
P001712,INV001624,2024-02-09,8249.79
P001713,INV001625,2024-06-17,16871.39
P001714,INV001626,2024-09-14,6952.2
P001715,INV001627,2024-09-20,7373.91
P001716,INV001628,2024-10-19,11005.73
P001717,INV001628,2024-10-22,5531.21
P001718,INV001629,2024-11-30,13303.44
P001719,INV001630,2024-12-26,19370.93
P001720,INV001631,2025-03-02,21607.69
P001721,INV001632,2025-04-07,9377.37
P001722,INV001633,2025-04-24,15994.01
P001723,INV001634,2025-06-10,8795.6
P001724,INV001635,2025-07-17,15543.19
P001725,INV001636,2025-08-21,19629.29
P001726,INV001637,2025-09-02,4877.15
P001727,INV001637,2025-09-05,2739.55
P001728,INV001638,2025-09-04,17296.34
P001729,INV001639,2025-12-12,10783.96
P001730,INV001641,2024-03-09,16516.84
P001731,INV001642,2024-05-20,6588.45
P001732,INV001643,2024-06-05,9736.9
P001733,INV001644,2024-07-14,6051.2
P001734,INV001645,2024-08-04,9386.58
P001735,INV001646,2024-08-21,13088.04
P001736,INV001647,2024-08-23,14754.58
P001737,INV001648,2024-09-19,9450.17
P001738,INV001648,2024-09-22,5354.94
P001739,INV001649,2024-09-30,12581.29
P001740,INV001650,2024-10-08,7016.61
P001741,INV001650,2024-10-17,3675.86
P001742,INV001651,2024-10-23,13886.87
P001743,INV001652,2025-06-29,7707.68
P001744,INV001653,2025-06-21,16089.7
P001745,INV001654,2025-08-06,6805.06
P001746,INV001654,2025-08-25,5058.82
P001747,INV001655,2025-09-26,9859.16
P001748,INV001656,2025-10-17,6999.22
P001749,INV001657,2025-11-09,8402.94
P001750,INV001658,2025-11-06,9137.54
P001751,INV001660,2024-02-15,1689.37
P001752,INV001661,2024-04-07,4314.35
P001753,INV001662,2024-05-09,7272.92
P001754,INV001663,2024-06-22,1414.58
P001755,INV001664,2024-12-23,2161.88
P001756,INV001665,2025-01-20,1239.48
P001757,INV001666,2025-05-21,2117.15
P001758,INV001667,2025-11-13,5558.28
P001759,INV001668,2024-03-05,11200.21
P001760,INV001669,2024-03-31,17824.62
P001761,INV001670,2024-04-04,21560.0
P001762,INV001671,2024-05-02,8047.7
P001763,INV001671,2024-05-05,4064.2
P001764,INV001672,2024-08-01,7098.31
P001765,INV001673,2024-09-23,7184.21
P001766,INV001674,2024-11-03,13105.06
P001767,INV001675,2024-11-13,12828.24
P001768,INV001676,2024-11-17,23069.61
P001769,INV001677,2025-05-17,6245.77
P001770,INV001678,2025-07-06,5499.44
P001771,INV001679,2024-01-23,1997.66
P001772,INV001680,2024-02-23,3624.25
P001773,INV001681,2024-03-18,1812.19
P001774,INV001682,2024-04-15,2613.94
P001775,INV001683,2024-12-03,872.83
P001776,INV001684,2025-01-27,3417.86
P001777,INV001685,2025-07-16,2953.27
P001778,INV001686,2025-09-24,1811.82
P001779,INV001687,2025-10-09,3952.01
P001780,INV001688,2024-04-01,6589.61
P001781,INV001689,2024-06-10,3637.43
P001782,INV001689,2024-06-16,2123.1
P001783,INV001690,2024-08-21,8735.77
P001784,INV001691,2024-10-24,12841.82
P001785,INV001692,2024-10-31,11225.02
P001786,INV001693,2024-11-16,5851.86
P001787,INV001694,2024-12-22,18361.39
P001788,INV001695,2024-12-28,10897.7
P001789,INV001696,2024-12-26,10345.78
P001790,INV001696,2024-12-29,7949.35
P001791,INV001697,2025-02-08,17707.05
P001792,INV001698,2025-02-19,20020.2
P001793,INV001699,2025-04-15,13761.93
P001794,INV001700,2025-04-21,8722.43
P001795,INV001701,2025-05-30,17923.49
P001796,INV001702,2025-11-11,18461.86
P001797,INV001703,2025-12-20,18907.02
P001798,INV001707,2024-04-11,24087.89
P001799,INV001708,2024-06-13,57566.87
P001800,INV001709,2024-06-23,51839.69
P001801,INV001710,2024-06-22,49476.16
P001802,INV001711,2024-07-20,39092.22
P001803,INV001712,2024-09-05,48882.69
P001804,INV001713,2024-09-05,44588.83
P001805,INV001714,2024-10-11,50178.95
P001806,INV001715,2024-11-17,60362.64
P001807,INV001716,2024-11-30,53223.01
P001808,INV001718,2025-01-30,36768.7
P001809,INV001719,2025-03-22,81007.64
P001810,INV001720,2025-03-21,52930.32
P001811,INV001721,2025-05-03,23356.4
P001812,INV001721,2025-05-06,13134.53
P001813,INV001722,2025-05-14,39744.39
P001814,INV001723,2025-05-30,83144.39
P001815,INV001724,2025-07-08,36031.81
P001816,INV001725,2025-07-20,57975.22
P001817,INV001726,2025-08-17,17505.46
P001818,INV001726,2025-08-20,9013.01
P001819,INV001727,2025-08-14,22926.51
P001820,INV001727,2025-08-19,32576.06
P001821,INV001728,2025-09-01,26800.02
P001822,INV001728,2025-09-04,34297.73
P001823,INV001729,2025-08-30,90017.95
P001824,INV001730,2025-10-04,56812.94
P001825,INV001731,2025-11-05,47833.94
P001826,INV001731,2025-11-08,15993.61
P001827,INV001735,2024-04-16,2591.93
P001828,INV001736,2024-06-30,1248.91
P001829,INV001737,2024-07-13,3134.24
P001830,INV001738,2024-09-02,4451.39
P001831,INV001739,2025-03-15,1899.96
P001832,INV001739,2025-03-18,1512.88
P001833,INV001740,2025-11-21,1947.73
P001834,INV001741,2024-03-10,52046.88
P001835,INV001742,2024-03-26,46827.14
P001836,INV001743,2024-04-02,46915.39
P001837,INV001744,2024-04-13,59043.19
P001838,INV001745,2024-05-30,39916.64
P001839,INV001746,2024-07-27,13060.06
P001840,INV001746,2024-07-30,17659.62
P001841,INV001747,2024-08-09,55677.74
P001842,INV001748,2024-08-11,26559.61
P001843,INV001748,2024-08-14,13980.97
P001844,INV001749,2024-08-20,36956.36
P001845,INV001750,2024-08-18,32682.59
P001846,INV001751,2024-08-30,20848.07
P001847,INV001751,2024-09-02,25850.6
P001848,INV001752,2024-09-21,25563.62
P001849,INV001753,2024-10-13,89959.66
P001850,INV001754,2024-10-24,50745.77
P001851,INV001755,2024-10-14,22009.81
P001852,INV001755,2024-10-17,7727.74
P001853,INV001756,2024-11-15,43997.65
P001854,INV001757,2024-11-20,44086.72
P001855,INV001758,2024-11-30,61818.81
P001856,INV001759,2024-12-30,99280.2
P001857,INV001760,2025-01-30,39193.37
P001858,INV001761,2025-02-11,25310.91
P001859,INV001761,2025-02-19,19314.06
P001860,INV001762,2025-02-17,53368.76
P001861,INV001763,2025-04-11,11994.42
P001862,INV001763,2025-04-14,11143.99
P001863,INV001764,2025-07-15,48753.93
P001864,INV001765,2025-07-28,30117.76
P001865,INV001765,2025-07-31,13113.41
P001866,INV001766,2025-08-01,98727.72
P001867,INV001767,2025-08-11,47401.79
P001868,INV001768,2025-09-05,43384.45
P001869,INV001769,2025-10-10,42768.25
P001870,INV001770,2025-10-29,28867.04
P001871,INV001771,2025-12-09,19389.45
P001872,INV001771,2025-12-12,27364.97
P001873,INV001773,2024-05-03,4662.8
P001874,INV001773,2024-05-07,2767.05
P001875,INV001774,2024-05-27,8126.7
P001876,INV001775,2024-06-02,17876.65
P001877,INV001776,2024-06-21,12778.31
P001878,INV001777,2024-06-23,6519.83
P001879,INV001778,2024-06-28,8573.6
P001880,INV001779,2024-08-11,12762.65
P001881,INV001780,2024-09-01,9237.7
P001882,INV001781,2024-09-30,10638.76
P001883,INV001782,2024-10-08,6697.71
P001884,INV001783,2024-10-21,6033.44
P001885,INV001784,2025-02-15,7201.14
P001886,INV001785,2025-06-14,7956.47
P001887,INV001786,2025-08-13,5784.08
P001888,INV001787,2025-10-06,11430.82
P001889,INV001788,2025-12-31,5563.95
P001890,INV001789,2024-02-15,9505.64
P001891,INV001789,2024-02-18,4895.76
P001892,INV001790,2024-04-21,18349.91
P001893,INV001791,2024-04-17,29083.79
P001894,INV001792,2024-06-19,5706.74
P001895,INV001793,2024-06-15,25471.34
P001896,INV001794,2024-07-08,8954.29
P001897,INV001795,2024-08-10,14057.02
P001898,INV001796,2024-09-03,13542.48
P001899,INV001797,2024-12-20,8333.31
P001900,INV001798,2024-12-30,10284.81
P001901,INV001799,2025-02-12,9798.08
P001902,INV001800,2025-02-18,12959.27
P001903,INV001801,2025-10-05,9105.04
P001904,INV001802,2025-11-19,17476.05
P001905,INV001803,2025-11-25,25361.65
P001906,INV001804,2025-12-01,10544.41
P001907,INV001805,2024-04-09,4279.86
P001908,INV001806,2025-04-18,2164.22
P001909,INV001807,2025-05-23,2875.54
P001910,INV001808,2025-11-27,4679.21
P001911,INV001809,2025-12-02,3265.71
P001912,INV001810,2025-12-09,4132.79
P001913,INV001811,2025-12-25,1251.44
P001914,INV001812,2024-01-23,3014.29
P001915,INV001813,2024-05-24,1386.31
P001916,INV001814,2024-06-13,1688.95
P001917,INV001815,2024-07-28,250.85
P001918,INV001815,2024-07-31,239.54
P001919,INV001816,2024-10-28,1982.5
P001920,INV001817,2024-11-26,2039.03
P001921,INV001818,2025-03-28,3486.61
P001922,INV001819,2025-05-29,1374.5
P001923,INV001820,2025-07-17,3245.03
P001924,INV001821,2025-09-01,2056.37
P001925,INV001822,2025-10-02,2287.96
P001926,INV001823,2025-11-25,2486.23
P001927,INV001824,2024-02-12,16158.65
P001928,INV001825,2024-05-16,7619.71
P001929,INV001826,2024-05-08,6450.74
P001930,INV001827,2024-07-02,11144.24
P001931,INV001827,2024-07-05,8655.25
P001932,INV001828,2024-07-17,6844.68
P001933,INV001828,2024-07-27,6306.43
P001934,INV001829,2024-08-04,20840.89
P001935,INV001830,2024-09-22,10151.36
P001936,INV001831,2025-01-23,7462.8
P001937,INV001832,2025-05-27,26084.26
P001938,INV001833,2025-06-19,15619.0
P001939,INV001834,2025-07-25,8886.75
P001940,INV001835,2025-09-25,11775.13
P001941,INV001836,2025-10-11,13205.46
P001942,INV001837,2025-11-11,8231.61
P001943,INV001838,2025-12-04,14505.69
P001944,INV001839,2025-12-30,3858.47
P001945,INV001839,2025-12-31,3166.53
P001946,INV001841,2024-04-22,2537.54
P001947,INV001842,2024-11-21,1705.73
P001948,INV001843,2025-02-26,2162.55
P001949,INV001844,2025-03-15,1830.95
P001950,INV001845,2025-09-04,2592.97
P001951,INV001846,2025-09-23,1368.82
P001952,INV001847,2025-10-24,1217.18
P001953,INV001848,2024-01-25,720.83
P001954,INV001849,2024-02-24,2737.14
P001955,INV001850,2024-04-24,1783.04
P001956,INV001850,2024-04-28,838.44
P001957,INV001852,2024-10-16,3617.06
P001958,INV001853,2024-11-13,1874.11
P001959,INV001854,2025-03-03,3705.81
P001960,INV001855,2025-03-03,1636.14
P001961,INV001856,2025-08-10,1668.36
P001962,INV001857,2025-10-05,918.32
P001963,INV001857,2025-10-08,1084.18
P001964,INV001858,2024-01-28,7346.76
P001965,INV001859,2024-03-03,5801.15
P001966,INV001859,2024-03-06,4653.05
P001967,INV001860,2025-01-11,6013.16
P001968,INV001861,2025-03-12,12877.65
P001969,INV001862,2025-04-03,8829.8
P001970,INV001863,2025-04-19,9267.87
P001971,INV001864,2025-09-28,14134.51
P001972,INV001865,2025-11-26,11107.89
P001973,INV001866,2024-02-24,15273.15
P001974,INV001867,2024-03-10,9740.02
P001975,INV001868,2024-03-27,12345.31
P001976,INV001869,2024-05-27,13722.31
P001977,INV001870,2024-06-16,25731.87
P001978,INV001871,2024-07-27,20418.91
P001979,INV001872,2024-08-03,10842.61
P001980,INV001873,2024-10-30,8711.42
P001981,INV001874,2024-11-12,27034.52
P001982,INV001875,2025-01-26,9086.27
P001983,INV001876,2025-05-26,6915.74
P001984,INV001876,2025-06-10,9902.86
P001985,INV001877,2025-05-31,12366.52
P001986,INV001878,2025-06-21,6383.8
P001987,INV001878,2025-07-03,5799.15
P001988,INV001879,2025-07-24,17575.67
P001989,INV001880,2025-07-29,10929.64
P001990,INV001881,2025-08-26,3102.89
P001991,INV001881,2025-08-29,1326.85
P001992,INV001882,2025-08-25,12252.77
P001993,INV001883,2025-09-15,4485.04
P001994,INV001884,2025-09-23,21351.3
P001995,INV001885,2025-09-20,4263.43
P001996,INV001885,2025-09-23,3153.88
P001997,INV001886,2025-12-04,5176.97
P001998,INV001887,2025-12-31,15512.13
