employee_id,hire_month,department,channel,level,comp_ratio,manager_span,overtime_hours_monthly,avg_engagement_score,tenure_months,months_observable,terminated_voluntary
EMP-00575,2024-07,Warehouse & Ops,Internal Transfer,Entry,0.867,10,21.0,64.8,17,17,No
EMP-00576,2024-07,Warehouse & Ops,Internal Transfer,Senior,0.871,5,13.7,87.4,17,17,No
EMP-00577,2024-11,Warehouse & Ops,Internal Transfer,Entry,0.916,10,17.4,55.4,9,13,Yes
EMP-00578,2024-11,Warehouse & Ops,Internal Transfer,Entry,0.93,10,9.1,65.5,1,13,Yes
EMP-00579,2024-12,Warehouse & Ops,Internal Transfer,Mid,1.104,8,17.8,61.7,12,12,No
EMP-00580,2025-01,Warehouse & Ops,Internal Transfer,Entry,0.945,14,5.7,61.2,11,11,No
EMP-00581,2025-05,Warehouse & Ops,Internal Transfer,Entry,0.984,12,15.2,67.4,6,7,Yes
EMP-00582,2025-05,Warehouse & Ops,Internal Transfer,Mid,1.012,11,17.6,68.6,7,7,No
EMP-00583,2025-06,Warehouse & Ops,Internal Transfer,Manager,1.193,7,12.3,56.7,6,6,No
EMP-00584,2025-06,Warehouse & Ops,Internal Transfer,Senior,1.047,7,12.0,44.4,6,6,No
EMP-00585,2025-09,Warehouse & Ops,Internal Transfer,Mid,0.852,8,27.7,67.7,1,3,Yes
EMP-00586,2025-10,Warehouse & Ops,Internal Transfer,Mid,0.955,8,11.9,82.0,2,2,No
EMP-00587,2025-11,Warehouse & Ops,Internal Transfer,Entry,1.026,11,3.6,51.2,1,1,No
EMP-00588,2025-12,Warehouse & Ops,Internal Transfer,Entry,0.928,6,12.3,58.3,1,1,No
EMP-00589,2024-01,Engineering,Job Board,Mid,1.046,7,2.4,79.0,23,23,No
EMP-00590,2024-01,Engineering,Job Board,Senior,0.982,7,1.1,77.8,23,23,No
EMP-00591,2024-02,Engineering,Job Board,Entry,0.869,9,7.9,70.1,22,22,No
EMP-00592,2024-02,Engineering,Job Board,Entry,0.915,7,0.0,74.3,1,22,Yes
EMP-00593,2024-02,Engineering,Job Board,Senior,0.925,6,0.0,67.6,22,22,No
EMP-00594,2024-03,Engineering,Job Board,Entry,1.085,9,4.9,35.4,1,21,Yes
EMP-00595,2024-03,Engineering,Job Board,Manager,1.109,6,3.7,51.0,21,21,No
EMP-00596,2024-03,Engineering,Job Board,Entry,0.862,4,0.0,75.5,21,21,No
EMP-00597,2024-04,Engineering,Job Board,Manager,1.134,6,0.0,83.8,3,20,Yes
EMP-00598,2024-04,Engineering,Job Board,Mid,0.877,3,0.0,64.9,5,20,Yes
EMP-00599,2024-05,Engineering,Job Board,Entry,1.079,5,0.7,83.2,2,19,Yes
EMP-00600,2024-05,Engineering,Job Board,Entry,1.022,5,3.2,31.6,3,19,Yes
EMP-00601,2024-05,Engineering,Job Board,Entry,1.023,8,5.2,73.4,1,19,Yes
EMP-00602,2024-06,Engineering,Job Board,Mid,0.951,11,0.7,37.0,18,18,No
EMP-00603,2024-06,Engineering,Job Board,Senior,0.965,6,7.4,67.4,18,18,No
EMP-00604,2024-07,Engineering,Job Board,Entry,0.956,3,7.5,84.2,2,17,Yes
EMP-00605,2024-07,Engineering,Job Board,Entry,0.839,11,8.5,46.2,17,17,No
EMP-00606,2024-08,Engineering,Job Board,Senior,1.061,10,9.2,64.4,16,16,No
EMP-00607,2024-08,Engineering,Job Board,Senior,0.944,12,4.6,48.8,3,16,Yes
EMP-00608,2024-08,Engineering,Job Board,Senior,1.095,7,4.1,55.8,16,16,No
EMP-00609,2024-09,Engineering,Job Board,Entry,0.939,3,0.9,68.2,15,15,No
EMP-00610,2024-09,Engineering,Job Board,Entry,1.043,8,7.6,67.0,15,15,No
EMP-00611,2024-09,Engineering,Job Board,Mid,0.939,4,3.2,85.2,15,15,No
EMP-00612,2024-10,Engineering,Job Board,Entry,0.905,10,7.3,77.2,14,14,No
EMP-00613,2024-10,Engineering,Job Board,Entry,1.128,8,11.5,63.7,14,14,No
EMP-00614,2024-10,Engineering,Job Board,Manager,0.975,6,7.0,37.2,14,14,No
EMP-00615,2024-11,Engineering,Job Board,Entry,1.08,5,1.0,34.5,3,13,Yes
EMP-00616,2024-12,Engineering,Job Board,Entry,1.004,6,5.9,97.9,12,12,No
EMP-00617,2024-12,Engineering,Job Board,Mid,0.873,6,9.0,74.8,1,12,Yes
EMP-00618,2024-12,Engineering,Job Board,Entry,0.993,6,1.6,61.1,12,12,No
EMP-00619,2024-12,Engineering,Job Board,Mid,0.928,5,9.7,62.2,12,12,No
EMP-00620,2025-01,Engineering,Job Board,Entry,0.946,3,10.9,62.6,10,11,Yes
EMP-00621,2025-01,Engineering,Job Board,Entry,1.002,4,4.5,63.1,3,11,Yes
EMP-00622,2025-02,Engineering,Job Board,Entry,0.832,5,11.5,96.1,10,10,No
EMP-00623,2025-02,Engineering,Job Board,Entry,0.75,11,2.6,58.2,10,10,Yes
EMP-00624,2025-02,Engineering,Job Board,Senior,1.083,4,0.0,37.7,10,10,No
EMP-00625,2025-03,Engineering,Job Board,Senior,0.914,5,3.4,72.7,8,9,Yes
EMP-00626,2025-03,Engineering,Job Board,Entry,0.854,7,0.0,76.4,9,9,No
EMP-00627,2025-04,Engineering,Job Board,Entry,1.18,9,13.9,80.1,5,8,Yes
EMP-00628,2025-04,Engineering,Job Board,Mid,1.071,5,1.0,40.2,8,8,No
EMP-00629,2025-05,Engineering,Job Board,Mid,1.058,13,9.6,76.2,7,7,No
EMP-00630,2025-05,Engineering,Job Board,Entry,1.077,7,2.8,67.1,7,7,No
EMP-00631,2025-06,Engineering,Job Board,Entry,0.95,8,7.3,68.2,6,6,No
EMP-00632,2025-06,Engineering,Job Board,Entry,0.956,8,2.4,51.5,6,6,No
EMP-00633,2025-07,Engineering,Job Board,Entry,1.056,7,13.0,60.3,5,5,No
EMP-00634,2025-07,Engineering,Job Board,Senior,1.156,6,2.6,69.3,5,5,No
EMP-00635,2025-08,Engineering,Job Board,Entry,0.818,9,4.8,84.1,4,4,No
EMP-00636,2025-08,Engineering,Job Board,Entry,0.828,9,10.1,48.3,4,4,No
EMP-00637,2025-09,Engineering,Job Board,Entry,1.038,8,4.5,58.2,3,3,No
EMP-00638,2025-09,Engineering,Job Board,Mid,1.043,8,0.4,75.5,3,3,No
EMP-00639,2025-10,Engineering,Job Board,Mid,0.967,11,0.6,57.6,2,2,No
EMP-00640,2025-10,Engineering,Job Board,Entry,0.889,9,0.0,63.5,2,2,No
EMP-00641,2025-10,Engineering,Job Board,Manager,1.107,10,7.6,76.5,2,2,No
EMP-00642,2025-11,Engineering,Job Board,Entry,0.999,10,1.7,41.1,1,1,No
EMP-00643,2025-11,Engineering,Job Board,Senior,1.068,4,3.5,68.8,1,1,No
EMP-00644,2025-12,Engineering,Job Board,Mid,0.884,3,6.0,60.4,1,1,No
EMP-00645,2025-12,Engineering,Job Board,Entry,0.906,7,4.5,74.7,1,1,No
EMP-00646,2025-12,Engineering,Job Board,Entry,0.878,3,9.8,76.0,1,1,No
EMP-00647,2024-01,Engineering,Employee Referral,Mid,0.877,3,11.6,66.6,4,23,Yes
EMP-00648,2024-02,Engineering,Employee Referral,Mid,0.937,5,7.2,74.6,22,22,No
EMP-00649,2024-02,Engineering,Employee Referral,Entry,1.061,5,6.3,73.3,22,22,No
EMP-00650,2024-02,Engineering,Employee Referral,Senior,0.863,9,17.5,97.4,22,22,Yes
EMP-00651,2024-03,Engineering,Employee Referral,Entry,1.007,7,1.5,78.0,21,21,No
EMP-00652,2024-04,Engineering,Employee Referral,Entry,0.954,7,0.6,82.7,4,20,Yes
EMP-00653,2024-04,Engineering,Employee Referral,Entry,0.865,8,6.5,82.6,20,20,No
EMP-00654,2024-04,Engineering,Employee Referral,Mid,1.043,7,1.2,52.4,20,20,No
EMP-00655,2024-05,Engineering,Employee Referral,Mid,0.957,5,8.2,44.8,19,19,No
EMP-00656,2024-05,Engineering,Employee Referral,Mid,0.954,13,11.6,87.5,1,19,Yes
EMP-00657,2024-05,Engineering,Employee Referral,Entry,0.886,6,7.0,78.7,19,19,No
EMP-00658,2024-06,Engineering,Employee Referral,Senior,0.971,5,5.3,51.7,18,18,No
EMP-00659,2024-07,Engineering,Employee Referral,Entry,1.072,6,8.6,56.5,17,17,No
EMP-00660,2024-08,Engineering,Employee Referral,Mid,0.966,6,1.7,39.1,2,16,Yes
EMP-00661,2024-08,Engineering,Employee Referral,Senior,0.879,11,2.8,65.1,16,16,No
EMP-00662,2024-09,Engineering,Employee Referral,Entry,0.981,3,5.9,74.3,15,15,No
EMP-00663,2024-10,Engineering,Employee Referral,Entry,0.891,5,0.0,51.3,14,14,No
EMP-00664,2024-10,Engineering,Employee Referral,Senior,0.943,11,5.7,72.0,1,14,Yes
EMP-00665,2024-10,Engineering,Employee Referral,Senior,0.911,4,2.1,82.1,3,14,Yes
EMP-00666,2024-11,Engineering,Employee Referral,Mid,1.116,7,0.4,73.0,13,13,No
EMP-00667,2024-11,Engineering,Employee Referral,Mid,0.986,7,10.5,98.2,13,13,No
EMP-00668,2024-11,Engineering,Employee Referral,Senior,1.02,3,9.3,94.5,13,13,No
EMP-00669,2024-12,Engineering,Employee Referral,Entry,0.993,7,0.0,62.1,12,12,No
EMP-00670,2024-12,Engineering,Employee Referral,Senior,0.963,3,8.0,65.1,5,12,Yes
EMP-00671,2024-12,Engineering,Employee Referral,Entry,1.08,8,0.0,73.2,12,12,No
EMP-00672,2025-01,Engineering,Employee Referral,Entry,1.121,8,5.3,41.0,4,11,Yes
EMP-00673,2025-01,Engineering,Employee Referral,Entry,0.989,3,0.0,50.9,11,11,No
EMP-00674,2025-01,Engineering,Employee Referral,Entry,0.865,7,6.7,73.0,11,11,No
EMP-00675,2025-01,Engineering,Employee Referral,Mid,0.952,9,0.0,54.1,1,11,Yes
EMP-00676,2025-02,Engineering,Employee Referral,Mid,1.107,3,12.0,78.5,7,10,Yes
EMP-00677,2025-03,Engineering,Employee Referral,Entry,0.969,7,1.2,32.9,9,9,No
EMP-00678,2025-03,Engineering,Employee Referral,Entry,1.044,7,3.4,34.8,9,9,No
EMP-00679,2025-04,Engineering,Employee Referral,Entry,0.875,7,1.1,53.1,8,8,No
EMP-00680,2025-04,Engineering,Employee Referral,Manager,0.963,7,8.3,43.5,8,8,No
EMP-00681,2025-05,Engineering,Employee Referral,Senior,1.008,6,1.5,50.1,7,7,No
EMP-00682,2025-06,Engineering,Employee Referral,Mid,0.962,7,12.4,87.3,6,6,No
EMP-00683,2025-06,Engineering,Employee Referral,Senior,1.137,6,13.3,87.2,6,6,No
EMP-00684,2025-06,Engineering,Employee Referral,Entry,0.888,9,5.6,19.5,3,6,Yes
EMP-00685,2025-07,Engineering,Employee Referral,Senior,1.048,7,6.2,65.3,5,5,No
EMP-00686,2025-07,Engineering,Employee Referral,Entry,1.141,3,6.6,75.3,5,5,No
EMP-00687,2025-08,Engineering,Employee Referral,Mid,1.064,8,0.4,53.2,4,4,No
EMP-00688,2025-09,Engineering,Employee Referral,Senior,0.96,9,0.8,57.3,2,3,Yes
EMP-00689,2025-09,Engineering,Employee Referral,Mid,1.0,8,0.0,59.6,3,3,No
EMP-00690,2025-09,Engineering,Employee Referral,Entry,1.045,4,9.8,63.3,3,3,No
EMP-00691,2025-10,Engineering,Employee Referral,Senior,0.997,9,9.1,62.4,2,2,No
EMP-00692,2025-10,Engineering,Employee Referral,Entry,0.953,10,15.6,82.9,2,2,No
EMP-00693,2025-11,Engineering,Employee Referral,Entry,0.896,4,5.4,100.0,1,1,No
EMP-00694,2025-11,Engineering,Employee Referral,Mid,1.086,9,7.9,65.3,1,1,No
EMP-00695,2025-11,Engineering,Employee Referral,Mid,0.945,3,6.4,90.7,1,1,No
EMP-00696,2025-12,Engineering,Employee Referral,Entry,0.881,7,14.2,54.4,1,1,No
EMP-00697,2025-12,Engineering,Employee Referral,Entry,0.995,8,6.0,51.0,1,1,No
EMP-00698,2025-12,Engineering,Employee Referral,Entry,0.895,3,0.0,52.6,1,1,No
EMP-00699,2025-12,Engineering,Employee Referral,Entry,0.907,3,5.6,73.4,1,1,No
EMP-00700,2025-12,Engineering,Employee Referral,Entry,0.917,5,13.1,76.0,1,1,No
EMP-00701,2024-01,Engineering,Agency,Entry,1.045,9,7.5,24.7,3,23,Yes
EMP-00702,2024-01,Engineering,Agency,Mid,1.027,4,10.6,62.3,23,23,No
EMP-00703,2024-02,Engineering,Agency,Entry,1.155,6,8.8,98.4,8,22,Yes
EMP-00704,2024-02,Engineering,Agency,Entry,0.884,3,0.0,71.1,22,22,No
EMP-00705,2024-03,Engineering,Agency,Senior,0.965,7,4.1,61.9,21,21,No
EMP-00706,2024-03,Engineering,Agency,Entry,0.905,4,6.8,93.4,21,21,No
EMP-00707,2024-04,Engineering,Agency,Manager,0.985,5,7.7,64.0,1,20,Yes
EMP-00708,2024-04,Engineering,Agency,Senior,0.925,6,0.0,30.9,20,20,No
EMP-00709,2024-05,Engineering,Agency,Entry,0.981,5,12.6,63.8,19,19,No
EMP-00710,2024-05,Engineering,Agency,Entry,1.01,7,0.0,48.1,19,19,No
EMP-00711,2024-06,Engineering,Agency,Manager,1.1,6,9.3,71.3,18,18,No
EMP-00712,2024-06,Engineering,Agency,Mid,1.02,7,16.6,43.6,2,18,Yes
EMP-00713,2024-07,Engineering,Agency,Manager,0.86,9,0.0,57.7,4,17,Yes
EMP-00714,2024-08,Engineering,Agency,Entry,0.99,7,2.9,33.4,8,16,Yes
EMP-00715,2024-08,Engineering,Agency,Entry,0.934,7,0.0,80.1,16,16,No
EMP-00716,2024-09,Engineering,Agency,Mid,0.98,4,7.6,60.9,15,15,No
EMP-00717,2024-09,Engineering,Agency,Mid,0.984,4,14.7,64.1,15,15,No
EMP-00718,2024-09,Engineering,Agency,Entry,0.955,4,10.5,53.7,15,15,No
EMP-00719,2024-10,Engineering,Agency,Entry,0.973,7,0.6,31.1,14,14,No
EMP-00720,2024-11,Engineering,Agency,Mid,0.977,4,2.8,94.4,13,13,No
EMP-00721,2024-11,Engineering,Agency,Mid,1.043,7,3.8,64.1,6,13,Yes
EMP-00722,2024-12,Engineering,Agency,Entry,0.84,7,5.0,66.9,12,12,No
EMP-00723,2024-12,Engineering,Agency,Senior,1.104,9,10.6,74.9,12,12,No
EMP-00724,2025-01,Engineering,Agency,Mid,0.952,8,12.4,64.6,11,11,No
EMP-00725,2025-02,Engineering,Agency,Entry,1.001,7,5.6,47.3,1,10,Yes
EMP-00726,2025-03,Engineering,Agency,Entry,1.061,5,3.1,63.9,4,9,Yes
EMP-00727,2025-03,Engineering,Agency,Entry,0.872,5,4.4,83.1,9,9,No
EMP-00728,2025-04,Engineering,Agency,Entry,0.938,3,0.0,62.8,8,8,No
EMP-00729,2025-04,Engineering,Agency,Mid,1.041,8,7.9,64.8,1,8,Yes
EMP-00730,2025-04,Engineering,Agency,Entry,1.082,9,5.7,68.2,8,8,No
EMP-00731,2025-05,Engineering,Agency,Mid,0.972,3,0.0,73.2,7,7,No
EMP-00732,2025-05,Engineering,Agency,Mid,1.095,13,8.6,53.7,1,7,Yes
EMP-00733,2025-06,Engineering,Agency,Mid,0.886,10,1.4,68.1,6,6,No
EMP-00734,2025-06,Engineering,Agency,Entry,0.895,3,2.3,67.9,6,6,No
EMP-00735,2025-07,Engineering,Agency,Entry,0.901,7,0.0,65.2,5,5,No
EMP-00736,2025-07,Engineering,Agency,Mid,0.926,11,0.0,34.4,5,5,No
EMP-00737,2025-08,Engineering,Agency,Entry,0.985,11,0.0,59.0,2,4,Yes
EMP-00738,2025-09,Engineering,Agency,Entry,1.108,9,1.6,97.2,3,3,No
EMP-00739,2025-09,Engineering,Agency,Mid,1.044,6,1.8,60.4,3,3,No
EMP-00740,2025-10,Engineering,Agency,Mid,0.916,5,13.6,53.6,2,2,No
EMP-00741,2025-10,Engineering,Agency,Entry,1.049,6,10.0,79.0,2,2,No
EMP-00742,2025-11,Engineering,Agency,Entry,1.058,9,8.7,91.9,1,1,No
EMP-00743,2025-11,Engineering,Agency,Senior,1.095,11,3.1,82.0,1,1,No
EMP-00744,2025-12,Engineering,Agency,Entry,0.828,10,0.0,93.4,1,1,No
EMP-00745,2025-12,Engineering,Agency,Manager,1.012,10,8.1,73.9,1,1,No
EMP-00746,2024-01,Engineering,Campus,Entry,1.021,3,0.0,73.7,23,23,No
EMP-00747,2024-02,Engineering,Campus,Mid,0.988,8,14.4,83.7,3,22,Yes
EMP-00748,2024-03,Engineering,Campus,Mid,1.015,8,4.9,48.2,21,21,No
EMP-00749,2024-04,Engineering,Campus,Entry,0.908,5,7.4,80.2,20,20,No
EMP-00750,2024-05,Engineering,Campus,Mid,1.032,7,10.0,45.1,2,19,Yes
EMP-00751,2024-06,Engineering,Campus,Entry,0.89,6,4.0,40.3,3,18,Yes
EMP-00752,2024-07,Engineering,Campus,Mid,0.852,3,0.0,77.9,8,17,Yes
EMP-00753,2024-08,Engineering,Campus,Manager,0.984,3,5.3,49.4,16,16,No
EMP-00754,2024-09,Engineering,Campus,Entry,1.052,11,3.7,49.3,15,15,No
EMP-00755,2024-10,Engineering,Campus,Mid,1.169,8,0.0,61.4,14,14,No
EMP-00756,2024-11,Engineering,Campus,Entry,0.922,10,13.3,37.8,13,13,No
EMP-00757,2024-12,Engineering,Campus,Manager,1.068,4,3.2,43.7,12,12,No
EMP-00758,2025-01,Engineering,Campus,Mid,0.919,5,2.3,54.5,11,11,No
EMP-00759,2025-02,Engineering,Campus,Mid,0.838,8,5.7,59.8,10,10,No
EMP-00760,2025-02,Engineering,Campus,Mid,0.753,10,0.0,84.9,1,10,Yes
EMP-00761,2025-03,Engineering,Campus,Senior,1.022,3,7.6,52.3,1,9,Yes
EMP-00762,2025-04,Engineering,Campus,Entry,0.991,3,0.0,97.4,8,8,No
EMP-00763,2025-05,Engineering,Campus,Entry,1.091,5,0.0,42.3,2,7,Yes
EMP-00764,2025-06,Engineering,Campus,Mid,0.932,7,0.0,70.3,4,6,Yes
EMP-00765,2025-07,Engineering,Campus,Mid,0.909,7,12.4,82.8,5,5,No
EMP-00766,2025-08,Engineering,Campus,Entry,1.01,3,10.0,70.5,4,4,No
EMP-00767,2025-09,Engineering,Campus,Entry,1.042,7,5.0,58.9,3,3,No
EMP-00768,2025-10,Engineering,Campus,Mid,1.02,3,8.6,86.8,2,2,No
EMP-00769,2025-11,Engineering,Campus,Entry,0.854,6,13.2,70.4,1,1,No
EMP-00770,2025-12,Engineering,Campus,Entry,0.877,13,12.9,55.9,1,1,No
EMP-00771,2024-01,Engineering,Internal Transfer,Mid,1.025,3,0.0,67.6,23,23,No
EMP-00772,2024-01,Engineering,Internal Transfer,Entry,0.835,6,7.0,58.4,23,23,No
EMP-00773,2024-02,Engineering,Internal Transfer,Entry,0.912,6,3.9,47.4,22,22,Yes
EMP-00774,2024-02,Engineering,Internal Transfer,Mid,0.97,9,0.0,58.9,22,22,No
EMP-00775,2024-03,Engineering,Internal Transfer,Mid,0.879,5,0.0,85.6,21,21,No
EMP-00776,2024-03,Engineering,Internal Transfer,Manager,0.931,6,5.3,71.1,6,21,Yes
EMP-00777,2024-04,Engineering,Internal Transfer,Entry,1.102,5,8.5,57.2,20,20,No
EMP-00778,2024-04,Engineering,Internal Transfer,Senior,1.084,6,12.1,63.9,20,20,No
EMP-00779,2024-04,Engineering,Internal Transfer,Entry,0.969,9,0.0,52.2,20,20,No
EMP-00780,2024-05,Engineering,Internal Transfer,Manager,0.932,5,0.0,58.7,19,19,No
EMP-00781,2024-06,Engineering,Internal Transfer,Entry,0.984,11,0.2,44.2,18,18,No
EMP-00782,2024-06,Engineering,Internal Transfer,Entry,0.901,6,5.2,54.5,18,18,No
EMP-00783,2024-07,Engineering,Internal Transfer,Senior,1.115,6,0.0,63.8,2,17,Yes
EMP-00784,2024-07,Engineering,Internal Transfer,Manager,1.025,4,0.8,48.6,17,17,No
EMP-00785,2024-07,Engineering,Internal Transfer,Mid,1.143,10,1.9,69.9,17,17,No
EMP-00786,2024-08,Engineering,Internal Transfer,Entry,0.995,8,0.0,59.3,11,16,Yes
EMP-00787,2024-08,Engineering,Internal Transfer,Entry,0.884,4,18.2,70.7,16,16,No
EMP-00788,2024-08,Engineering,Internal Transfer,Entry,0.89,5,0.0,65.3,16,16,No
EMP-00789,2024-09,Engineering,Internal Transfer,Senior,0.954,8,9.8,33.1,15,15,No
EMP-00790,2024-09,Engineering,Internal Transfer,Entry,0.894,9,0.0,63.0,15,15,No
EMP-00791,2024-10,Engineering,Internal Transfer,Mid,1.073,9,0.1,51.4,8,14,Yes
EMP-00792,2024-10,Engineering,Internal Transfer,Entry,0.903,11,8.7,47.9,14,14,No
EMP-00793,2024-10,Engineering,Internal Transfer,Senior,1.026,6,2.6,79.5,14,14,No
EMP-00794,2024-10,Engineering,Internal Transfer,Mid,0.93,5,1.9,68.7,14,14,No
EMP-00795,2024-11,Engineering,Internal Transfer,Mid,1.067,12,9.1,58.6,13,13,No
EMP-00796,2024-11,Engineering,Internal Transfer,Entry,0.958,3,6.9,43.9,8,13,Yes
EMP-00797,2024-12,Engineering,Internal Transfer,Mid,0.973,3,9.5,72.7,12,12,No
EMP-00798,2024-12,Engineering,Internal Transfer,Senior,0.928,6,8.0,97.5,12,12,No
EMP-00799,2025-01,Engineering,Internal Transfer,Entry,0.919,5,13.2,82.0,11,11,No
EMP-00800,2025-01,Engineering,Internal Transfer,Entry,0.991,10,8.5,55.7,2,11,Yes
EMP-00801,2025-02,Engineering,Internal Transfer,Mid,1.024,11,0.0,73.1,10,10,No
EMP-00802,2025-02,Engineering,Internal Transfer,Entry,1.14,8,4.5,68.2,10,10,No
EMP-00803,2025-03,Engineering,Internal Transfer,Entry,0.999,8,0.0,60.2,9,9,No
EMP-00804,2025-03,Engineering,Internal Transfer,Senior,1.017,5,0.0,53.6,9,9,No
EMP-00805,2025-03,Engineering,Internal Transfer,Mid,0.96,9,2.3,56.7,9,9,No
EMP-00806,2025-04,Engineering,Internal Transfer,Mid,1.068,3,11.3,79.4,8,8,No
EMP-00807,2025-04,Engineering,Internal Transfer,Entry,0.849,8,3.7,60.2,8,8,No
EMP-00808,2025-04,Engineering,Internal Transfer,Entry,0.834,7,9.6,68.8,8,8,No
EMP-00809,2025-05,Engineering,Internal Transfer,Entry,0.926,7,10.9,46.9,7,7,No
EMP-00810,2025-06,Engineering,Internal Transfer,Mid,1.013,6,0.0,80.9,6,6,No
EMP-00811,2025-06,Engineering,Internal Transfer,Entry,0.911,10,0.0,37.7,6,6,No
EMP-00812,2025-06,Engineering,Internal Transfer,Manager,0.95,7,8.1,53.9,6,6,No
EMP-00813,2025-07,Engineering,Internal Transfer,Mid,1.045,5,15.6,84.5,5,5,No
EMP-00814,2025-07,Engineering,Internal Transfer,Senior,0.775,9,3.3,58.3,5,5,No
EMP-00815,2025-08,Engineering,Internal Transfer,Entry,0.99,3,8.0,66.9,1,4,Yes
EMP-00816,2025-09,Engineering,Internal Transfer,Mid,1.099,7,6.7,59.0,3,3,No
EMP-00817,2025-09,Engineering,Internal Transfer,Mid,1.028,9,9.4,61.6,3,3,No
EMP-00818,2025-10,Engineering,Internal Transfer,Entry,0.952,8,3.4,79.0,2,2,No
EMP-00819,2025-10,Engineering,Internal Transfer,Entry,0.855,5,3.5,99.0,2,2,No
EMP-00820,2025-11,Engineering,Internal Transfer,Senior,1.093,5,0.0,58.8,1,1,No
EMP-00821,2025-11,Engineering,Internal Transfer,Mid,1.034,6,12.6,78.3,1,1,No
EMP-00822,2025-11,Engineering,Internal Transfer,Entry,1.18,8,3.9,73.3,1,1,No
EMP-00823,2025-12,Engineering,Internal Transfer,Mid,0.835,5,8.4,68.7,1,1,No
EMP-00824,2024-01,Finance & Accounting,Job Board,Entry,0.987,12,3.4,62.4,23,23,No
EMP-00825,2024-01,Finance & Accounting,Job Board,Entry,0.92,14,3.8,63.6,23,23,No
EMP-00826,2024-02,Finance & Accounting,Job Board,Entry,0.917,11,7.5,60.1,22,22,No
EMP-00827,2024-02,Finance & Accounting,Job Board,Mid,1.021,8,1.5,60.8,22,22,No
EMP-00828,2024-02,Finance & Accounting,Job Board,Entry,1.003,5,3.3,74.1,22,22,No
EMP-00829,2024-03,Finance & Accounting,Job Board,Mid,1.066,7,0.0,52.4,5,21,Yes
EMP-00830,2024-03,Finance & Accounting,Job Board,Entry,0.926,7,0.0,52.8,21,21,No
EMP-00831,2024-04,Finance & Accounting,Job Board,Senior,0.958,4,1.0,61.8,1,20,Yes
EMP-00832,2024-04,Finance & Accounting,Job Board,Mid,0.99,5,8.3,76.3,20,20,No
EMP-00833,2024-05,Finance & Accounting,Job Board,Mid,1.214,9,5.0,74.3,1,19,Yes
EMP-00834,2024-05,Finance & Accounting,Job Board,Mid,1.107,6,1.6,67.2,19,19,No
EMP-00835,2024-06,Finance & Accounting,Job Board,Manager,0.75,6,10.0,33.2,18,18,No
EMP-00836,2024-06,Finance & Accounting,Job Board,Entry,0.895,8,11.1,64.4,2,18,Yes
EMP-00837,2024-06,Finance & Accounting,Job Board,Mid,1.023,9,8.0,59.1,18,18,No
EMP-00838,2024-07,Finance & Accounting,Job Board,Entry,1.127,3,15.3,66.9,17,17,No
EMP-00839,2024-07,Finance & Accounting,Job Board,Mid,1.043,7,8.2,56.3,3,17,Yes
EMP-00840,2024-07,Finance & Accounting,Job Board,Senior,0.844,9,0.0,54.0,17,17,No
EMP-00841,2024-08,Finance & Accounting,Job Board,Mid,1.152,8,0.0,62.5,2,16,Yes
EMP-00842,2024-08,Finance & Accounting,Job Board,Senior,1.005,11,7.5,61.3,16,16,No
EMP-00843,2024-09,Finance & Accounting,Job Board,Senior,0.881,6,8.3,68.2,1,15,Yes
EMP-00844,2024-09,Finance & Accounting,Job Board,Entry,1.034,4,4.0,89.3,14,15,Yes
EMP-00845,2024-09,Finance & Accounting,Job Board,Entry,0.939,7,0.0,68.0,15,15,No
EMP-00846,2024-10,Finance & Accounting,Job Board,Entry,0.799,7,0.0,85.8,14,14,No
EMP-00847,2024-10,Finance & Accounting,Job Board,Entry,0.848,3,16.1,67.0,3,14,Yes
EMP-00848,2024-10,Finance & Accounting,Job Board,Manager,0.85,7,8.1,59.8,11,14,Yes
EMP-00849,2024-11,Finance & Accounting,Job Board,Entry,0.968,6,12.5,56.8,2,13,Yes
EMP-00850,2024-11,Finance & Accounting,Job Board,Entry,0.971,10,8.8,78.2,1,13,Yes
EMP-00851,2024-12,Finance & Accounting,Job Board,Senior,1.185,3,5.7,46.9,12,12,No
EMP-00852,2025-01,Finance & Accounting,Job Board,Entry,0.884,3,2.7,71.2,2,11,Yes
EMP-00853,2025-01,Finance & Accounting,Job Board,Mid,0.804,3,5.2,89.4,5,11,Yes
EMP-00854,2025-01,Finance & Accounting,Job Board,Mid,0.882,3,1.1,47.5,11,11,No
EMP-00855,2025-02,Finance & Accounting,Job Board,Mid,1.051,3,3.4,53.7,2,10,Yes
EMP-00856,2025-02,Finance & Accounting,Job Board,Entry,1.063,7,11.3,65.2,10,10,No
EMP-00857,2025-02,Finance & Accounting,Job Board,Mid,0.782,3,0.0,52.3,10,10,No
EMP-00858,2025-03,Finance & Accounting,Job Board,Entry,1.003,7,10.3,58.0,2,9,Yes
EMP-00859,2025-03,Finance & Accounting,Job Board,Entry,0.874,8,10.4,78.4,9,9,No
EMP-00860,2025-04,Finance & Accounting,Job Board,Entry,0.987,8,8.9,58.6,8,8,No
EMP-00861,2025-04,Finance & Accounting,Job Board,Entry,1.024,7,0.1,22.4,8,8,No
EMP-00862,2025-05,Finance & Accounting,Job Board,Entry,0.955,8,7.9,75.0,1,7,Yes
EMP-00863,2025-05,Finance & Accounting,Job Board,Entry,0.901,10,16.4,79.3,2,7,Yes
