month,region,category,budget_revenue,budget_discount_pct,budget_cogs_pct,actual_revenue,actual_discount_pct,actual_cogs_pct,budget_net_revenue,budget_cogs,budget_profit,actual_net_revenue,actual_cogs,actual_profit,profit_variance
2024-06,South,Office Supplies,146508.08,0.08,0.55,146259.29,0.0613,0.5507,134787.43,74133.09,60654.34,137293.6,75607.59,61686.01,1031.67
2024-07,South,Office Supplies,144740.26,0.08,0.55,156794.63,0.0804,0.5445,133161.04,73238.57,59922.47,144188.34,78510.55,65677.79,5755.32
2024-08,South,Office Supplies,150220.5,0.08,0.55,154784.06,0.0847,0.5525,138202.86,76011.57,62191.29,141673.85,78274.8,63399.05,1207.76
2024-09,South,Office Supplies,154297.54,0.08,0.55,159142.06,0.0804,0.5627,141953.74,78074.56,63879.18,146347.04,82349.48,63997.56,118.38
2024-10,South,Office Supplies,162860.41,0.08,0.55,147231.6,0.087,0.5542,149831.58,82407.37,67424.21,134422.45,74496.92,59925.53,-7498.68
2024-11,South,Office Supplies,193907.75,0.08,0.55,205321.19,0.0811,0.5489,178395.13,98117.32,80277.81,188669.64,103560.77,85108.87,4831.06
2024-12,South,Office Supplies,183322.93,0.08,0.55,188870.81,0.0572,0.5546,168657.1,92761.41,75895.69,178067.4,98756.18,79311.22,3415.53
2025-01,South,Office Supplies,136232.63,0.08,0.55,146462.44,0.0723,0.5623,125334.02,68933.71,56400.31,135873.21,76401.51,59471.7,3071.39
2025-02,South,Office Supplies,134177.54,0.08,0.55,130851.09,0.1018,0.5451,123443.34,67893.84,55549.5,117530.45,64065.85,53464.6,-2084.9
2025-03,South,Office Supplies,145900.39,0.08,0.55,149342.43,0.0754,0.5476,134228.36,73825.6,60402.76,138082.01,75613.71,62468.3,2065.54
2025-04,South,Office Supplies,151590.56,0.08,0.55,170109.76,0.0852,0.5575,139463.32,76704.83,62758.49,155616.41,86756.15,68860.26,6101.77
2025-05,South,Office Supplies,155789.13,0.08,0.55,157833.29,0.0892,0.5406,143326.0,78829.3,64496.7,143754.56,77713.72,66040.84,1544.14
2025-06,South,Office Supplies,160031.9,0.08,0.55,161993.25,0.0881,0.5527,147229.35,80976.14,66253.21,147721.64,81645.75,66075.89,-177.32
2025-07,South,Office Supplies,157998.91,0.08,0.55,162436.35,0.0833,0.5566,145359.0,79947.45,65411.55,148905.4,82880.75,66024.65,613.1
2025-08,South,Office Supplies,163876.91,0.08,0.55,174258.57,0.0943,0.545,150766.76,82921.72,67845.04,157825.99,86015.16,71810.83,3965.79
2025-09,South,Office Supplies,168219.12,0.08,0.55,164230.64,0.0824,0.5495,154761.59,85118.87,69642.72,150698.04,82808.57,67889.47,-1753.25
2025-10,South,Office Supplies,177444.93,0.08,0.55,180089.43,0.0959,0.5345,163249.34,89787.14,73462.2,162818.85,87026.68,75792.17,2329.97
2025-11,South,Office Supplies,211144.0,0.08,0.55,197168.56,0.0841,0.5604,194252.48,106838.86,87413.62,180586.68,101200.78,79385.9,-8027.72
2025-12,South,Office Supplies,199498.48,0.08,0.55,182001.16,0.0739,0.5474,183538.6,100946.23,82592.37,168551.27,92264.97,76286.3,-6306.07
2024-01,South,Personal Care,146341.95,0.11,0.54,140209.06,0.1066,0.5494,130244.34,70331.94,59912.4,125262.77,68819.37,56443.4,-3469.0
2024-02,South,Personal Care,144234.62,0.11,0.54,137898.79,0.1074,0.5513,128368.81,69319.16,59049.65,123088.46,67858.67,55229.79,-3819.86
2024-03,South,Personal Care,156943.61,0.11,0.54,143366.64,0.0997,0.5469,139679.81,75427.1,64252.71,129072.99,70590.02,58482.97,-5769.74
2024-04,South,Personal Care,163174.52,0.11,0.54,152120.39,0.108,0.5347,145225.32,78421.67,66803.65,135691.39,72554.19,63137.2,-3666.45
2024-05,South,Personal Care,167805.43,0.11,0.54,159538.6,0.1095,0.5505,149346.83,80647.29,68699.54,142069.12,78209.05,63860.07,-4839.47
2024-06,South,Personal Care,172488.37,0.11,0.54,174793.93,0.1161,0.548,153514.65,82897.91,70616.74,154500.35,84666.19,69834.16,-782.58
2024-07,South,Personal Care,170407.07,0.11,0.54,173199.69,0.0965,0.5519,151662.29,81897.64,69764.65,156485.92,86364.58,70121.34,356.69
2024-08,South,Personal Care,176859.12,0.11,0.54,184969.61,0.1143,0.5401,157404.62,84998.49,72406.13,163827.58,88483.28,75344.3,2938.17
2024-09,South,Personal Care,181659.14,0.11,0.54,181863.79,0.1182,0.552,161676.63,87305.38,74371.25,160367.49,88522.85,71844.64,-2526.61
2024-10,South,Personal Care,191740.47,0.11,0.54,184543.9,0.1178,0.5287,170649.02,92150.47,78498.55,162804.63,86074.81,76729.82,-1768.73
2024-11,South,Personal Care,228293.44,0.11,0.54,215897.49,0.0943,0.5362,203181.16,109717.83,93463.33,195538.36,104847.67,90690.69,-2772.64
2024-12,South,Personal Care,215831.61,0.11,0.54,222593.4,0.1096,0.532,192090.13,103728.67,88361.46,198197.16,105440.89,92756.27,4394.81
2025-01,South,Personal Care,160390.77,0.11,0.54,159953.97,0.1013,0.5325,142747.79,77083.81,65663.98,143750.63,76547.21,67203.42,1539.44
2025-02,South,Personal Care,157971.25,0.11,0.54,163081.53,0.145,0.5436,140594.41,75920.98,64673.43,139434.71,75796.71,63638.0,-1035.43
2025-03,South,Personal Care,171772.93,0.11,0.54,165324.12,0.1186,0.5437,152877.91,82554.07,70323.84,145716.68,79226.16,66490.52,-3833.32
2025-04,South,Personal Care,178472.13,0.11,0.54,168282.95,0.1048,0.5405,158840.2,85773.71,73066.49,150646.9,81424.65,69222.25,-3844.24
2025-05,South,Personal Care,183415.24,0.11,0.54,180342.43,0.1009,0.5415,163239.56,88149.36,75090.2,162145.88,87801.99,74343.89,-746.31
2025-06,South,Personal Care,188410.38,0.11,0.54,214705.33,0.1022,0.5338,167685.24,90550.03,77135.21,192762.45,102896.6,89865.85,12730.64
2025-07,South,Personal Care,186016.87,0.11,0.54,188072.55,0.1129,0.5467,165555.01,89399.71,76155.3,166839.16,91210.97,75628.19,-527.11
2025-08,South,Personal Care,192937.22,0.11,0.54,192657.53,0.1157,0.5475,171714.13,92725.63,78988.5,170367.05,93275.96,77091.09,-1897.41
2025-09,South,Personal Care,198049.43,0.11,0.54,199891.15,0.1063,0.5434,176263.99,95182.55,81081.44,178642.72,97074.45,81568.27,486.83
2025-10,South,Personal Care,208911.26,0.11,0.54,198901.17,0.1017,0.5372,185931.02,100402.75,85528.27,178672.92,95983.09,82689.83,-2838.44
2025-11,South,Personal Care,248586.19,0.11,0.54,272170.01,0.0908,0.537,221241.71,119470.52,101771.19,247456.97,132884.39,114572.58,12801.39
2025-12,South,Personal Care,234875.57,0.11,0.54,220350.71,0.1195,0.5392,209039.26,112881.2,96158.06,194018.8,104614.94,89403.86,-6754.2
2024-01,South,Outdoor & Sporting,94072.06,0.13,0.6,92350.55,0.1607,0.5954,81842.69,49105.61,32737.08,77509.82,46149.35,31360.47,-1376.61
2024-02,South,Outdoor & Sporting,92717.42,0.13,0.6,91863.02,0.1706,0.5981,80664.16,48398.5,32265.66,76191.19,45569.95,30621.24,-1644.42
2024-03,South,Outdoor & Sporting,100887.06,0.13,0.6,94087.39,0.1369,0.6036,87771.74,52663.04,35108.7,81206.83,49016.44,32190.39,-2918.31
2024-04,South,Outdoor & Sporting,104892.44,0.13,0.6,101865.75,0.1404,0.6019,91256.42,54753.85,36502.57,87563.8,52704.65,34859.15,-1643.42
2024-05,South,Outdoor & Sporting,107869.3,0.13,0.6,103135.08,0.175,0.6005,93846.29,56307.77,37538.52,85086.44,51094.41,33992.03,-3546.49
2024-06,South,Outdoor & Sporting,110879.6,0.13,0.6,112496.39,0.1535,0.5989,96465.25,57879.15,38586.1,95228.19,57032.16,38196.03,-390.07
2024-07,South,Outdoor & Sporting,109541.69,0.13,0.6,106957.84,0.1675,0.5871,95301.27,57180.76,38120.51,89042.4,52276.79,36765.61,-1354.9
2024-08,South,Outdoor & Sporting,113689.22,0.13,0.6,118090.08,0.1911,0.6048,98909.62,59345.77,39563.85,95523.07,57772.35,37750.72,-1813.13
2024-09,South,Outdoor & Sporting,116774.79,0.13,0.6,122626.76,0.1627,0.5961,101594.07,60956.44,40637.63,102675.39,61204.8,41470.59,832.96
2024-10,South,Outdoor & Sporting,123255.31,0.13,0.6,110558.84,0.1794,0.603,107232.12,64339.27,42892.85,90724.58,54706.92,36017.66,-6875.19
2024-11,South,Outdoor & Sporting,146752.42,0.13,0.6,150862.63,0.173,0.5786,127674.61,76604.77,51069.84,124763.4,72188.1,52575.3,1505.46
2024-12,South,Outdoor & Sporting,138741.66,0.13,0.6,139488.89,0.1803,0.6028,120705.24,72423.14,48282.1,114339.04,68923.57,45415.47,-2866.63
2025-01,South,Outdoor & Sporting,103102.98,0.13,0.6,99912.66,0.1795,0.5955,89699.59,53819.75,35879.84,81978.34,48818.1,33160.24,-2719.6
2025-02,South,Outdoor & Sporting,101547.65,0.13,0.6,106571.82,0.1901,0.6015,88346.46,53007.88,35338.58,86312.52,51916.98,34395.54,-943.04
2025-03,South,Outdoor & Sporting,110419.7,0.13,0.6,111694.47,0.1579,0.6096,96065.14,57639.08,38426.06,94057.91,57337.7,36720.21,-1705.85
2025-04,South,Outdoor & Sporting,114726.11,0.13,0.6,109311.42,0.1763,0.6031,99811.72,59887.03,39924.69,90039.82,54303.02,35736.8,-4187.89
2025-05,South,Outdoor & Sporting,117903.65,0.13,0.6,109044.18,0.2093,0.5766,102576.18,61545.71,41030.47,86221.23,49715.16,36506.07,-4524.4
2025-06,South,Outdoor & Sporting,121114.64,0.13,0.6,120491.75,0.182,0.6042,105369.74,63221.84,42147.9,98562.25,59551.31,39010.94,-3136.96
2025-07,South,Outdoor & Sporting,119576.04,0.13,0.6,123024.17,0.1899,0.5917,104031.15,62418.69,41612.46,99661.88,58969.93,40691.95,-920.51
2025-08,South,Outdoor & Sporting,124024.61,0.13,0.6,118830.23,0.1999,0.6019,107901.41,64740.85,43160.56,95076.07,57226.29,37849.78,-5310.78
2025-09,South,Outdoor & Sporting,127310.86,0.13,0.6,140224.34,0.1839,0.5922,110760.45,66456.27,44304.18,114437.08,67769.64,46667.44,2363.26
2025-10,South,Outdoor & Sporting,134293.09,0.13,0.6,121141.54,0.1857,0.6,116834.99,70100.99,46734.0,98645.56,59187.34,39458.22,-7275.78
2025-11,South,Outdoor & Sporting,159797.08,0.13,0.6,162605.21,0.2063,0.5934,139023.46,83414.08,55609.38,129059.76,76584.06,52475.7,-3133.68
2025-12,South,Outdoor & Sporting,150983.57,0.13,0.6,146062.37,0.1812,0.6076,131355.71,78813.43,52542.28,119595.87,72666.45,46929.42,-5612.86
2024-01,South,Pet Supplies,82023.03,0.09,0.56,87177.7,0.0839,0.5531,74640.96,41798.94,32842.02,79863.49,44172.5,35690.99,2848.97
2024-02,South,Pet Supplies,80841.9,0.09,0.56,83341.85,0.0835,0.5575,73566.13,41197.03,32369.1,76382.81,42583.42,33799.39,1430.29
2024-03,South,Pet Supplies,87965.14,0.09,0.56,89481.31,0.1022,0.5611,80048.28,44827.04,35221.24,80336.32,45076.71,35259.61,38.37
2024-04,South,Pet Supplies,91457.5,0.09,0.56,88939.53,0.0853,0.5508,83226.32,46606.74,36619.58,81352.99,44809.23,36543.76,-75.82
2024-05,South,Pet Supplies,94053.08,0.09,0.56,90387.88,0.0921,0.5633,85588.3,47929.45,37658.85,82063.16,46226.18,35836.98,-1821.87
2024-06,South,Pet Supplies,96677.81,0.09,0.56,102527.73,0.0829,0.5607,87976.81,49267.01,38709.8,94028.18,52721.6,41306.58,2596.78
2024-07,South,Pet Supplies,95511.26,0.09,0.56,92214.42,0.0816,0.5664,86915.25,48672.54,38242.71,84689.72,47968.26,36721.46,-1521.25
2024-08,South,Pet Supplies,99127.57,0.09,0.56,98062.71,0.0869,0.5642,90206.09,50515.41,39690.68,89541.06,50519.07,39021.99,-668.69
2024-09,South,Pet Supplies,101817.92,0.09,0.56,96649.4,0.0799,0.5485,92654.31,51886.41,40767.9,88927.11,48776.52,40150.59,-617.31
2024-10,South,Pet Supplies,107468.4,0.09,0.56,106041.58,0.1017,0.5661,97796.24,54765.89,43030.35,95257.15,53925.07,41332.08,-1698.27
2024-11,South,Pet Supplies,127955.93,0.09,0.56,113082.51,0.0811,0.5616,116439.9,65206.34,51233.56,103911.52,58356.71,45554.81,-5678.75
2024-12,South,Pet Supplies,120971.21,0.09,0.56,133537.01,0.0871,0.5663,110083.8,61646.93,48436.87,121905.94,69035.33,52870.61,4433.74
2025-01,South,Pet Supplies,89897.24,0.09,0.56,95554.26,0.1028,0.5616,81806.49,45811.63,35994.86,85731.28,48146.69,37584.59,1589.73
2025-02,South,Pet Supplies,88541.13,0.09,0.56,82457.86,0.091,0.5466,80572.43,45120.56,35451.87,74954.19,40969.96,33984.23,-1467.64
2025-03,South,Pet Supplies,96276.81,0.09,0.56,90111.62,0.0842,0.555,87611.9,49062.66,38549.24,82524.22,45800.94,36723.28,-1825.96
2025-04,South,Pet Supplies,100031.64,0.09,0.56,99536.26,0.0708,0.5449,91028.79,50976.12,40052.67,92489.09,50397.31,42091.78,2039.11
2025-05,South,Pet Supplies,102802.2,0.09,0.56,105086.31,0.0986,0.5508,93550.0,52388.0,41162.0,94724.8,52174.42,42550.38,1388.38
2025-06,South,Pet Supplies,105601.92,0.09,0.56,107721.94,0.0786,0.5623,96097.75,53814.74,42283.01,99255.0,55811.09,43443.91,1160.9
2025-07,South,Pet Supplies,104260.39,0.09,0.56,96886.15,0.0929,0.563,94876.95,53131.09,41745.86,87885.43,49479.5,38405.93,-3339.93
2025-08,South,Pet Supplies,108139.16,0.09,0.56,109112.8,0.0827,0.5564,98406.64,55107.72,43298.92,100089.17,55689.61,44399.56,1100.64
2025-09,South,Pet Supplies,111004.5,0.09,0.56,109514.67,0.0989,0.5616,101014.1,56567.9,44446.2,98683.67,55420.75,43262.92,-1183.28
2025-10,South,Pet Supplies,117092.43,0.09,0.56,112288.55,0.0842,0.5659,106554.11,59670.3,46883.81,102833.85,58193.68,44640.17,-2243.64
2025-11,South,Pet Supplies,139329.79,0.09,0.56,146795.69,0.0926,0.5611,126790.11,71002.46,55787.65,133202.41,74739.87,58462.54,2674.89
2025-12,South,Pet Supplies,131645.14,0.09,0.56,133466.34,0.0942,0.5533,119797.08,67086.36,52710.72,120893.81,66890.55,54003.26,1292.54
2024-01,West,Electronics Accessories,209546.73,0.1,0.62,214845.43,0.0872,0.6408,188592.06,116927.08,71664.98,196110.91,125667.87,70443.04,-1221.94
2024-02,West,Electronics Accessories,206529.26,0.1,0.62,208383.79,0.1079,0.624,185876.33,115243.32,70633.01,185899.18,116001.09,69898.09,-734.92
2024-03,West,Electronics Accessories,224727.23,0.1,0.62,222363.8,0.0923,0.6517,202254.51,125397.8,76856.71,201839.62,131538.88,70300.74,-6555.97
2024-04,West,Electronics Accessories,233649.26,0.1,0.62,256957.3,0.103,0.6313,210284.33,130376.28,79908.05,230490.7,145508.78,84981.92,5073.87
2024-05,West,Electronics Accessories,240280.25,0.1,0.62,235391.47,0.0963,0.6483,216252.22,134076.38,82175.84,212723.27,137908.5,74814.77,-7361.07
2024-06,West,Electronics Accessories,246985.75,0.1,0.62,223541.77,0.096,0.6412,222287.18,137818.05,84469.13,202081.76,129574.82,72506.94,-11962.19
2024-07,West,Electronics Accessories,244005.53,0.1,0.62,240006.83,0.0856,0.6402,219604.98,136155.09,83449.89,219462.25,140499.73,78962.52,-4487.37
2024-08,West,Electronics Accessories,253244.21,0.1,0.62,234019.11,0.0959,0.6335,227919.79,141310.27,86609.52,211576.68,134033.83,77542.85,-9066.67
2024-09,West,Electronics Accessories,260117.34,0.1,0.62,272505.04,0.0769,0.6491,234105.61,145145.48,88960.13,251549.4,163280.72,88268.68,-691.45
2024-10,West,Electronics Accessories,274552.78,0.1,0.62,293053.61,0.0999,0.6427,247097.5,153200.45,93897.05,263777.55,169529.83,94247.72,350.67
2024-11,West,Electronics Accessories,326892.9,0.1,0.62,318185.95,0.0929,0.6762,294203.61,182406.24,111797.37,288626.48,195169.23,93457.25,-18340.12
2024-12,West,Electronics Accessories,309048.83,0.1,0.62,316122.62,0.102,0.6681,278143.95,172449.25,105694.7,283878.11,189658.97,94219.14,-11475.56
2025-01,West,Electronics Accessories,229663.22,0.1,0.62,224900.86,0.1128,0.6635,206696.9,128152.08,78544.82,199532.04,132389.51,67142.53,-11402.29
2025-02,West,Electronics Accessories,226198.71,0.1,0.62,239567.46,0.0995,0.6514,203578.84,126218.88,77359.96,215730.5,140526.85,75203.65,-2156.31
2025-03,West,Electronics Accessories,245961.29,0.1,0.62,263088.02,0.1007,0.6498,221365.16,137246.4,84118.76,236595.06,153739.47,82855.59,-1263.17
2025-04,West,Electronics Accessories,255553.88,0.1,0.62,259066.59,0.1032,0.6504,229998.49,142599.06,87399.43,232330.92,151108.03,81222.89,-6176.54
2025-05,West,Electronics Accessories,262631.9,0.1,0.62,260860.41,0.0939,0.6618,236368.71,146548.6,89820.11,236365.62,156426.77,79938.85,-9881.26
2025-06,West,Electronics Accessories,269784.43,0.1,0.62,258199.85,0.1074,0.6512,242805.99,150539.71,92266.28,230469.19,150081.54,80387.65,-11878.63
2025-07,West,Electronics Accessories,266357.18,0.1,0.62,239169.87,0.0957,0.6785,239721.46,148627.31,91094.15,216281.31,146746.87,69534.44,-21559.71
2025-08,West,Electronics Accessories,276266.41,0.1,0.62,265289.05,0.1023,0.6737,248639.77,154156.66,94483.11,238149.98,160441.64,77708.34,-16774.77
2025-09,West,Electronics Accessories,283586.57,0.1,0.62,280030.16,0.0888,0.6618,255227.91,158241.3,96986.61,255163.48,168867.19,86296.29,-10690.32
2025-10,West,Electronics Accessories,299139.6,0.1,0.62,296075.59,0.1021,0.6793,269225.64,166919.9,102305.74,265846.27,180589.37,85256.9,-17048.84
2025-11,West,Electronics Accessories,355950.04,0.1,0.62,368112.57,0.1024,0.6707,320355.04,198620.12,121734.92,330417.84,221611.25,108806.59,-12928.33
2025-12,West,Electronics Accessories,336317.84,0.1,0.62,344429.15,0.0947,0.6793,302686.06,187665.36,115020.7,311811.71,211813.69,99998.02,-15022.68
2024-01,West,Home & Kitchen,166487.59,0.12,0.58,168074.15,0.138,0.5893,146509.08,84975.27,61533.81,144879.92,85377.74,59502.18,-2031.63
2024-02,West,Home & Kitchen,164090.17,0.12,0.58,174247.21,0.1168,0.5948,144399.35,83751.62,60647.73,153895.14,91536.83,62358.31,1710.58
2024-03,West,Home & Kitchen,178548.69,0.12,0.58,165386.45,0.1319,0.5837,157122.85,91131.25,65991.6,143571.98,83802.96,59769.02,-6222.58
2024-04,West,Home & Kitchen,185637.36,0.12,0.58,193320.74,0.1309,0.5744,163360.88,94749.31,68611.57,168015.06,96507.85,71507.21,2895.64
2024-05,West,Home & Kitchen,190905.77,0.12,0.58,181487.46,0.1259,0.5869,167997.08,97438.31,70558.77,158638.19,93104.75,65533.44,-5025.33
2024-06,West,Home & Kitchen,196233.37,0.12,0.58,200607.75,0.1199,0.5749,172685.37,100157.51,72527.86,176554.88,101501.4,75053.48,2525.62
2024-07,West,Home & Kitchen,193865.55,0.12,0.58,205490.63,0.108,0.581,170601.68,98948.97,71652.71,183297.64,106495.93,76801.71,5149.0
2024-08,West,Home & Kitchen,201205.8,0.12,0.58,217587.02,0.1191,0.5757,177061.1,102695.44,74365.66,191672.41,110345.81,81326.6,6960.94
2024-09,West,Home & Kitchen,206666.59,0.12,0.58,205282.37,0.1143,0.5942,181866.6,105482.63,76383.97,181818.6,108036.61,73781.99,-2601.98
2024-10,West,Home & Kitchen,218135.74,0.12,0.58,214352.08,0.1237,0.5812,191959.45,111336.48,80622.97,187836.73,109170.71,78666.02,-1956.95
2024-11,West,Home & Kitchen,259720.64,0.12,0.58,272931.44,0.1265,0.573,228554.16,132561.41,95992.75,238405.61,136606.41,101799.2,5806.45
2024-12,West,Home & Kitchen,245543.3,0.12,0.58,254653.59,0.1109,0.5757,216078.1,125325.3,90752.8,226412.51,130345.68,96066.83,5314.03
2025-01,West,Home & Kitchen,182470.4,0.12,0.58,186931.16,0.1418,0.5845,160573.95,93132.89,67441.06,160424.32,93768.02,66656.3,-784.76
2025-02,West,Home & Kitchen,179717.8,0.12,0.58,176217.55,0.1358,0.5899,158151.66,91727.96,66423.7,152287.21,89834.23,62452.98,-3970.72
2025-03,West,Home & Kitchen,195419.43,0.12,0.58,184572.19,0.1105,0.5772,171969.1,99742.08,72227.02,164176.96,94762.94,69414.02,-2813.0
2025-04,West,Home & Kitchen,203040.86,0.12,0.58,190573.1,0.1173,0.5727,178675.96,103632.06,75043.9,168218.88,96338.95,71879.93,-3163.97
2025-05,West,Home & Kitchen,208664.44,0.12,0.58,237139.6,0.1204,0.5678,183624.71,106502.33,77122.38,208587.99,118436.26,90151.73,13029.35
2025-06,West,Home & Kitchen,214347.22,0.12,0.58,208764.23,0.1228,0.5809,188625.55,109402.82,79222.73,183127.98,106379.04,76748.94,-2473.79
2025-07,West,Home & Kitchen,211624.22,0.12,0.58,213836.55,0.1281,0.5817,186229.31,108013.0,78216.31,186444.09,108454.53,77989.56,-226.75
2025-08,West,Home & Kitchen,219497.24,0.12,0.58,234990.09,0.1143,0.5797,193157.57,112031.39,81126.18,208130.72,120653.38,87477.34,6351.16
2025-09,West,Home & Kitchen,225313.2,0.12,0.58,213087.71,0.1116,0.5828,198275.62,114999.86,83275.76,189307.12,110328.19,78978.93,-4296.83
2025-10,West,Home & Kitchen,237670.28,0.12,0.58,230089.19,0.1161,0.5695,209149.85,121306.91,87842.94,203375.84,115822.54,87553.3,-289.64
2025-11,West,Home & Kitchen,282806.92,0.12,0.58,298485.36,0.1281,0.5664,248870.09,144344.65,104525.44,260249.39,147405.25,112844.14,8318.7
2025-12,West,Home & Kitchen,267208.88,0.12,0.58,274482.51,0.1318,0.5778,235143.81,136383.41,98760.4,238305.72,137693.05,100612.67,1852.27
2024-01,West,Office Supplies,147496.96,0.08,0.55,136759.52,0.0916,0.5638,135697.2,74633.46,61063.74,124232.35,70042.2,54190.15,-6873.59
2024-02,West,Office Supplies,145373.0,0.08,0.55,139992.65,0.0701,0.563,133743.16,73558.74,60184.42,130179.17,73290.87,56888.3,-3296.12
2024-03,West,Office Supplies,158182.29,0.08,0.55,155979.66,0.0941,0.5573,145527.71,80040.24,65487.47,141301.97,78747.59,62554.38,-2933.09
2024-04,West,Office Supplies,164462.38,0.08,0.55,162229.12,0.0766,0.5621,151305.39,83217.96,68087.43,149802.37,84203.91,65598.46,-2488.97
2024-05,West,Office Supplies,169129.84,0.08,0.55,174939.05,0.0716,0.5419,155599.45,85579.7,70019.75,162413.41,88011.83,74401.58,4381.83
2024-06,West,Office Supplies,173849.75,0.08,0.55,169501.09,0.0986,0.5508,159941.77,87967.97,71973.8,152788.28,84155.78,68632.5,-3341.3
2024-07,West,Office Supplies,171752.01,0.08,0.55,161852.66,0.085,0.5596,158011.85,86906.52,71105.33,148095.18,82874.06,65221.12,-5884.21
2024-08,West,Office Supplies,178254.99,0.08,0.55,175734.59,0.0768,0.5486,163994.59,90197.02,73797.57,162238.17,89003.86,73234.31,-563.26
2024-09,West,Office Supplies,183092.89,0.08,0.55,197375.73,0.0831,0.5475,168445.46,92645.0,75800.46,180973.81,99083.16,81890.65,6090.19
2024-10,West,Office Supplies,193253.79,0.08,0.55,184990.87,0.0914,0.5457,177793.49,97786.42,80007.07,168082.7,91722.73,76359.97,-3647.1
2024-11,West,Office Supplies,230095.25,0.08,0.55,229365.68,0.0856,0.5426,211687.63,116428.2,95259.43,209731.98,113800.57,95931.41,671.98
2024-12,West,Office Supplies,217535.07,0.08,0.55,222774.2,0.0783,0.5558,200132.26,110072.74,90059.52,205330.98,114122.96,91208.02,1148.5
2025-01,West,Office Supplies,161656.66,0.08,0.55,160231.05,0.0919,0.5417,148724.13,81798.27,66925.86,145505.82,78820.5,66685.32,-240.54
2025-02,West,Office Supplies,159218.05,0.08,0.55,173757.27,0.0986,0.5443,146480.61,80564.34,65916.27,156624.8,85250.88,71373.92,5457.65
2025-03,West,Office Supplies,173128.65,0.08,0.55,160835.54,0.0683,0.5429,159278.36,87603.1,71675.26,149850.47,81353.82,68496.65,-3178.61
2025-04,West,Office Supplies,179880.73,0.08,0.55,177041.33,0.0855,0.5476,165490.27,91019.65,74470.62,161904.3,88658.79,73245.51,-1225.11
2025-05,West,Office Supplies,184862.85,0.08,0.55,191251.89,0.0787,0.5537,170073.82,93540.6,76533.22,176200.37,97562.14,78638.23,2105.01
2025-06,West,Office Supplies,189897.42,0.08,0.55,196134.65,0.0707,0.5498,174705.63,96088.1,78617.53,182267.93,100210.91,82057.02,3439.49
2025-07,West,Office Supplies,187485.02,0.08,0.55,197170.47,0.0808,0.5492,172486.22,94867.42,77618.8,181239.1,99536.51,81702.59,4083.79
2025-08,West,Office Supplies,194459.99,0.08,0.55,191754.82,0.0567,0.5507,178903.19,98396.75,80506.44,180882.32,99611.89,81270.43,763.99
2025-09,West,Office Supplies,199612.55,0.08,0.55,207588.88,0.0685,0.5466,183643.55,101003.95,82639.6,193369.04,105695.52,87673.52,5033.92
2025-10,West,Office Supplies,210560.1,0.08,0.55,199679.29,0.0891,0.5573,193715.29,106543.41,87171.88,181887.87,101366.11,80521.76,-6650.12
2025-11,West,Office Supplies,250548.16,0.08,0.55,242205.33,0.0924,0.5562,230504.31,126777.37,103726.94,219825.56,122266.98,97558.58,-6168.36
2025-12,West,Office Supplies,236729.34,0.08,0.55,245712.78,0.0823,0.5673,217790.99,119785.04,98005.95,225490.62,127920.83,97569.79,-436.16
2024-01,West,Personal Care,149148.8,0.11,0.54,144931.48,0.0983,0.5359,132742.43,71680.91,61061.52,130684.72,70033.94,60650.78,-410.74
2024-02,West,Personal Care,147001.06,0.11,0.54,154962.67,0.1149,0.5352,130830.94,70648.71,60182.23,137157.46,73406.67,63750.79,3568.56
2024-03,West,Personal Care,159953.8,0.11,0.54,160722.99,0.1137,0.5611,142358.88,76873.8,65485.08,142448.79,79928.02,62520.77,-2964.31
2024-04,West,Personal Care,166304.23,0.11,0.54,168262.43,0.1007,0.5382,148010.76,79925.81,68084.95,151318.4,81439.56,69878.84,1793.89
2024-05,West,Personal Care,171023.96,0.11,0.54,167157.71,0.0972,0.542,152211.32,82194.11,70017.21,150909.98,81793.21,69116.77,-900.44
2024-06,West,Personal Care,175796.72,0.11,0.54,156255.45,0.1083,0.5407,156459.08,84487.9,71971.18,139332.98,75337.34,63995.64,-7975.54
2024-07,West,Personal Care,173675.49,0.11,0.54,189496.22,0.1066,0.5233,154571.19,83468.44,71102.75,169295.92,88592.55,80703.37,9600.62
2024-08,West,Personal Care,180251.3,0.11,0.54,170226.85,0.1107,0.5452,160423.66,86628.78,73794.88,151382.74,82533.87,68848.87,-4946.01
2024-09,West,Personal Care,185143.38,0.11,0.54,192192.05,0.1025,0.5246,164777.61,88979.91,75797.7,172492.36,90489.49,82002.87,6205.17
2024-10,West,Personal Care,195418.07,0.11,0.54,197944.72,0.1,0.5366,173922.08,93917.92,80004.16,178150.25,95595.42,82554.83,2550.67
2024-11,West,Personal Care,232672.13,0.11,0.54,227291.52,0.1122,0.525,207078.2,111822.23,95255.97,201789.41,105939.44,95849.97,594.0
2024-12,West,Personal Care,219971.28,0.11,0.54,212630.02,0.1158,0.5404,195774.44,105718.2,90056.24,188007.46,101599.23,86408.23,-3648.01
2025-01,West,Personal Care,163467.09,0.11,0.54,169317.89,0.1145,0.5306,145485.71,78562.28,66923.43,149930.99,79553.38,70377.61,3454.18
2025-02,West,Personal Care,161001.16,0.11,0.54,164706.29,0.1157,0.5389,143291.03,77377.16,65913.87,145649.77,78490.66,67159.11,1245.24
